IncidentID,Description,Priority,Incidents,Location,Building,Latitude,Longitude,User,Status,Time
415,damaged property at temasek hall (communal hall),High,DAMAGED PROPERTY,HALL,TEMASEK HALL (COMMUNAL HALL),1.292822129,103.7714113,sec5,Open,23/10/18 3:57
415,damaged property at temasek hall (communal hall),High,DAMAGED PROPERTY,HALL,TEMASEK HALL (COMMUNAL HALL),1.292822129,103.7714113,sec5,Close,1/11/18 12:25
416,lost and found at btc-bin centre,Normal,LOST AND FOUND,BTC,BTC-BIN CENTRE,1.319801578,103.8176313,sec3,Open,13/6/19 11:37
416,lost and found at btc-bin centre,Normal,LOST AND FOUND,BTC,BTC-BIN CENTRE,1.319801578,103.8176313,sec3,Close,17/6/19 20:10
417,lost and found at pgp residences canteen 2,Normal,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2,1.290619681,103.7816946,sec3,Open,23/5/19 3:00
417,lost and found at pgp residences canteen 2,Normal,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2,1.290619681,103.7816946,sec3,Close,25/5/19 17:08
418,damaged property at dso carpark,High,DAMAGED PROPERTY,FOS,DSO CARPARK,1.295951413,103.7815192,sec3,Open,11/6/19 6:27
418,damaged property at dso carpark,High,DAMAGED PROPERTY,FOS,DSO CARPARK,1.295951413,103.7815192,sec3,Close,22/6/19 4:02
419,lost and found at institute of systems science,Normal,LOST AND FOUND,HALL,INSTITUTE OF SYSTEMS SCIENCE,1.292195263,103.7766918,sec1,Open,16/11/18 21:02
419,lost and found at institute of systems science,Normal,LOST AND FOUND,HALL,INSTITUTE OF SYSTEMS SCIENCE,1.292195263,103.7766918,sec1,Close,20/11/18 1:17
420,stolen items at btc-li ka shing building,Normal,STOLEN ITEMS,BTC,BTC-LI KA SHING BUILDING,1.319621613,103.8175738,sec1,Open,10/7/19 22:01
420,stolen items at btc-li ka shing building,Normal,STOLEN ITEMS,BTC,BTC-LI KA SHING BUILDING,1.319621613,103.8175738,sec1,Close,12/7/19 22:48
421,stolen items at engineering block 7,Normal,STOLEN ITEMS,CDE,ENGINEERING BLOCK 7,1.298590159,103.7734899,sec5,Open,25/9/19 21:33
421,stolen items at engineering block 7,Normal,STOLEN ITEMS,CDE,ENGINEERING BLOCK 7,1.298590159,103.7734899,sec5,Close,28/9/19 10:39
422,lost and found at ctr for the arts,Normal,LOST AND FOUND,YIH,CTR FOR THE ARTS,1.29917139,103.7737631,sec3,Open,15/10/19 22:06
422,lost and found at ctr for the arts,Normal,LOST AND FOUND,YIH,CTR FOR THE ARTS,1.29917139,103.7737631,sec3,Close,18/10/19 23:55
423,damaged property at create (research),High,DAMAGED PROPERTY,UTown,CREATE (RESEARCH),1.303674633,103.7735763,sec1,Open,10/11/19 5:26
423,damaged property at create (research),High,DAMAGED PROPERTY,UTown,CREATE (RESEARCH),1.303674633,103.7735763,sec1,Close,16/11/19 9:04
424,sexual incidents at eusoff hall (block e),High,SEXUAL INCIDENTS,HALL,EUSOFF HALL (BLOCK E),1.29377559,103.7699778,sec4,Open,2/2/19 10:15
424,sexual incidents at eusoff hall (block e),High,SEXUAL INCIDENTS,HALL,EUSOFF HALL (BLOCK E),1.29377559,103.7699778,sec4,Close,8/2/19 2:06
425,lost and found at raffles hall (block e),Normal,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK E),1.300036252,103.7737858,sec3,Open,6/10/18 20:39
425,lost and found at raffles hall (block e),Normal,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK E),1.300036252,103.7737858,sec3,Close,10/10/18 16:58
426,stolen items at 4 kr bungalow,Normal,STOLEN ITEMS,KR,4 KR BUNGALOW,1.294413343,103.7799701,sec4,Open,5/7/19 4:05
426,stolen items at 4 kr bungalow,Normal,STOLEN ITEMS,KR,4 KR BUNGALOW,1.294413343,103.7799701,sec4,Close,7/7/19 11:15
427,damaged property at i3,High,DAMAGED PROPERTY,SOC,I3,1.292406056,103.7755806,sec5,Open,11/12/18 15:56
427,damaged property at i3,High,DAMAGED PROPERTY,SOC,I3,1.292406056,103.7755806,sec5,Close,18/12/18 7:21
428,emergency incidents at lecture theatre 8,High,EMERGENCY INCIDENTS,FASS,LECTURE THEATRE 8,1.294142102,103.7718061,sec4,Open,11/4/19 12:05
428,emergency incidents at lecture theatre 8,High,EMERGENCY INCIDENTS,FASS,LECTURE THEATRE 8,1.294142102,103.7718061,sec4,Close,13/4/19 15:59
429,lost and found at pgp residences (block 2),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 2),1.291369071,103.7826626,sec3,Open,16/3/19 12:55
429,lost and found at pgp residences (block 2),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 2),1.291369071,103.7826626,sec3,Close,20/3/19 11:40
430,damaged property at 9 pgp bungalow,High,DAMAGED PROPERTY,PGP,9 PGP BUNGALOW,1.293962325,103.7773228,sec4,Open,25/5/19 12:25
430,damaged property at 9 pgp bungalow,High,DAMAGED PROPERTY,PGP,9 PGP BUNGALOW,1.293962325,103.7773228,sec4,Close,31/5/19 2:52
431,damaged property at lecture theatre 8,High,DAMAGED PROPERTY,FASS,LECTURE THEATRE 8,1.294142102,103.7718061,sec4,Open,11/1/19 0:17
431,damaged property at lecture theatre 8,High,DAMAGED PROPERTY,FASS,LECTURE THEATRE 8,1.294142102,103.7718061,sec4,Close,15/1/19 22:05
432,lost and found at ventus (uni campus infra),Normal,LOST AND FOUND,HALL,VENTUS (UNI CAMPUS INFRA),1.29528262,103.770217,sec3,Open,1/7/19 4:57
432,lost and found at ventus (uni campus infra),Normal,LOST AND FOUND,HALL,VENTUS (UNI CAMPUS INFRA),1.29528262,103.770217,sec3,Close,3/7/19 7:28
433,damaged property at university cultural centre,High,DAMAGED PROPERTY,UCC,UNIVERSITY CULTURAL CENTRE,1.301613834,103.7722703,sec4,Open,25/1/19 10:48
433,damaged property at university cultural centre,High,DAMAGED PROPERTY,UCC,UNIVERSITY CULTURAL CENTRE,1.301613834,103.7722703,sec4,Close,2/2/19 23:23
434,emergency incidents at 6 pgp bungalow,High,EMERGENCY INCIDENTS,PGP,6 PGP BUNGALOW,1.293385625,103.7779056,sec1,Open,7/11/18 19:49
434,emergency incidents at 6 pgp bungalow,High,EMERGENCY INCIDENTS,PGP,6 PGP BUNGALOW,1.293385625,103.7779056,sec1,Close,11/11/18 19:01
435,lost and found at btc-lounge,Normal,LOST AND FOUND,BTC,BTC-LOUNGE,1.31861386,103.8170575,sec3,Open,4/3/19 23:44
435,lost and found at btc-lounge,Normal,LOST AND FOUND,BTC,BTC-LOUNGE,1.31861386,103.8170575,sec3,Close,8/3/19 9:40
436,lost and found at pgp residences (block 8),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 8),1.291036666,103.7798218,sec5,Open,3/11/19 8:34
436,lost and found at pgp residences (block 8),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 8),1.291036666,103.7798218,sec5,Close,6/11/19 15:43
437,lost and found at temasek hall (block d),Normal,LOST AND FOUND,HALL,TEMASEK HALL (BLOCK D),1.292631835,103.7717399,sec3,Open,23/6/19 17:35
437,lost and found at temasek hall (block d),Normal,LOST AND FOUND,HALL,TEMASEK HALL (BLOCK D),1.292631835,103.7717399,sec3,Close,25/6/19 22:46
438,"damaged property at kent vale apartment blk e, 109",High,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK E, 109",1.301741912,103.7678456,sec1,Open,3/10/18 18:30
438,"damaged property at kent vale apartment blk e, 109",High,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK E, 109",1.301741912,103.7678456,sec1,Close,9/10/18 15:25
439,lost and found at sheares hall (block c),Normal,LOST AND FOUND,HALL,SHEARES HALL (BLOCK C),1.291354968,103.7760394,sec1,Open,15/6/19 14:50
439,lost and found at sheares hall (block c),Normal,LOST AND FOUND,HALL,SHEARES HALL (BLOCK C),1.291354968,103.7760394,sec1,Close,17/6/19 21:15
440,damaged property at btc-bin centre,High,DAMAGED PROPERTY,BTC,BTC-BIN CENTRE,1.319801578,103.8176313,sec5,Open,5/4/19 8:57
440,damaged property at btc-bin centre,High,DAMAGED PROPERTY,BTC,BTC-BIN CENTRE,1.319801578,103.8176313,sec5,Close,10/4/19 18:37
441,lost and found at pgp residences (block 20),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 20),1.290472992,103.7802401,sec1,Open,17/2/19 3:51
441,lost and found at pgp residences (block 20),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 20),1.290472992,103.7802401,sec1,Close,19/2/19 23:54
442,lost and found at house 5 annex,Normal,LOST AND FOUND,HALL,HOUSE 5 ANNEX,1.291945118,103.77433,sec1,Open,7/9/19 8:45
442,lost and found at house 5 annex,Normal,LOST AND FOUND,HALL,HOUSE 5 ANNEX,1.291945118,103.77433,sec1,Close,10/9/19 17:44
443,lost and found at 7 pgp bungalow,Normal,LOST AND FOUND,PGP,7 PGP BUNGALOW,1.293238399,103.7780367,sec3,Open,4/3/19 17:01
443,lost and found at 7 pgp bungalow,Normal,LOST AND FOUND,PGP,7 PGP BUNGALOW,1.293238399,103.7780367,sec3,Close,8/3/19 2:12
444,lost and found at raffles hall (block d),Normal,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK D),1.300301709,103.7726668,sec3,Open,2/12/18 14:13
444,lost and found at raffles hall (block d),Normal,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK D),1.300301709,103.7726668,sec3,Close,5/12/18 17:53
445,stolen items at lecture theatre 34,Normal,STOLEN ITEMS,FOS,LECTURE THEATRE 34,1.297758283,103.7810123,sec3,Open,18/7/19 6:10
445,stolen items at lecture theatre 34,Normal,STOLEN ITEMS,FOS,LECTURE THEATRE 34,1.297758283,103.7810123,sec3,Close,20/7/19 15:47
446,damaged property at cinnamon learn lobe,High,DAMAGED PROPERTY,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec4,Open,12/7/19 1:49
446,damaged property at cinnamon learn lobe,High,DAMAGED PROPERTY,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec4,Close,19/7/19 7:25
447,emergency incidents at ridge view residence (block e),High,EMERGENCY INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK E),1.298622717,103.7762558,sec1,Open,12/2/19 10:10
447,emergency incidents at ridge view residence (block e),High,EMERGENCY INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK E),1.298622717,103.7762558,sec1,Close,13/2/19 19:39
448,lost and found at lecture theatre 32,Normal,LOST AND FOUND,FOS,LECTURE THEATRE 32,1.296130118,103.778317,sec3,Open,29/8/19 15:44
448,lost and found at lecture theatre 32,Normal,LOST AND FOUND,FOS,LECTURE THEATRE 32,1.296130118,103.778317,sec3,Close,31/8/19 10:45
449,damaged property at booster pump hse(next lkcnhm),High,DAMAGED PROPERTY,UCC,BOOSTER PUMP HSE(NEXT LKCNHM),1.301382961,103.7733115,sec3,Open,18/2/19 12:22
449,damaged property at booster pump hse(next lkcnhm),High,DAMAGED PROPERTY,UCC,BOOSTER PUMP HSE(NEXT LKCNHM),1.301382961,103.7733115,sec3,Close,25/2/19 5:34
450,damaged property at tembusu college- main blk,High,DAMAGED PROPERTY,UTown,TEMBUSU COLLEGE- MAIN BLK,1.306170497,103.7737562,sec4,Open,3/12/19 4:55
450,damaged property at tembusu college- main blk,High,DAMAGED PROPERTY,UTown,TEMBUSU COLLEGE- MAIN BLK,1.306170497,103.7737562,sec4,Close,11/12/19 9:42
451,lost and found at sub-station 4 (near kevii),Normal,LOST AND FOUND,PGP,SUB-STATION 4 (NEAR KEVII),1.292213805,103.7814032,sec3,Open,21/3/19 21:49
451,lost and found at sub-station 4 (near kevii),Normal,LOST AND FOUND,PGP,SUB-STATION 4 (NEAR KEVII),1.292213805,103.7814032,sec3,Close,24/3/19 6:06
452,sexual incidents at eusoff hall (block c),High,SEXUAL INCIDENTS,HALL,EUSOFF HALL (BLOCK C),1.293426406,103.7701612,sec1,Open,16/6/19 23:23
452,sexual incidents at eusoff hall (block c),High,SEXUAL INCIDENTS,HALL,EUSOFF HALL (BLOCK C),1.293426406,103.7701612,sec1,Close,23/6/19 3:37
453,damaged property at cinnamon learn lobe,High,DAMAGED PROPERTY,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec1,Open,28/6/19 1:29
453,damaged property at cinnamon learn lobe,High,DAMAGED PROPERTY,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec1,Close,5/7/19 8:44
454,lost and found at lecture theatre 6,Normal,LOST AND FOUND,CDE,LECTURE THEATRE 6,1.298683923,103.7718929,sec1,Open,8/5/19 21:51
454,lost and found at lecture theatre 6,Normal,LOST AND FOUND,CDE,LECTURE THEATRE 6,1.298683923,103.7718929,sec1,Close,12/5/19 12:51
455,damaged property at university sport centre,High,DAMAGED PROPERTY,YIH,UNIVERSITY SPORT CENTRE,1.299832654,103.7753454,sec4,Open,10/6/19 11:59
455,damaged property at university sport centre,High,DAMAGED PROPERTY,YIH,UNIVERSITY SPORT CENTRE,1.299832654,103.7753454,sec4,Close,15/6/19 5:53
456,damaged property at pgp residences (block 18),High,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 18),1.291099609,103.7804155,sec5,Open,31/10/18 21:51
456,damaged property at pgp residences (block 18),High,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 18),1.291099609,103.7804155,sec5,Close,7/11/18 23:03
457,stolen items at sub-station 3 (near s13),Normal,STOLEN ITEMS,FOS,SUB-STATION 3 (NEAR S13),1.296287532,103.7788929,sec1,Open,20/12/18 13:36
457,stolen items at sub-station 3 (near s13),Normal,STOLEN ITEMS,FOS,SUB-STATION 3 (NEAR S13),1.296287532,103.7788929,sec1,Close,22/12/18 1:12
458,damaged property at medicine block 4,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 4,1.295482387,103.7811936,sec1,Open,28/1/19 13:59
458,damaged property at medicine block 4,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 4,1.295482387,103.7811936,sec1,Close,5/2/19 6:05
459,lost and found at raffles hall (communal hall),Normal,LOST AND FOUND,YIH,RAFFLES HALL (COMMUNAL HALL),1.300002869,103.7739354,sec4,Open,20/7/19 7:07
459,lost and found at raffles hall (communal hall),Normal,LOST AND FOUND,YIH,RAFFLES HALL (COMMUNAL HALL),1.300002869,103.7739354,sec4,Close,23/7/19 17:09
460,damaged property at 8 pgp bungalow,High,DAMAGED PROPERTY,PGP,8 PGP BUNGALOW,1.293596473,103.7775181,sec2,Open,25/9/19 6:37
460,damaged property at 8 pgp bungalow,High,DAMAGED PROPERTY,PGP,8 PGP BUNGALOW,1.293596473,103.7775181,sec2,Close,2/10/19 20:35
461,lost and found at university health centre,Normal,LOST AND FOUND,YIH,UNIVERSITY HEALTH CENTRE,1.299028198,103.776488,sec3,Open,13/3/19 0:50
461,lost and found at university health centre,Normal,LOST AND FOUND,YIH,UNIVERSITY HEALTH CENTRE,1.299028198,103.776488,sec3,Close,15/3/19 20:17
462,sexual incidents at lecture theatre 3,High,SEXUAL INCIDENTS,CDE,LECTURE THEATRE 3,1.298718002,103.7723639,sec3,Open,24/9/18 17:35
462,sexual incidents at lecture theatre 3,High,SEXUAL INCIDENTS,CDE,LECTURE THEATRE 3,1.298718002,103.7723639,sec3,Close,2/10/18 9:36
463,stolen items at pgp residences (block 10),Normal,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 10),1.290733171,103.7799493,sec4,Open,17/3/19 12:07
463,stolen items at pgp residences (block 10),Normal,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 10),1.290733171,103.7799493,sec4,Close,19/3/19 18:19
464,stolen items at ridge view residence (block c),Normal,STOLEN ITEMS,YIH,RIDGE VIEW RESIDENCE (BLOCK C),1.298081545,103.776434,sec2,Open,29/9/19 14:43
464,stolen items at ridge view residence (block c),Normal,STOLEN ITEMS,YIH,RIDGE VIEW RESIDENCE (BLOCK C),1.298081545,103.776434,sec2,Close,1/10/19 15:54
465,stolen items at lecture theatre 9,Normal,STOLEN ITEMS,FASS,LECTURE THEATRE 9,1.294966198,103.7722988,sec5,Open,12/7/19 5:09
465,stolen items at lecture theatre 9,Normal,STOLEN ITEMS,FASS,LECTURE THEATRE 9,1.294966198,103.7722988,sec5,Close,14/7/19 18:16
466,lost and found at temasek hall (block e),Normal,LOST AND FOUND,HALL,TEMASEK HALL (BLOCK E),1.292584001,103.7722725,sec5,Open,21/7/19 6:16
466,lost and found at temasek hall (block e),Normal,LOST AND FOUND,HALL,TEMASEK HALL (BLOCK E),1.292584001,103.7722725,sec5,Close,24/7/19 10:15
467,lost and found at college of a&p tan -tower,Normal,LOST AND FOUND,UTown,COLLEGE OF A&P TAN -TOWER,1.307597799,103.7731505,sec4,Open,28/4/19 3:17
467,lost and found at college of a&p tan -tower,Normal,LOST AND FOUND,UTown,COLLEGE OF A&P TAN -TOWER,1.307597799,103.7731505,sec4,Close,1/5/19 16:40
468,stolen items at yale science block,Normal,STOLEN ITEMS,UTown,YALE SCIENCE BLOCK,1.3060437,103.7720044,sec1,Open,8/11/19 19:41
468,stolen items at yale science block,Normal,STOLEN ITEMS,UTown,YALE SCIENCE BLOCK,1.3060437,103.7720044,sec1,Close,10/11/19 2:01
469,stolen items at science block 14,Normal,STOLEN ITEMS,FOS,SCIENCE BLOCK 14,1.296848923,103.7798471,sec4,Open,30/1/19 7:56
469,stolen items at science block 14,Normal,STOLEN ITEMS,FOS,SCIENCE BLOCK 14,1.296848923,103.7798471,sec4,Close,1/2/19 13:59
470,stolen items at yale west core,Normal,STOLEN ITEMS,UTown,YALE WEST CORE,1.308169683,103.7723937,sec2,Open,20/2/19 3:56
470,stolen items at yale west core,Normal,STOLEN ITEMS,UTown,YALE WEST CORE,1.308169683,103.7723937,sec2,Close,22/2/19 7:26
471,lost and found at 5 kr bungalow,Normal,LOST AND FOUND,KR,5 KR BUNGALOW,1.294572999,103.7796455,sec2,Open,27/12/18 3:42
471,lost and found at 5 kr bungalow,Normal,LOST AND FOUND,KR,5 KR BUNGALOW,1.294572999,103.7796455,sec2,Close,29/12/18 15:41
472,lost and found at create carpark,Normal,LOST AND FOUND,UTown,CREATE CARPARK,1.303909748,103.7733772,sec1,Open,7/8/19 17:38
472,lost and found at create carpark,Normal,LOST AND FOUND,UTown,CREATE CARPARK,1.303909748,103.7733772,sec1,Close,11/8/19 10:19
473,stolen items at business block 1-mochtar riady,Normal,STOLEN ITEMS,BIZ,BUSINESS BLOCK 1-MOCHTAR RIADY,1.292482077,103.7740684,sec4,Open,21/9/18 17:52
473,stolen items at business block 1-mochtar riady,Normal,STOLEN ITEMS,BIZ,BUSINESS BLOCK 1-MOCHTAR RIADY,1.292482077,103.7740684,sec4,Close,24/9/18 10:23
474,stolen items at science block 7,Normal,STOLEN ITEMS,FOS,SCIENCE BLOCK 7,1.296276183,103.7788705,sec3,Open,8/10/19 13:29
474,stolen items at science block 7,Normal,STOLEN ITEMS,FOS,SCIENCE BLOCK 7,1.296276183,103.7788705,sec3,Close,10/10/19 6:02
475,damaged property at 18a pgp bungalow,High,DAMAGED PROPERTY,PGP,18A PGP BUNGALOW,1.292325199,103.7795281,sec2,Open,10/12/18 7:08
475,damaged property at 18a pgp bungalow,High,DAMAGED PROPERTY,PGP,18A PGP BUNGALOW,1.292325199,103.7795281,sec2,Close,15/12/18 2:12
476,lost and found at pgp residences (block 29),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 29),1.290130186,103.7816738,sec4,Open,25/11/19 11:06
476,lost and found at pgp residences (block 29),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 29),1.290130186,103.7816738,sec4,Close,28/11/19 13:02
477,stolen items at pgpr carpark,Normal,STOLEN ITEMS,PGP,PGPR CARPARK,1.290814479,103.7812394,sec4,Open,20/11/18 3:07
477,stolen items at pgpr carpark,Normal,STOLEN ITEMS,PGP,PGPR CARPARK,1.290814479,103.7812394,sec4,Close,21/11/18 21:34
478,stolen items at cinnamon learn lobe,Normal,STOLEN ITEMS,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec3,Open,23/2/19 10:42
478,stolen items at cinnamon learn lobe,Normal,STOLEN ITEMS,UTown,CINNAMON LEARN LOBE,1.306550432,103.7731181,sec3,Close,24/2/19 22:52
479,damaged property at medicine block 10,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 10,1.296461007,103.7817485,sec4,Open,2/8/19 6:22
479,damaged property at medicine block 10,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 10,1.296461007,103.7817485,sec4,Close,10/8/19 3:35
480,stolen items at btc-federal,Normal,STOLEN ITEMS,BTC,BTC-FEDERAL,1.318374465,103.8173933,sec2,Open,5/8/19 8:20
480,stolen items at btc-federal,Normal,STOLEN ITEMS,BTC,BTC-FEDERAL,1.318374465,103.8173933,sec2,Close,7/8/19 0:56
481,lost and found at science block 12,Normal,LOST AND FOUND,FOS,SCIENCE BLOCK 12,1.296959412,103.778681,sec4,Open,15/8/19 13:28
481,lost and found at science block 12,Normal,LOST AND FOUND,FOS,SCIENCE BLOCK 12,1.296959412,103.778681,sec4,Close,17/8/19 20:11
482,damaged property at 6 pgp bungalow,High,DAMAGED PROPERTY,PGP,6 PGP BUNGALOW,1.293385625,103.7779056,sec1,Open,26/1/19 11:43
482,damaged property at 6 pgp bungalow,High,DAMAGED PROPERTY,PGP,6 PGP BUNGALOW,1.293385625,103.7779056,sec1,Close,2/2/19 19:10
483,lost and found at yale fitness center,Normal,LOST AND FOUND,UTown,YALE FITNESS CENTER,1.307478693,103.7725849,sec1,Open,10/12/18 9:54
483,lost and found at yale fitness center,Normal,LOST AND FOUND,UTown,YALE FITNESS CENTER,1.307478693,103.7725849,sec1,Close,12/12/18 22:08
484,damaged property at dso carpark,High,DAMAGED PROPERTY,FOS,DSO CARPARK,1.295951413,103.7815192,sec5,Open,1/10/18 4:27
484,damaged property at dso carpark,High,DAMAGED PROPERTY,FOS,DSO CARPARK,1.295951413,103.7815192,sec5,Close,8/10/18 10:47
485,damaged property at e6 carpark,High,DAMAGED PROPERTY,CDE,E6 CARPARK,1.299504478,103.7728039,sec1,Open,16/8/19 6:07
485,damaged property at e6 carpark,High,DAMAGED PROPERTY,CDE,E6 CARPARK,1.299504478,103.7728039,sec1,Close,26/8/19 10:41
486,"sexual incidents at kent vale apartment blk f, 107",High,SEXUAL INCIDENTS,KV,"KENT VALE APARTMENT BLK F, 107",1.30219698,103.767326,sec5,Open,14/1/19 3:24
486,"sexual incidents at kent vale apartment blk f, 107",High,SEXUAL INCIDENTS,KV,"KENT VALE APARTMENT BLK F, 107",1.30219698,103.767326,sec5,Close,18/1/19 10:22
487,stolen items at pgp residences (block 11),Normal,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 11),1.290736963,103.7800896,sec4,Open,16/4/19 7:16
487,stolen items at pgp residences (block 11),Normal,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 11),1.290736963,103.7800896,sec4,Close,18/4/19 7:15
488,lost and found at ke vii hall (block h),Normal,LOST AND FOUND,PGP,KE VII HALL (BLOCK H),1.293037911,103.7801553,sec3,Open,24/10/19 14:56
488,lost and found at ke vii hall (block h),Normal,LOST AND FOUND,PGP,KE VII HALL (BLOCK H),1.293037911,103.7801553,sec3,Close,28/10/19 23:45
489,"lost and found at kent vale apartment blk d, 113",Normal,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK D, 113",1.302189396,103.7678817,sec3,Open,18/9/19 6:33
489,"lost and found at kent vale apartment blk d, 113",Normal,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK D, 113",1.302189396,103.7678817,sec3,Close,21/9/19 16:34
490,damaged property at kent ridge hall (block d),High,DAMAGED PROPERTY,HALL,KENT RIDGE HALL (BLOCK D),1.291524551,103.7744384,sec2,Open,28/4/19 6:01
490,damaged property at kent ridge hall (block d),High,DAMAGED PROPERTY,HALL,KENT RIDGE HALL (BLOCK D),1.291524551,103.7744384,sec2,Close,4/5/19 10:31
491,lost and found at medicine block 2,Normal,LOST AND FOUND,FOS,MEDICINE BLOCK 2,1.295071999,103.7815094,sec4,Open,22/11/18 7:49
491,lost and found at medicine block 2,Normal,LOST AND FOUND,FOS,MEDICINE BLOCK 2,1.295071999,103.7815094,sec4,Close,25/11/18 13:28
492,stolen items at temasek lab,Normal,STOLEN ITEMS,CDE,TEMASEK LAB,1.299556652,103.7722094,sec4,Open,5/4/19 4:34
492,stolen items at temasek lab,Normal,STOLEN ITEMS,CDE,TEMASEK LAB,1.299556652,103.7722094,sec4,Close,7/4/19 1:13
493,lost and found at store 1 (near kevii hall),Normal,LOST AND FOUND,PGP,STORE 1 (NEAR KEVII HALL),1.29274033,103.7812672,sec2,Open,22/11/18 18:48
493,lost and found at store 1 (near kevii hall),Normal,LOST AND FOUND,PGP,STORE 1 (NEAR KEVII HALL),1.29274033,103.7812672,sec2,Close,25/11/18 5:34
494,lost and found at ke vii hall (block a),Normal,LOST AND FOUND,PGP,KE VII HALL (BLOCK A),1.292733372,103.7806752,sec3,Open,9/3/19 7:38
494,lost and found at ke vii hall (block a),Normal,LOST AND FOUND,PGP,KE VII HALL (BLOCK A),1.292733372,103.7806752,sec3,Close,12/3/19 20:08
495,lost and found at pgp residences (block 27),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 27),1.29056547,103.7816148,sec3,Open,15/6/19 17:08
495,lost and found at pgp residences (block 27),Normal,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 27),1.29056547,103.7816148,sec3,Close,18/6/19 21:56
496,damaged property at education resource centre,High,DAMAGED PROPERTY,UTown,EDUCATION RESOURCE CENTRE,1.305725982,103.7726716,sec1,Open,5/12/19 6:43
496,damaged property at education resource centre,High,DAMAGED PROPERTY,UTown,EDUCATION RESOURCE CENTRE,1.305725982,103.7726716,sec1,Close,10/12/19 3:17
497,lost and found at kent ridge (communal hall),Normal,LOST AND FOUND,HALL,KENT RIDGE (COMMUNAL HALL),1.29179854,103.7747805,sec2,Open,27/10/18 22:35
497,lost and found at kent ridge (communal hall),Normal,LOST AND FOUND,HALL,KENT RIDGE (COMMUNAL HALL),1.29179854,103.7747805,sec2,Close,31/10/18 6:15
498,stolen items at ke vii hall (communal hall),Normal,STOLEN ITEMS,PGP,KE VII HALL (COMMUNAL HALL),1.292402899,103.7810646,sec5,Open,12/4/19 0:45
498,stolen items at ke vii hall (communal hall),Normal,STOLEN ITEMS,PGP,KE VII HALL (COMMUNAL HALL),1.292402899,103.7810646,sec5,Close,13/4/19 21:34
499,damaged property at temasek hall (block b),High,DAMAGED PROPERTY,HALL,TEMASEK HALL (BLOCK B),1.292689235,103.7705357,sec5,Open,4/11/19 16:35
499,damaged property at temasek hall (block b),High,DAMAGED PROPERTY,HALL,TEMASEK HALL (BLOCK B),1.292689235,103.7705357,sec5,Close,12/11/19 21:32
500,damaged property at medicine block 9,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 9,1.296451987,103.7810899,sec3,Open,27/1/19 20:00
500,damaged property at medicine block 9,High,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 9,1.296451987,103.7810899,sec3,Close,2/2/19 15:26
501,damaged property at house 5,High,DAMAGED PROPERTY,HALL,HOUSE 5,1.291805315,103.7746999,sec1,Open,19/6/19 3:40
501,damaged property at house 5,High,DAMAGED PROPERTY,HALL,HOUSE 5,1.291805315,103.7746999,sec1,Close,25/6/19 11:12
502,sexual incidents at temasek hall (communal hall),High,SEXUAL INCIDENTS,HALL,TEMASEK HALL (COMMUNAL HALL),1.292822129,103.7714113,sec3,Open,11/8/19 22:12
