"IncidentID","Classification","Disposition","Open","Add","Close","Year","DayOfYear","Month","DayOfWeek","time_period","Building","Location","Longtitude","Latitude","Incidents"
1036,"Theft","Open Investigation",2019-09-20 10:54:00,3.36722486668242,2019-09-23 19:42:48,2019,263,9,4,"day_weekday","BIZ1 CARPARK","BIZ",1.292703782,103.7746058,"LOST AND FOUND"
1037,"Harassment","Open Investigation",2018-11-06 10:38:00,5.56061404842867,2018-11-12 00:05:17,2018,310,11,1,"day_weekday","ENGINEERING WORKSHOP 1A","CDE",1.298073579,103.7708804,"DAMAGED PROPERTY"
1038,"Theft","Open Investigation",2018-12-06 20:13:00,3.12511997404336,2018-12-09 23:13:10,2018,340,12,3,"day_weekday","COLLEGE OF A&P TAN -MPH","UTown",1.307802118,103.7732463,"LOST AND FOUND"
1039,"Lewdness","Open Investigation",2019-04-12 20:14:00,8.08488594412635,2019-04-20 22:16:14,2019,102,4,4,"day_weekday","ENGINEERING BLOCK 1A","CDE",1.29933656,103.77082,"SEXUAL INCIDENTS"
1040,"Theft: Criminal Mischief","Open Investigation",2019-11-08 19:34:00,3.38862056630076,2019-11-12 04:53:37,2019,312,11,4,"day_weekday","NUHS-MAIN BUILDING","FOS",1.294399964,103.7835039,"LOST AND FOUND"
1041,"Theft","Open Investigation",2019-08-04 21:50:00,2.68965753857907,2019-08-07 14:23:06,2019,216,8,6,"weekend","KENT VALE APARTMENT BLK I, 119","KV",1.302981916,103.7702236,"LOST AND FOUND"
1042,"Possession of Burglary Tools 2","Open Investigation",2019-02-17 00:31:00,3.08628601113581,2019-02-20 02:35:15,2019,48,2,6,"weekend","PGP RESIDENCES (BLOCK 30)","PGP",1.290514448,103.781795,"LOST AND FOUND"
1043,"Harassment: Fraud","Open Investigation",2019-04-06 22:31:00,3.10453738107405,2019-04-10 01:01:32,2019,96,4,5,"weekend","KE VII HALL (BLOCK B)","PGP",1.293176628,103.7803068,"LOST AND FOUND"
1044,"Trespassing","Closed",2018-12-28 18:16:00,5.35716077652441,2019-01-03 02:50:19,2018,362,12,4,"day_weekday","RIDGE VIEW RESIDENCE (BLOCK B)","YIH",1.297702725,103.7763235,"DAMAGED PROPERTY"
1045,"Trespassing","Open Investigation",2019-12-18 02:41:00,7.03990406309256,2019-12-25 03:38:28,2019,352,12,2,"day_weekday","COMMUNAL BLK B","KV",1.302552874,103.7685982,"DAMAGED PROPERTY"
1046,"Criminal Mischief","Closed",2019-08-18 13:33:00,2.03244864309647,2019-08-20 14:19:44,2019,230,8,6,"weekend","PGP RESIDENCES (BLOCK 29)","PGP",1.290130186,103.7816738,"STOLEN ITEMS"
1047,"Attempted Theft","Open Investigation",2019-07-07 22:33:00,2.3004319441138,2019-07-10 05:45:37,2019,188,7,6,"weekend","EL SERVICE RESERVOIRS 1&2","CDE",1.299643981,103.7721483,"LOST AND FOUND"
1048,"Trespassing","Judicial Referral",2018-11-07 07:21:00,5.26338446555024,2018-11-12 13:40:16,2018,311,11,2,"day_weekday","SCIENCE BLOCK 12","FOS",1.296959412,103.778681,"DAMAGED PROPERTY"
1049,"Theft","Open Investigation",2018-11-25 04:05:00,3.12186276038091,2018-11-28 07:00:29,2018,329,11,6,"weekend","17 PGP BUNGALOW","PGP",1.292575481,103.7792351,"LOST AND FOUND"
1050,"Harassment","Arrest",2019-10-15 09:13:00,6.02267499250566,2019-10-21 09:45:39,2019,288,10,1,"day_weekday","RAFFLES HALL (COMMUNAL HALL)","YIH",1.300002869,103.7739354,"DAMAGED PROPERTY"
1051,"Assault","Open Investigation",2019-05-08 16:02:00,7.06466154845082,2019-05-15 17:35:07,2019,128,5,2,"day_weekday","4 KR BUNGALOW","KR",1.294413343,103.7799701,"DAMAGED PROPERTY"
1052,"Attempted Extortion",NA,2018-09-28 18:08:00,2.38760319003224,2018-10-01 03:26:09,2018,271,9,4,"day_weekday","MEDICINE + SCIENCE LIBRARY","FOS",1.296996168,103.7813784,"LOST AND FOUND"
1053,"Harassment: Stalking","Open Investigation",2018-11-13 13:48:00,2.88795137384593,2018-11-16 11:06:39,2018,317,11,1,"day_weekday","SHEARES HALL (BLOCK A)","HALL",1.291577534,103.7754185,"LOST AND FOUND"
1054,"Trespassing","Unfounded",2018-11-26 14:26:00,5.61237924182501,2018-12-02 05:07:50,2018,330,11,0,"day_weekday","CREATE (INNOVATION)","UTown",1.303777538,103.7734082,"DAMAGED PROPERTY"
1055,"Extortion","Open Investigation",2019-06-04 09:42:00,3.5081790551292,2019-06-07 21:53:47,2019,155,6,1,"day_weekday","KE VII HALL (BLOCK A)","PGP",1.292733372,103.7806752,"LOST AND FOUND"
1056,"Theft","Open Investigation",2019-01-13 00:57:00,3.57277530693964,2019-01-16 14:41:48,2019,13,1,6,"weekend","RAFFLES HALL (EXTENSION TO BLOCK B &D)","YIH",1.300508386,103.7731637,"LOST AND FOUND"
1057,"Hindering Possession of Burglary Tools","Open Investigation",2019-08-02 21:52:00,2.52820622604948,2019-08-05 10:32:37,2019,214,8,4,"day_weekday","TEMBUSU LEARN LOBE","UTown",1.305895704,103.773492,"LOST AND FOUND"
1058,"Trespass","unfounded",2018-12-29 22:13:00,1.58448511371101,2018-12-31 12:14:40,2018,363,12,5,"weekend","RIDGE VIEW RESIDENCE (BLOCK G)","YIH",1.298435562,103.7757528,"EMERGENCY INCIDENTS"
1059,"Trespassing","Closed",2018-09-29 02:50:00,7.30551144694294,2018-10-06 10:09:56,2018,272,9,5,"weekend","PGP RESIDENCES (BLOCK 10)","PGP",1.290733171,103.7799493,"DAMAGED PROPERTY"
1060,"Trespass","Closed",2019-12-17 23:17:00,1.53506418367773,2019-12-19 12:07:30,2019,351,12,1,"day_weekday","YST CONSERVATORY OF MUSIC","UCC",1.302377886,103.7721105,"EMERGENCY INCIDENTS"
1061,"Criminal Mischief","Open Investigation",2019-01-06 22:23:00,1.96300172585922,2019-01-08 21:29:43,2019,6,1,6,"weekend","PGP RESIDENCES (BLOCK 29)","PGP",1.290130186,103.7816738,"STOLEN ITEMS"
1062,"Shoplifting","Open Investigation",2019-09-15 03:09:00,2.10476628854082,2019-09-17 05:39:52,2019,258,9,6,"weekend","KENT VALE APARTMENT BLK F, 107","KV",1.30219698,103.767326,"STOLEN ITEMS"
1063,"Theft","Open Investigation",2019-01-30 02:23:00,3.32529579653456,2019-02-02 10:11:26,2019,30,1,2,"day_weekday","INFORMATION TECHNOLOGY","CDE",1.29755262,103.7725433,"LOST AND FOUND"
1064,"Attempted Fraud","Open Investigation",2019-08-19 21:05:00,3.76686494466047,2019-08-23 15:29:17,2019,231,8,0,"day_weekday","ENGINEERING WORKSHOP 1","CDE",1.298988688,103.7705945,"LOST AND FOUND"
1065,"Harassment: Trespassing","Closed",2019-02-18 17:04:00,2.40288437532107,2019-02-21 02:44:09,2019,49,2,0,"day_weekday","4 KR BUNGALOW","KR",1.294413343,103.7799701,"LOST AND FOUND"
1066,"Theft","Arrest",2018-10-25 22:28:00,2.70459220190484,2018-10-28 15:22:37,2018,298,10,3,"day_weekday","STORE 2 (NEAR KEVII HALL)","PGP",1.29243592,103.7806357,"LOST AND FOUND"
1067,"Theft","Arrest",2019-09-13 08:46:00,2.77143227801071,2019-09-16 03:16:52,2019,256,9,4,"day_weekday","SHEARS HALL/KENT RIDGE HALL SHARED SPACE","HALL",1.291624699,103.7751793,"LOST AND FOUND"
1068,"Harassment","Open Investigation",2019-03-31 16:11:00,6.06048177257794,2019-04-06 17:38:06,2019,90,3,6,"weekend","BTC-CAFE","BTC",1.319623502,103.8174052,"DAMAGED PROPERTY"
1069,"Attempted Extortion","Unfounded",2019-10-21 02:07:00,3.84285680653193,2019-10-24 22:20:43,2019,294,10,0,"day_weekday","LECTURE THEATRE 13","FASS",1.295043651,103.7709322,"LOST AND FOUND"
1070,"Shoplifting","Open Investigation",2019-01-28 22:59:00,1.33518643715906,2019-01-30 07:01:40,2019,28,1,0,"day_weekday","KENT VALE APARTMENT BLK C, 111","KV",1.301811498,103.7685007,"STOLEN ITEMS"
1071,"Theft","Open Investigation",2019-03-16 01:55:00,2.72653776100979,2019-03-18 19:21:13,2019,75,3,5,"weekend","PGP RESIDENCES (BLOCK 16)","PGP",1.291523732,103.7801396,"LOST AND FOUND"
1072,"Criminal Mischief","Judicial Referral",2018-11-03 06:21:00,2.11418884470354,2018-11-05 09:05:26,2018,307,11,5,"weekend","RAFFLES HALL (BLOCK C)","YIH",1.299882667,103.7729532,"STOLEN ITEMS"
1073,"Defiant Trespass","Arrest",2019-08-26 08:02:00,3.19542974724527,2019-08-29 12:43:25,2019,238,8,0,"day_weekday","CREATE (RESEARCH)","UTown",1.303674633,103.7735763,"LOST AND FOUND"
1074,"Burglary","Arrest",2019-04-26 20:31:00,3.86289807750105,2019-04-30 17:13:34,2019,116,4,4,"day_weekday","TEMASEK LAB","CDE",1.299556652,103.7722094,"LOST AND FOUND"
1075,"Theft","Open Investigation",2019-02-10 10:53:00,3.13771406687755,2019-02-13 14:11:18,2019,41,2,6,"weekend","PGP RESIDENCES (BLOCK 16)","PGP",1.291523732,103.7801396,"LOST AND FOUND"
1076,"Bias Intimidation","Open Investigation",2019-02-16 02:49:00,2.69631703059693,2019-02-18 19:31:42,2019,47,2,5,"weekend","TEMASEK HALL (BLOCK E)","HALL",1.292584001,103.7722725,"LOST AND FOUND"
1077,"Fraud","Open Investigation",2019-03-12 12:39:00,6.44126105144106,2019-03-18 23:14:25,2019,71,3,1,"day_weekday","SCIENCE BLOCK 16","FOS",1.296808335,103.7803681,"DAMAGED PROPERTY"
1078,"Harassment","Arrest",2018-12-04 03:44:00,5.53588623018175,2018-12-09 16:35:41,2018,338,12,1,"day_weekday","SCIENCE BLOCK 1A (LEE WEE KENG)","FOS",1.296422972,103.7792749,"DAMAGED PROPERTY"
1079,"Theft","Unfounded",2019-01-24 21:55:00,2.78452173754282,2019-01-27 16:44:43,2019,24,1,3,"day_weekday","KE VII HALL (BLOCK B)","PGP",1.293176628,103.7803068,"LOST AND FOUND"
1080,"Criminal Mischief","Open Investigation",2019-06-10 05:38:00,2.60309519420145,2019-06-12 20:06:27,2019,161,6,0,"day_weekday","TEMBUSU COLLEGE- MPH","UTown",1.305898714,103.7738473,"STOLEN ITEMS"
1081,"Disorderly Conduct","Closed",2019-09-04 14:56:00,6.12616894295777,2019-09-10 17:57:41,2019,247,9,2,"day_weekday","TEMASEK HALL (BLOCK C)","HALL",1.292732285,103.7709504,"SEXUAL INCIDENTS"
1082,"Trespass","Arrest",2018-08-31 15:17:00,2.01582336895113,2018-09-02 15:39:47,2018,243,8,4,"day_weekday","DESIGN & ENVIRONMENT BLOCK 4","CDE",1.296846768,103.7702825,"EMERGENCY INCIDENTS"
1083,"Theft","Open Investigation",2019-04-14 14:53:00,1.89348520862264,2019-04-16 12:19:37,2019,104,4,6,"weekend","LECTURE THEATRE 36 (ALICE AND PETER TAN)","FOS",1.295172313,103.7814043,"LOST AND FOUND"
1084,"Trespassing","Judicial Referral",2018-12-29 16:36:00,7.61688271901052,2019-01-06 07:24:19,2018,363,12,5,"weekend","3 KR BUNGALOW","KR",1.294139769,103.7801066,"DAMAGED PROPERTY"
1085,"Service of Warrant","Open Investigation",2019-10-24 13:07:00,2.46365318453992,2019-10-27 00:14:40,2019,297,10,3,"day_weekday","SCIENCE BLOCK 2","FOS",1.295509523,103.7782367,"LOST AND FOUND"
1086,"Theft","Open Investigation",2019-09-01 20:07:00,3.11518730557991,2019-09-04 22:52:52,2019,244,9,6,"weekend","CINNAMON UNI SCH PROG (USP)","UTown",1.306525122,103.7734295,"LOST AND FOUND"
1087,"Assault","Judicial Referral",2019-07-27 08:52:00,3.35538250410342,2019-07-30 17:23:45,2019,208,7,5,"weekend","PGP RESIDENCES (BLOCK 2)","PGP",1.291369071,103.7826626,"DAMAGED PROPERTY"
1088,"Trespassing","Open Investigation",2019-10-15 13:39:00,5.1860242660133,2019-10-20 18:06:52,2019,288,10,1,"day_weekday","ELECTRICAL SUB-STATION","UTown",1.306222002,103.7727161,"DAMAGED PROPERTY"
1089,"Burglary","Arrest",2019-06-04 02:46:00,3.78303913894684,2019-06-07 21:33:35,2019,155,6,1,"day_weekday","LECTURE THEATRE 11","FASS",1.295440209,103.7714032,"LOST AND FOUND"
1090,"Theft","Open Investigation",2019-10-27 20:03:00,3.01797397287893,2019-10-30 20:28:53,2019,300,10,6,"weekend","KENT VALE CHILD CARE CENTRE","KV",1.301492828,103.7689924,"LOST AND FOUND"
1091,"Theft: Criminal Mischief","Open Investigation",2019-06-23 23:42:00,2.96770850191032,2019-06-26 22:55:30,2019,174,6,6,"weekend","TMSI-ST JOHN'S ISLAND","OTH",1.217102975,103.8501062,"LOST AND FOUND"
1092,"Trespassing","Closed",2019-12-30 10:46:00,7.24490543713716,2020-01-06 16:38:40,2019,364,12,0,"day_weekday","RIDGE VIEW RESIDENCE (BLOCK A)","YIH",1.297474982,103.776628,"DAMAGED PROPERTY"
1093,"Theft","Open Investigation",2019-02-02 18:24:00,2.79112323194692,2019-02-05 13:23:13,2019,33,2,5,"weekend","RAFFLES HALL (BLOCK C)","YIH",1.299882667,103.7729532,"LOST AND FOUND"
1094,"Bias Intimidation","Closed",2019-05-04 18:49:00,3.24097896135181,2019-05-08 00:36:01,2019,124,5,5,"weekend","KENT RIDGE HALL (BLOCK B)","HALL",1.291333703,103.7747351,"LOST AND FOUND"
1095,"Lewdness","Arrest",2019-01-13 09:34:00,5.9889742875976,2019-01-19 09:18:07,2019,13,1,6,"weekend","ARTS & SOCIAL SCIENCES BLOCK 3","FASS",1.294677158,103.7713133,"SEXUAL INCIDENTS"
1096,"Trespass","Open Investigation",2019-08-29 01:17:00,0.487961256292166,2019-08-29 12:59:40,2019,241,8,3,"day_weekday","SCIENCE BLOCK 9","FOS",1.296282948,103.7796125,"EMERGENCY INCIDENTS"
1097,"False Public Alarm","Arrest",2019-06-22 06:12:00,3.27184333425464,2019-06-25 12:43:27,2019,173,6,5,"weekend","EUSOFF HALL (COMMUNAL HALL)","HALL",1.293724685,103.7702582,"LOST AND FOUND"
1098,"Obstruction of Justice","Arrest",2019-09-16 15:18:00,3.07432880075414,2019-09-19 17:05:02,2019,259,9,0,"day_weekday","12A KR BUNGALOW","KR",1.29723462,103.7747589,"LOST AND FOUND"
1099,"Shoplifting","Arrest",2018-12-26 18:26:00,1.96285323317568,2018-12-28 17:32:31,2018,360,12,2,"day_weekday","KE VII HALL (COMMUNAL HALL)","PGP",1.292402899,103.7810646,"STOLEN ITEMS"
1100,"Harassment","Open Investigation",2018-12-07 20:43:00,8.92091695506794,2018-12-16 18:49:07,2018,341,12,4,"day_weekday","ENGINEERING WORKSHOP 1","CDE",1.298988688,103.7705945,"DAMAGED PROPERTY"
1101,"Burglary","Closed",2019-06-26 08:09:00,3.10643074499481,2019-06-29 10:42:16,2019,177,6,2,"day_weekday","DECOM SUB-STATION 2 (NEAR TEM HALL)","HALL",1.292688302,103.773122,"LOST AND FOUND"
1102,"Theft","Open Investigation",2019-07-27 08:27:00,3.00788423313664,2019-07-30 08:38:21,2019,208,7,5,"weekend","LECTURE THEATRE 36 (ALICE AND PETER TAN)","FOS",1.295172313,103.7814043,"LOST AND FOUND"
1103,"Criminal Mischief","Open Investigation",2018-11-13 04:57:00,1.54980340984947,2018-11-14 18:08:43,2018,317,11,1,"day_weekday","LECTURE THEATRE 4","CDE",1.298758277,103.7724662,"STOLEN ITEMS"
1104,"Trespassing","Arrest",2019-02-01 00:38:00,8.04543425379815,2019-02-09 01:43:26,2019,32,2,4,"day_weekday","BTC- MULTIPURPOSE AUDITORIUM","BTC",1.319039869,103.8166651,"DAMAGED PROPERTY"
1105,"Theft","Open Investigation",2019-10-24 16:16:00,3.21727187334144,2019-10-27 21:28:52,2019,297,10,3,"day_weekday","LECTURE THEATRE 16","SOC",1.293996491,103.7738421,"LOST AND FOUND"
1106,"Shoplifting","Open Investigation",2019-10-22 16:18:00,2.02532556716916,2019-10-24 16:54:28,2019,295,10,1,"day_weekday","EL SERVICE RESERVOIRS 1&2","CDE",1.299643981,103.7721483,"STOLEN ITEMS"
1107,"Fraud","Open Investigation",2019-09-13 08:09:00,6.74988309650523,2019-09-20 02:08:50,2019,256,9,4,"day_weekday","ENGINEERING BLOCK 2","CDE",1.299314011,103.7711967,"DAMAGED PROPERTY"
1108,"Rape","Open Investigation",2018-11-27 06:43:00,7.92489767168626,2018-12-05 04:54:51,2018,331,11,1,"day_weekday","ARTS & SOCIAL SCIENCES BLOCK 5","FASS",1.294230691,103.7718952,"SEXUAL INCIDENTS"
1109,"Shoplifting","Arrest",2019-09-16 06:55:00,1.8379441576402,2019-09-18 03:01:38,2019,259,9,0,"day_weekday","DESIGN & ENVIRONMENT BLOCK 3","CDE",1.297825387,103.7705126,"STOLEN ITEMS"
1110,"False Public Alarm","Open Investigation",2019-07-04 19:54:00,2.33328449491778,2019-07-07 03:53:56,2019,185,7,3,"day_weekday","DESIGN & ENVIRONMENT BLOCK 1","CDE",1.297243627,103.7706028,"LOST AND FOUND"
1111,"Shoplifting","Open Investigation",2019-08-30 05:47:00,2.57161404620992,2019-09-01 19:30:07,2019,242,8,4,"day_weekday","LECTURE THEATRE 16","SOC",1.293996491,103.7738421,"STOLEN ITEMS"
1112,"Aggravated Assault","Open Investigation",2019-02-08 08:57:00,3.58964183810416,2019-02-11 23:06:05,2019,39,2,4,"day_weekday","PGP RESIDENCES (BLOCK 18)","PGP",1.291099609,103.7804155,"LOST AND FOUND"
1113,"Shoplifting","Open Investigation",2019-01-16 22:52:00,2.79087037821658,2019-01-19 17:50:51,2019,16,1,2,"day_weekday","EL SERVICE RESERVOIRS 1&2","CDE",1.299643981,103.7721483,"STOLEN ITEMS"
1114,"Attempted Extortion","Arrest",2019-03-18 01:41:00,2.53523492847716,2019-03-20 14:31:44,2019,77,3,0,"day_weekday","LECTURE THEATRE 29","FOS",1.297224305,103.7811308,"LOST AND FOUND"
1115,"Rape","Open Investigation",2019-02-02 12:29:00,6.39773729877005,2019-02-08 22:01:45,2019,33,2,5,"weekend","SCIENCE BLOCK 14","FOS",1.296848923,103.7798471,"SEXUAL INCIDENTS"
1116,"Theft","Arrest",2019-02-05 09:40:00,4.02851157329773,2019-02-09 10:21:03,2019,36,2,1,"day_weekday","YALE SPORTS HALL","UTown",1.307810335,103.7726519,"LOST AND FOUND"
1117,"Theft","Open Investigation",2019-03-09 09:01:00,2.94527389080589,2019-03-12 07:42:12,2019,68,3,5,"weekend","EUSOFF HALL (BLOCK C)","HALL",1.293426406,103.7701612,"LOST AND FOUND"
1118,"Trespassing","Open Investigation",2019-01-12 20:41:00,7.82634619224298,2019-01-20 16:30:56,2019,12,1,5,"weekend","KE VII HALL (COMMUNAL HALL)","PGP",1.292402899,103.7810646,"DAMAGED PROPERTY"
1119,"Assault","Open Investigation",2019-07-30 14:56:00,4.86485358164571,2019-08-04 11:41:23,2019,211,7,1,"day_weekday","SCIENCE BLOCK 13","FOS",1.296790296,103.7791479,"DAMAGED PROPERTY"
1120,"Criminal Mischief","unfounded",2019-04-16 20:27:00,1.39762070894458,2019-04-18 05:59:34,2019,106,4,1,"day_weekday","10 KR BUNGALOW","KR",1.294410986,103.7785023,"STOLEN ITEMS"
1121,"Harassment","Unfounded",2018-12-15 22:44:00,8.37585607334804,2018-12-24 07:45:14,2018,349,12,5,"weekend","YALE RESIDENTIAL COLLEGE 2","UTown",1.307098618,103.7719809,"DAMAGED PROPERTY"
1122,"False Public Alarm","Unfounded",2018-12-16 06:36:00,2.90531616422114,2018-12-19 04:19:39,2018,350,12,6,"weekend","PGP RESIDENCES (BLOCK 17)","PGP",1.291327615,103.7802401,"LOST AND FOUND"
1123,"Theft","Open Investigation",2019-03-21 20:02:00,2.78837436015185,2019-03-24 14:57:16,2019,80,3,3,"day_weekday","SCIENCE BLOCK 1","FOS",1.295780109,103.7779029,"LOST AND FOUND"
1124,"Harassment","Unfounded",2019-05-23 14:15:00,7.07903139398792,2019-05-30 16:08:48,2019,143,5,3,"day_weekday","PGP RESIDENCES (BLOCK 29)","PGP",1.290130186,103.7816738,"DAMAGED PROPERTY"
1125,"Criminal Mischief","Open Investigation",2019-08-25 23:39:00,2.63562687101863,2019-08-28 14:54:18,2019,237,8,6,"weekend","PGP RESIDENCES (BLOCK 27)","PGP",1.29056547,103.7816148,"STOLEN ITEMS"
1126,"Criminal Mischief","Open Investigation",2019-08-19 07:20:00,2.24569377283281,2019-08-21 13:13:48,2019,231,8,0,"day_weekday","SUB-STATION/BIN CENTRE","KV",1.300662404,103.7678257,"STOLEN ITEMS"
1127,"Identity Theft","Open Investigation",2019-02-22 05:19:00,3.71854673387485,2019-02-25 22:33:42,2019,53,2,4,"day_weekday","LECTURE THEATRE 2","CDE",1.299399852,103.7711799,"LOST AND FOUND"
1128,"Harassment",NA,2019-07-07 04:56:00,7.42204517221245,2019-07-14 15:03:45,2019,188,7,6,"weekend","COLLEGE OF A&P TAN -TOWER","UTown",1.307597799,103.7731505,"DAMAGED PROPERTY"
1129,"Theft","Open Investigation",2019-08-09 16:04:00,2.86496373798087,2019-08-12 12:49:33,2019,221,8,4,"day_weekday","SCIENCE BLOCK 2","FOS",1.295509523,103.7782367,"LOST AND FOUND"
1130,"Harassment: Domestic Violence","Closed",2019-09-12 05:49:00,3.25591634972994,2019-09-15 11:57:31,2019,255,9,3,"day_weekday","KE VII HALL (BLOCK C)","PGP",1.2930985,103.7806927,"LOST AND FOUND"
1131,"Theft","Open Investigation",2019-01-11 12:17:00,2.9836699332649,2019-01-14 11:53:29,2019,11,1,4,"day_weekday","20 EVANS BUNGALOW","BTC",1.318059047,103.8199399,"LOST AND FOUND"
1132,"Theft","Open Investigation",2018-12-07 17:34:00,3.86514625250994,2018-12-11 14:19:49,2018,341,12,4,"day_weekday","MD BLK 6 (CTR FOR TRANS  MED)","FOS",1.295320036,103.7816808,"LOST AND FOUND"
1133,"Rape","Open Investigation",2018-12-28 00:08:00,5.17801751236119,2019-01-02 04:24:21,2018,362,12,4,"day_weekday","KENT RIDGE HALL (BLOCK E)","HALL",1.291836332,103.7742191,"SEXUAL INCIDENTS"
1134,"Harassment: Domestic Violence","Open Investigation",2018-10-29 05:29:00,2.69372980977189,2018-10-31 22:07:58,2018,302,10,0,"day_weekday","2 KR BUNGALOW","KR",1.293895125,103.7802656,"LOST AND FOUND"
1135,"Theft","Open Investigation",2019-07-20 05:20:00,2.65568902025594,2019-07-22 21:04:12,2019,201,7,5,"weekend","PGP RESIDENCES (BLOCK 2)","PGP",1.291369071,103.7826626,"LOST AND FOUND"
1136,"Criminal Mischief",NA,2019-07-19 00:30:00,1.50886162067863,2019-07-20 12:42:46,2019,200,7,4,"day_weekday","3 PGP BUNGALOW","PGP",1.292651799,103.7797184,"STOLEN ITEMS"
1137,"Trespass","Open Investigation",2019-03-16 20:07:00,2.84321346103972,2019-03-19 16:21:14,2019,75,3,5,"weekend","NUS ENTERPRISE-JTC BLK71","BIZ",1.292392337,103.7757231,"EMERGENCY INCIDENTS"
1138,"Theft","Arrest",2019-04-29 08:25:00,2.69257402175631,2019-05-02 01:02:18,2019,119,4,0,"day_weekday","LECTURE THEATRE 33","FOS",1.29776785,103.7808098,"LOST AND FOUND"
1139,"Shoplifting","Arrest",2018-11-21 17:14:00,2.24320422956197,2018-11-23 23:04:13,2018,325,11,2,"day_weekday","TEMASEK LAB","CDE",1.299556652,103.7722094,"STOLEN ITEMS"
1140,"Criminal Mischief","Open Investigation",2019-01-09 04:08:00,1.74133484965366,2019-01-10 21:55:31,2019,9,1,2,"day_weekday","PGP RESIDENCES (BLOCK 22)","PGP",1.290618087,103.780583,"STOLEN ITEMS"
1141,"Shoplifting","Closed",2018-12-31 03:40:00,2.57965892059233,2019-01-02 17:34:43,2018,365,12,0,"day_weekday","KENT RIDGE HALL (BLOCK E)","HALL",1.291836332,103.7742191,"STOLEN ITEMS"
1142,"Trespassing","Open Investigation",2019-03-06 13:48:00,2.84624061067956,2019-03-09 10:06:35,2019,65,3,2,"day_weekday","MEDICINE BLOCK 3","FOS",1.295392192,103.7814643,"DAMAGED PROPERTY"
1143,"Harassment","Open Investigation",2018-12-28 17:04:00,6.61348050305049,2019-01-04 07:47:25,2018,362,12,4,"day_weekday","BTC-CJ KOH LIBRARY","BTC",1.318788486,103.8181587,"DAMAGED PROPERTY"
1144,"Trespassing","Judicial Referral",2019-01-19 16:25:00,3.48722769828724,2019-01-23 04:06:36,2019,19,1,5,"weekend","PGP RESIDENCES (BLOCK 15)","PGP",1.291668827,103.7801396,"DAMAGED PROPERTY"
1145,"Trespassing","Unfounded",2019-03-11 22:54:00,10.0766673773308,2019-03-22 00:44:24,2019,70,3,0,"day_weekday","PGP RESIDENCES (BLOCK 16)","PGP",1.291523732,103.7801396,"DAMAGED PROPERTY"
1146,"Theft","Open Investigation",2019-03-02 12:49:00,2.93798777013026,2019-03-05 11:19:42,2019,61,3,5,"weekend","RESIDENT COLLEGE 4","UTown",1.308193728,103.7734166,"LOST AND FOUND"
1147,"Theft","Open Investigation",2018-10-26 06:09:00,3.32268146755477,2018-10-29 13:53:40,2018,299,10,4,"day_weekday","COLLEGE OF A&P TAN -MPH","UTown",1.307802118,103.7732463,"LOST AND FOUND"
1148,"Terroristic Threats","Closed",2019-06-22 14:28:00,3.07448325798071,2019-06-25 16:15:15,2019,173,6,5,"weekend","DINNING HALL (C&T COLLEGE)","UTown",1.306389713,103.7736485,"LOST AND FOUND"
1149,"Shoplifting","Open Investigation",2018-11-12 14:18:00,2.13145252295879,2018-11-14 17:27:17,2018,316,11,0,"day_weekday","RESIDENT COLLEGE 4","UTown",1.308193728,103.7734166,"STOLEN ITEMS"
1150,"Criminal Mischief","Arrest",2019-01-25 22:16:00,2.15737056017116,2019-01-28 02:02:37,2019,25,1,4,"day_weekday","LECTURE THEATRE 26","FOS",1.296796994,103.781201,"STOLEN ITEMS"
1151,"Theft","Arrest",2018-09-15 11:00:00,2.57967291684099,2018-09-18 00:54:44,2018,258,9,5,"weekend","14 KR BUNGALOW","KR",1.297439351,103.7744566,"LOST AND FOUND"
1152,"Harassment","Open Investigation",2019-08-11 22:22:00,8.36706436110978,2019-08-20 07:10:34,2019,223,8,6,"weekend","RAFFLES HALL (BLOCK A)","YIH",1.299677886,103.7732472,"DAMAGED PROPERTY"
1153,"Harassment: Fraud","Closed",2019-08-13 22:58:00,2.47856302269553,2019-08-16 10:27:08,2019,225,8,1,"day_weekday","KENT VALE APARTMENT BLK I, 119","KV",1.302981916,103.7702236,"LOST AND FOUND"
1154,"Trespassing","Closed",2019-07-15 18:23:00,7.13619761849019,2019-07-22 21:39:07,2019,196,7,0,"day_weekday","18A PGP BUNGALOW","PGP",1.292325199,103.7795281,"DAMAGED PROPERTY"
1155,"Defiant Trespass","Open Investigation",2018-12-23 05:01:00,3.61997389118804,2018-12-26 19:53:46,2018,357,12,6,"weekend","MEDICINE BLOCK 2","FOS",1.295071999,103.7815094,"LOST AND FOUND"
1156,"Burglary","Open Investigation",2019-01-09 02:43:00,2.8274723564116,2019-01-11 22:34:34,2019,9,1,2,"day_weekday","DESIGN & ENVIRONMENT BLOCK 4","CDE",1.296846768,103.7702825,"LOST AND FOUND"
1157,"Theft: Criminal Mischief","Open Investigation",2019-10-24 21:40:00,4.0633536017711,2019-10-28 23:11:14,2019,297,10,3,"day_weekday","UNIVERSITY HEALTH CENTRE","YIH",1.299028198,103.776488,"LOST AND FOUND"
1158,"Criminal Mischief","Arrest",2018-10-24 06:37:00,0.705393248161126,2018-10-24 23:32:46,2018,297,10,2,"day_weekday","STORE 1 (NEAR KEVII HALL)","PGP",1.29274033,103.7812672,"STOLEN ITEMS"
