datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
21/5/19 6:11,2019,141,5,1,day_weekday,UNIVERSITY SPORT CENTRE,YIH,1.299832654,103.7753454,LOST AND FOUND
24/9/19 8:14,2019,267,9,1,day_weekday,SCIENCE BLOCK 15,FOS,1.297049608,103.7801538,LOST AND FOUND
27/6/19 1:38,2019,178,6,3,day_weekday,SCIENCE BLOCK 7,FOS,1.296276183,103.7788705,LOST AND FOUND
20/1/19 8:06,2019,20,1,6,weekend,14 PGP BUNGALOW,PGP,1.293234255,103.777491,STOLEN ITEMS
14/9/19 2:47,2019,257,9,5,weekend,CELS CARPARK,FOS,1.294475238,103.7812,STOLEN ITEMS
23/12/18 15:16,2018,357,12,6,weekend,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,STOLEN ITEMS
16/8/19 15:55,2019,228,8,4,day_weekday,YSTCM CARPARK,UCC,1.302406233,103.7720861,DAMAGED PROPERTY
14/9/19 2:31,2019,257,9,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,STOLEN ITEMS
14/8/19 3:01,2019,226,8,2,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,DAMAGED PROPERTY
29/8/19 16:43,2019,241,8,3,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,LOST AND FOUND
11/2/19 11:20,2019,42,2,0,day_weekday,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,LOST AND FOUND
15/10/19 3:22,2019,288,10,1,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,LOST AND FOUND
18/4/19 23:01,2019,108,4,3,day_weekday,SPORE POWER GRID-CON SWITCH RM,CDE,1.300293893,103.7713884,DAMAGED PROPERTY
26/2/19 11:18,2019,57,2,1,day_weekday,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,LOST AND FOUND
6/4/19 5:43,2019,96,4,5,weekend,CRISP (NEAR KEVII HALL),PGP,1.297892325,103.7806502,STOLEN ITEMS
7/9/19 13:10,2019,250,9,5,weekend,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,SEXUAL INCIDENTS
29/5/19 16:07,2019,149,5,2,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,EMERGENCY INCIDENTS
25/1/19 10:28,2019,25,1,4,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,DAMAGED PROPERTY
26/3/19 1:54,2019,85,3,1,day_weekday,NUHS TOWER BLOCK,FOS,1.292211477,103.7836035,LOST AND FOUND
29/12/18 20:45,2018,363,12,5,weekend,LECTURE THEATRE 29,FOS,1.297224305,103.7811308,DAMAGED PROPERTY
7/11/18 15:58,2018,311,11,2,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,DAMAGED PROPERTY
17/8/19 20:23,2019,229,8,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,LOST AND FOUND
15/3/19 5:36,2019,74,3,4,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,DAMAGED PROPERTY
3/12/18 11:20,2018,337,12,0,day_weekday,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,STOLEN ITEMS
23/8/18 9:21,2018,235,8,3,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,SEXUAL INCIDENTS
10/4/19 11:53,2019,100,4,2,day_weekday,ENGINEERING AUDITORIUM,CDE,1.300558705,103.7707907,DAMAGED PROPERTY
29/8/19 16:50,2019,241,8,3,day_weekday,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,DAMAGED PROPERTY
16/5/19 17:49,2019,136,5,3,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,DAMAGED PROPERTY
29/12/18 11:01,2018,363,12,5,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
24/11/19 17:45,2019,328,11,6,weekend,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,DAMAGED PROPERTY
2/11/19 8:11,2019,306,11,5,weekend,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,DAMAGED PROPERTY
11/1/19 6:22,2019,11,1,4,day_weekday,ENGINEERING BLOCK 1,CDE,1.298761566,103.7710794,LOST AND FOUND
27/7/19 7:40,2019,208,7,5,weekend,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,LOST AND FOUND
13/5/19 1:16,2019,133,5,0,day_weekday,DESIGN & ENVIRONMENT BLOCK 4,CDE,1.296846768,103.7702825,STOLEN ITEMS
7/5/19 22:31,2019,127,5,1,day_weekday,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,DAMAGED PROPERTY
7/3/19 5:49,2019,66,3,3,day_weekday,PGP RESIDENCES (BLOCK 10),PGP,1.290733171,103.7799493,STOLEN ITEMS
15/1/19 2:40,2019,15,1,1,day_weekday,ENGINEERING BLOCK 4,CDE,1.298397303,103.7723018,LOST AND FOUND
5/12/19 22:46,2019,339,12,3,day_weekday,3 PGP BUNGALOW,PGP,1.292651799,103.7797184,LOST AND FOUND
1/7/19 2:53,2019,182,7,0,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,EMERGENCY INCIDENTS
13/12/18 21:37,2018,347,12,3,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,LOST AND FOUND
17/2/19 1:42,2019,48,2,6,weekend,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,DAMAGED PROPERTY
14/2/19 5:45,2019,45,2,3,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,LOST AND FOUND
14/9/18 13:53,2018,257,9,4,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,STOLEN ITEMS
13/6/19 14:20,2019,164,6,3,day_weekday,S'PORE SYNCHROTRON LIGHTSOURCE,COM,1.295471129,103.7749569,SEXUAL INCIDENTS
27/6/19 10:17,2019,178,6,3,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
26/11/18 22:38,2018,330,11,0,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,DAMAGED PROPERTY
3/3/19 14:58,2019,62,3,6,weekend,ALICE LEE PLAZA,UCC,1.301676507,103.7722053,LOST AND FOUND
25/7/19 17:22,2019,206,7,3,day_weekday,4 PGP BUNGALOW,PGP,1.292756725,103.7793448,SEXUAL INCIDENTS
17/7/19 22:09,2019,198,7,2,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,DAMAGED PROPERTY
8/1/19 5:33,2019,8,1,1,day_weekday,YALE FITNESS CENTER,UTown,1.307478693,103.7725849,LOST AND FOUND
14/6/19 11:57,2019,165,6,4,day_weekday,SPORE POWER GRID-CON SWITCH RM,CDE,1.300293893,103.7713884,LOST AND FOUND
2/1/19 18:54,2019,2,1,2,day_weekday,YALE WEST CORE,UTown,1.308169683,103.7723937,DAMAGED PROPERTY
7/8/19 16:42,2019,219,8,2,day_weekday,12A KR BUNGALOW,KR,1.29723462,103.7747589,SEXUAL INCIDENTS
21/10/19 17:37,2019,294,10,0,day_weekday,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,DAMAGED PROPERTY
21/12/18 7:18,2018,355,12,4,day_weekday,14 PGP BUNGALOW,PGP,1.293234255,103.777491,LOST AND FOUND
30/12/18 22:32,2018,364,12,6,weekend,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,LOST AND FOUND
26/6/19 8:38,2019,177,6,2,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND
30/4/19 11:03,2019,120,4,1,day_weekday,RIDGE VIEW RESIDENCE (BLOCK E),YIH,1.298622717,103.7762558,LOST AND FOUND
1/6/19 23:18,2019,152,6,5,weekend,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
28/2/19 23:55,2019,59,2,3,day_weekday,LECTURE THEATRE 17,SOC,1.293649503,103.7739846,DAMAGED PROPERTY
13/7/19 21:13,2019,194,7,5,weekend,ENGINEERING BLOCK 1,CDE,1.298761566,103.7710794,LOST AND FOUND
10/12/18 4:08,2018,344,12,0,day_weekday,PGP RESIDENCES (BLOCK 19),PGP,1.290999159,103.7805255,LOST AND FOUND
16/2/19 4:42,2019,47,2,5,weekend,SHAW FOUNDATION ALUMNI HOUSE,BIZ,1.293190699,103.7734347,LOST AND FOUND
6/10/19 2:02,2019,279,10,6,weekend,ENGINEERING BLOCK 3,CDE,1.29943352,103.7717177,LOST AND FOUND
26/11/19 4:11,2019,330,11,1,day_weekday,MEDICINE BLOCK 7,FOS,1.295550034,103.7817394,EMERGENCY INCIDENTS
28/9/19 6:06,2019,271,9,5,weekend,4 PGP BUNGALOW,PGP,1.292756725,103.7793448,STOLEN ITEMS
24/9/19 2:28,2019,267,9,1,day_weekday,BTC-CJ KOH LIBRARY,BTC,1.318788486,103.8181587,LOST AND FOUND
28/10/19 19:04,2019,301,10,0,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,LOST AND FOUND
15/2/19 21:32,2019,46,2,4,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,LOST AND FOUND
16/7/19 14:04,2019,197,7,1,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,LOST AND FOUND
27/11/18 19:00,2018,331,11,1,day_weekday,EUSOFF HALL (COMMUNAL HALL),HALL,1.293724685,103.7702582,STOLEN ITEMS
28/2/19 4:24,2019,59,2,3,day_weekday,BTC-BIN CENTRE,BTC,1.319801578,103.8176313,LOST AND FOUND
31/1/19 10:24,2019,31,1,3,day_weekday,MD BLK 6 (CTR FOR TRANS  MED),FOS,1.295320036,103.7816808,DAMAGED PROPERTY
30/12/18 12:04,2018,364,12,6,weekend,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,SEXUAL INCIDENTS
15/10/19 19:53,2019,288,10,1,day_weekday,LECTURE THEATRE 28,FOS,1.297224305,103.7812648,STOLEN ITEMS
4/5/19 17:32,2019,124,5,5,weekend,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,STOLEN ITEMS
25/11/19 20:07,2019,329,11,0,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,LOST AND FOUND
4/12/18 17:22,2018,338,12,1,day_weekday,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,STOLEN ITEMS
2/2/19 11:20,2019,33,2,5,weekend,3 KR BUNGALOW,KR,1.294139769,103.7801066,STOLEN ITEMS
3/10/18 21:55,2018,276,10,2,day_weekday,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,LOST AND FOUND
28/12/18 7:34,2018,362,12,4,day_weekday,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,SEXUAL INCIDENTS
29/10/18 8:09,2018,302,10,0,day_weekday,SEA-TO-SPACE (18KR BUNGALOW),KR,1.297559311,103.774216,DAMAGED PROPERTY
16/7/19 1:48,2019,197,7,1,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,DAMAGED PROPERTY
23/11/19 9:22,2019,327,11,5,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,DAMAGED PROPERTY
1/11/18 9:47,2018,305,11,3,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,EMERGENCY INCIDENTS
7/12/18 17:33,2018,341,12,4,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,LOST AND FOUND
24/2/19 17:16,2019,55,2,6,weekend,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,DAMAGED PROPERTY
7/11/19 20:03,2019,311,11,3,day_weekday,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,LOST AND FOUND
5/7/19 12:21,2019,186,7,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 6,FASS,1.295434799,103.773244,EMERGENCY INCIDENTS
24/1/19 23:13,2019,24,1,3,day_weekday,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,LOST AND FOUND
5/6/19 4:21,2019,156,6,2,day_weekday,ENGINEERING BLOCK 6,CDE,1.299181543,103.7730982,DAMAGED PROPERTY
21/6/19 21:59,2019,172,6,4,day_weekday,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,LOST AND FOUND
25/7/19 18:04,2019,206,7,3,day_weekday,UNIVERSITY HALL,YIH,1.297236942,103.7779364,LOST AND FOUND
3/12/18 10:24,2018,337,12,0,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,STOLEN ITEMS
13/11/18 9:57,2018,317,11,1,day_weekday,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE,FOS,1.2959965,103.7832118,DAMAGED PROPERTY
14/3/19 19:22,2019,73,3,3,day_weekday,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,DAMAGED PROPERTY
3/8/19 12:23,2019,215,8,5,weekend,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,LOST AND FOUND
8/11/19 23:23,2019,312,11,4,day_weekday,6 KR BUNGALOW,KR,1.294604043,103.7789697,LOST AND FOUND
1/11/18 9:48,2018,305,11,3,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,EMERGENCY INCIDENTS
6/4/19 22:41,2019,96,4,5,weekend,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
25/11/18 15:45,2018,329,11,6,weekend,NUHS-MAIN BUILDING,FOS,1.294399964,103.7835039,LOST AND FOUND
3/12/18 4:33,2018,337,12,0,day_weekday,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,DAMAGED PROPERTY
31/12/18 4:40,2018,365,12,0,day_weekday,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,LOST AND FOUND
20/10/19 14:21,2019,293,10,6,weekend,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,LOST AND FOUND
7/7/19 10:05,2019,188,7,6,weekend,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,DAMAGED PROPERTY
1/5/19 17:08,2019,121,5,2,day_weekday,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,DAMAGED PROPERTY
31/12/18 16:09,2018,365,12,0,day_weekday,SCIENCE BLOCK 4A,FOS,1.295813932,103.7788299,STOLEN ITEMS
3/5/19 21:18,2019,123,5,4,day_weekday,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,DAMAGED PROPERTY
20/9/18 17:04,2018,263,9,3,day_weekday,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,LOST AND FOUND
12/10/19 7:53,2019,285,10,5,weekend,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,STOLEN ITEMS
22/3/19 19:01,2019,81,3,4,day_weekday,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,STOLEN ITEMS
9/12/18 12:53,2018,343,12,6,weekend,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,EMERGENCY INCIDENTS
26/4/19 23:31,2019,116,4,4,day_weekday,SCIENCE BLOCK 8,FOS,1.296070989,103.7793013,LOST AND FOUND
14/2/19 2:54,2019,45,2,3,day_weekday,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,DAMAGED PROPERTY
15/5/19 2:08,2019,135,5,2,day_weekday,COMMUNAL BLK B,KV,1.302552874,103.7685982,DAMAGED PROPERTY
21/12/18 6:27,2018,355,12,4,day_weekday,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,LOST AND FOUND
14/10/19 19:06,2019,287,10,0,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,LOST AND FOUND
28/2/19 6:23,2019,59,2,3,day_weekday,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,LOST AND FOUND
10/5/19 8:55,2019,130,5,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 8,FASS,1.294061185,103.7720122,EMERGENCY INCIDENTS
25/7/19 14:44,2019,206,7,3,day_weekday,YSTCM CARPARK,UCC,1.302406233,103.7720861,LOST AND FOUND
28/9/19 4:58,2019,271,9,5,weekend,INNOVATION 4.0,PGP,1.294254531,103.775948,STOLEN ITEMS
18/7/19 8:20,2019,199,7,3,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,LOST AND FOUND
8/8/19 14:08,2019,220,8,3,day_weekday,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,DAMAGED PROPERTY
15/11/18 19:16,2018,319,11,3,day_weekday,DESIGN & ENVIRONMENT BLOCK 3,CDE,1.297825387,103.7705126,LOST AND FOUND
4/5/19 6:02,2019,124,5,5,weekend,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,STOLEN ITEMS
10/7/19 10:43,2019,191,7,2,day_weekday,ENGINEERING BLOCK 3,CDE,1.29943352,103.7717177,SEXUAL INCIDENTS
30/6/19 15:02,2019,181,6,6,weekend,YALE SCIENCE BLOCK,UTown,1.3060437,103.7720044,LOST AND FOUND
14/4/19 7:05,2019,104,4,6,weekend,DNMS CARPARK,DNMS,1.281499226,103.8334517,LOST AND FOUND
21/9/19 19:00,2019,264,9,5,weekend,"KENT VALE APARTMENT BLK I, 119",KV,1.302981916,103.7702236,SEXUAL INCIDENTS
10/1/19 2:08,2019,10,1,3,day_weekday,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,DAMAGED PROPERTY
19/1/19 3:07,2019,19,1,5,weekend,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,LOST AND FOUND
16/7/19 7:10,2019,197,7,1,day_weekday,CREATE (INNOVATION),UTown,1.303777538,103.7734082,DAMAGED PROPERTY
24/2/19 22:44,2019,55,2,6,weekend,CTR FOR THE ARTS,YIH,1.29917139,103.7737631,DAMAGED PROPERTY
28/5/19 9:30,2019,148,5,1,day_weekday,CINNAMON COLLEGE -MAIN BLK,UTown,1.306506139,103.7736295,DAMAGED PROPERTY
12/6/19 11:27,2019,163,6,2,day_weekday,TMSI-ST JOHN'S ISLAND,OTH,1.217102975,103.8501062,LOST AND FOUND
15/10/18 6:27,2018,288,10,0,day_weekday,KUOK FOUNDATION HOUSE,YIH,1.300350998,103.7736453,DAMAGED PROPERTY
9/6/19 21:23,2019,160,6,6,weekend,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
31/10/18 10:07,2018,304,10,2,day_weekday,INSTITUTE OF SYSTEMS SCIENCE,HALL,1.292195263,103.7766918,LOST AND FOUND
15/11/18 4:28,2018,319,11,3,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,LOST AND FOUND
17/1/19 9:29,2019,17,1,3,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,DAMAGED PROPERTY
25/12/18 3:08,2018,359,12,1,day_weekday,4 KR BUNGALOW,KR,1.294413343,103.7799701,LOST AND FOUND
16/3/19 0:19,2019,75,3,5,weekend,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,EMERGENCY INCIDENTS
9/2/19 17:27,2019,40,2,5,weekend,DINNING HALL (C&T COLLEGE),UTown,1.306389713,103.7736485,LOST AND FOUND
29/10/19 12:46,2019,302,10,1,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,DAMAGED PROPERTY
13/4/19 2:27,2019,103,4,5,weekend,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,DAMAGED PROPERTY
10/9/19 7:14,2019,253,9,1,day_weekday,DINNING HALL (C&T COLLEGE),UTown,1.306389713,103.7736485,DAMAGED PROPERTY
2/7/19 3:26,2019,183,7,1,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,LOST AND FOUND
27/9/19 17:02,2019,270,9,4,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,LOST AND FOUND
23/11/18 2:51,2018,327,11,4,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,LOST AND FOUND
25/9/19 23:55,2019,268,9,2,day_weekday,EXPERIMENTAL HOUSE,CDE,1.29903925,103.7718573,LOST AND FOUND
19/2/19 10:05,2019,50,2,1,day_weekday,T-LAB CARPARK,CDE,1.299936148,103.7722517,LOST AND FOUND
8/3/19 17:58,2019,67,3,4,day_weekday,PGP RESIDENCES (BLOCK 1),PGP,1.291477493,103.7828939,LOST AND FOUND
3/3/19 1:30,2019,62,3,6,weekend,"KENT VALE APARTMENT BLK H, 117",KV,1.302198914,103.7700332,LOST AND FOUND
11/12/18 20:09,2018,345,12,1,day_weekday,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,LOST AND FOUND
19/7/19 4:55,2019,200,7,4,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
14/1/19 6:27,2019,14,1,0,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,STOLEN ITEMS
16/10/18 21:17,2018,289,10,1,day_weekday,DINNING HALL (C&T COLLEGE),UTown,1.306389713,103.7736485,LOST AND FOUND
4/11/18 21:44,2018,308,11,6,weekend,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,DAMAGED PROPERTY
4/11/19 23:30,2019,308,11,0,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,LOST AND FOUND
25/9/19 1:11,2019,268,9,2,day_weekday,RIDGE VIEW RESIDENCE (BLOCK D),YIH,1.297921449,103.7758882,LOST AND FOUND
2/11/19 23:44,2019,306,11,5,weekend,RIDGE VIEW TOWER BLK (RVF),YIH,1.29791619,103.7768684,SEXUAL INCIDENTS
19/3/19 8:38,2019,78,3,1,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,LOST AND FOUND
15/10/19 8:29,2019,288,10,1,day_weekday,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,EMERGENCY INCIDENTS
26/8/19 4:36,2019,238,8,0,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,LOST AND FOUND
25/11/18 9:15,2018,329,11,6,weekend,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
16/2/19 0:41,2019,47,2,5,weekend,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,LOST AND FOUND
16/12/18 13:09,2018,350,12,6,weekend,PGP RESIDENCES (BLOCK 13),PGP,1.290867796,103.7802755,LOST AND FOUND
5/11/19 17:59,2019,309,11,1,day_weekday,YALE DINNING SERVICES,UTown,1.306325197,103.7717576,DAMAGED PROPERTY
1/6/19 14:02,2019,152,6,5,weekend,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,LOST AND FOUND
8/4/19 13:34,2019,98,4,0,day_weekday,COMMUNAL BLK B,KV,1.302552874,103.7685982,SEXUAL INCIDENTS
25/2/19 4:13,2019,56,2,0,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,LOST AND FOUND
25/11/18 10:11,2018,329,11,6,weekend,11 KR BUNGALOW,KR,1.293319335,103.7736605,LOST AND FOUND
28/11/18 7:41,2018,332,11,2,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,SEXUAL INCIDENTS
17/9/19 10:08,2019,260,9,1,day_weekday,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,DAMAGED PROPERTY
8/3/19 18:15,2019,67,3,4,day_weekday,BTC-CAFE,BTC,1.319623502,103.8174052,DAMAGED PROPERTY
19/11/18 20:46,2018,323,11,0,day_weekday,ENGINEERING BLOCK 3A,CDE,1.300324497,103.7714214,SEXUAL INCIDENTS
6/2/19 23:00,2019,37,2,2,day_weekday,UNIVERSITY HALL,YIH,1.297236942,103.7779364,DAMAGED PROPERTY
7/6/19 20:18,2019,158,6,4,day_weekday,PGP RESIDENCES (BLOCK 20),PGP,1.290472992,103.7802401,LOST AND FOUND
22/11/19 1:42,2019,326,11,4,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,STOLEN ITEMS
23/11/19 15:10,2019,327,11,5,weekend,2 PGP BUNGALOW,PGP,1.292422999,103.7799725,LOST AND FOUND
23/12/18 4:20,2018,357,12,6,weekend,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,DAMAGED PROPERTY
30/4/19 15:38,2019,120,4,1,day_weekday,INNOVATION 4.0,PGP,1.294254531,103.775948,LOST AND FOUND
30/1/19 19:18,2019,30,1,2,day_weekday,16 EVANS BUNGALOW,BTC,1.317643511,103.8196586,LOST AND FOUND
18/8/19 5:52,2019,230,8,6,weekend,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,LOST AND FOUND
4/3/19 22:29,2019,63,3,0,day_weekday,MEDICINE BLOCK 7,FOS,1.295550034,103.7817394,LOST AND FOUND
8/11/18 18:21,2018,312,11,3,day_weekday,EUSOFF HALL (BLOCK D),HALL,1.293493373,103.7697466,STOLEN ITEMS
14/10/19 14:51,2019,287,10,0,day_weekday,EDUCATION RESOURCE CENTRE,UTown,1.305725982,103.7726716,LOST AND FOUND
25/2/19 17:15,2019,56,2,0,day_weekday,BTC-MANASSEH MEYER,BTC,1.319098649,103.8176172,DAMAGED PROPERTY
1/11/18 0:24,2018,305,11,3,day_weekday,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,DAMAGED PROPERTY
14/12/18 21:44,2018,348,12,4,day_weekday,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,LOST AND FOUND
20/10/19 0:49,2019,293,10,6,weekend,PGP RESIDENCES (BLOCK 23),PGP,1.290527203,103.7807137,STOLEN ITEMS
15/1/19 21:42,2019,15,1,1,day_weekday,8 PGP BUNGALOW,PGP,1.293596473,103.7775181,DAMAGED PROPERTY
28/12/18 18:54,2018,362,12,4,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,LOST AND FOUND
21/4/19 23:15,2019,111,4,6,weekend,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,DAMAGED PROPERTY
28/10/19 0:39,2019,301,10,0,day_weekday,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,SEXUAL INCIDENTS
29/11/18 23:13,2018,333,11,3,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,LOST AND FOUND
5/9/19 20:06,2019,248,9,3,day_weekday,RAFFLES HALL (BLOCK C),YIH,1.299882667,103.7729532,STOLEN ITEMS
18/5/19 11:21,2019,138,5,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,STOLEN ITEMS
7/3/19 0:06,2019,66,3,3,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,DAMAGED PROPERTY
22/11/18 23:39,2018,326,11,3,day_weekday,8 PGP BUNGALOW,PGP,1.293596473,103.7775181,STOLEN ITEMS
27/2/19 19:32,2019,58,2,2,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,STOLEN ITEMS
26/7/19 1:57,2019,207,7,4,day_weekday,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
