IncidentID,Open,Add,Close,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Latitude,Longitude,Incidents,User
1775,2020-04-06 15:32:00,2.74333011956656,2020-04-09 09:22:24,2020,97,4,0,day_weekday,SCIENCE BLOCK 6,FOS,1.295387759,103.7794885,LOST AND FOUND,sec4
1776,2020-03-27 11:42:00,2.19432797172554,2020-03-29 16:21:50,2020,87,3,4,day_weekday,KUOK FOUNDATION HOUSE,YIH,1.300350998,103.7736453,LOST AND FOUND,sec3
1777,2019-12-21 08:50:00,2.68947016567331,2019-12-24 01:22:50,2019,355,12,5,weekend,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,LOST AND FOUND,sec4
1778,2019-10-26 01:15:00,7.09956818018284,2019-11-02 03:38:23,2019,299,10,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,SEXUAL INCIDENTS,sec5
1779,2020-03-12 15:30:00,6.53830902361819,2020-03-19 04:25:10,2020,72,3,3,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,SEXUAL INCIDENTS,sec1
1780,2020-07-03 04:52:00,2.95960664020587,2020-07-06 03:53:50,2020,185,7,4,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,LOST AND FOUND,sec2
1781,2019-11-27 00:03:00,4.47421907524658,2019-12-01 11:25:53,2019,331,11,2,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,SEXUAL INCIDENTS,sec5
1782,2020-05-16 05:23:00,2.56893632124192,2020-05-18 19:02:16,2020,137,5,5,weekend,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,DAMAGED PROPERTY,sec1
1783,2020-05-09 08:12:00,3.06023703572514,2020-05-12 09:38:44,2020,130,5,5,weekend,YALE SPORTS HALL,UTown,1.307810335,103.7726519,LOST AND FOUND,sec4
1784,2019-10-23 22:05:00,2.77868146312044,2019-10-26 16:46:18,2019,296,10,2,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,LOST AND FOUND,sec4
1785,2020-05-10 17:23:00,2.51975253218152,2020-05-13 05:51:27,2020,131,5,6,weekend,"KENT VALE APARTMENT BLK D, 113",KV,1.302189396,103.7678817,LOST AND FOUND,sec1
1786,2020-02-08 08:59:00,3.57215484413106,2020-02-11 22:42:54,2020,39,2,5,weekend,KE VII HALL (BLOCK H),PGP,1.293037911,103.7801553,LOST AND FOUND,sec2
1787,2020-01-18 06:10:00,5.90924550733558,2020-01-24 03:59:19,2020,18,1,5,weekend,HOUSE 5 ANNEX,HALL,1.291945118,103.77433,DAMAGED PROPERTY,sec5
1788,2020-11-22 08:59:00,3.21737529404715,2020-11-25 14:12:01,2020,327,11,6,weekend,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,LOST AND FOUND,sec5
1789,2020-05-27 11:05:00,8.10830374009166,2020-06-04 13:40:57,2020,148,5,2,day_weekday,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,DAMAGED PROPERTY,sec5
1790,2020-05-27 16:59:00,2.18275607612123,2020-05-29 21:22:10,2020,148,5,2,day_weekday,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,LOST AND FOUND,sec1
1791,2020-02-21 23:49:00,1.27990862472516,2020-02-23 06:32:04,2020,52,2,4,day_weekday,KENT RIDGE HALL (BLOCK C),HALL,1.291532109,103.7746841,EMERGENCY INCIDENTS,sec3
1792,2020-04-12 19:14:00,2.69320928677491,2020-04-15 11:52:13,2020,103,4,6,weekend,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,SEXUAL INCIDENTS,sec3
1793,2019-12-23 12:19:00,3.72085172667347,2019-12-27 05:37:02,2019,357,12,0,day_weekday,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,LOST AND FOUND,sec2
1794,2020-08-01 18:49:00,3.15052889656442,2020-08-04 22:25:46,2020,214,8,5,weekend,"KENT VALE APARTMENT BLK E, 109",KV,1.301741912,103.7678456,LOST AND FOUND,sec4
1795,2020-01-30 16:19:00,2.92044345695315,2020-02-02 14:24:26,2020,30,1,3,day_weekday,E6 CARPARK,CDE,1.299504478,103.7728039,LOST AND FOUND,sec4
1796,2020-08-24 04:10:00,7.35444328540463,2020-08-31 12:40:24,2020,237,8,0,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,DAMAGED PROPERTY,sec5
1797,2020-01-11 09:50:00,2.17347897984983,2020-01-13 13:59:49,2020,11,1,5,weekend,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,EMERGENCY INCIDENTS,sec1
1798,2019-11-06 16:03:00,3.39471457418387,2019-11-10 01:31:23,2019,310,11,2,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,LOST AND FOUND,sec1
1799,2020-08-21 19:00:00,3.40216165617498,2020-08-25 04:39:07,2020,234,8,4,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND,sec2
1800,2020-07-12 00:46:00,1.72158366012577,2020-07-13 18:05:05,2020,194,7,6,weekend,RIDGE VIEW RESIDENCE (BLOCK B),YIH,1.297702725,103.7763235,STOLEN ITEMS,sec3
1801,2019-10-23 05:31:00,6.33815387234923,2019-10-29 13:37:56,2019,296,10,2,day_weekday,MEDICINE BLOCK 2,FOS,1.295071999,103.7815094,SEXUAL INCIDENTS,sec2
1802,2020-10-08 10:38:00,2.81640464568686,2020-10-11 06:13:37,2020,282,10,3,day_weekday,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,LOST AND FOUND,sec5
1803,2020-01-03 15:39:00,8.84359119981209,2020-01-12 11:53:46,2020,3,1,4,day_weekday,TEMASEK HALL (BLOCK C),HALL,1.292732285,103.7709504,SEXUAL INCIDENTS,sec4
1804,2020-02-26 08:47:00,5.71481002730851,2020-03-03 01:56:20,2020,57,2,2,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,DAMAGED PROPERTY,sec3
1805,2020-01-02 05:46:00,1.66236133840712,2020-01-03 21:39:48,2020,2,1,3,day_weekday,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,STOLEN ITEMS,sec5
1806,2020-01-02 13:34:00,3.0843909252468,2020-01-05 15:35:31,2020,2,1,3,day_weekday,LECTURE THEATRE 11,FASS,1.295440209,103.7714032,LOST AND FOUND,sec4
1807,2020-08-25 00:37:00,7.57802480112381,2020-09-01 14:29:21,2020,238,8,1,day_weekday,BTC-BIN CENTRE,BTC,1.319801578,103.8176313,SEXUAL INCIDENTS,sec4
1808,2019-11-24 02:30:00,2.7486180178392,2019-11-26 20:28:01,2019,328,11,6,weekend,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,STOLEN ITEMS,sec3
1809,2020-08-15 11:55:00,2.80121367908004,2020-08-18 07:08:45,2020,228,8,5,weekend,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,LOST AND FOUND,sec3
1810,2020-06-28 05:30:00,3.48544271324276,2020-07-01 17:09:02,2020,180,6,6,weekend,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,LOST AND FOUND,sec4
1811,2019-11-28 01:31:00,2.93492660188579,2019-11-30 23:57:18,2019,332,11,3,day_weekday,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,LOST AND FOUND,sec4
1812,2020-02-18 00:20:00,3.06945602798052,2020-02-21 02:00:01,2020,49,2,1,day_weekday,SCIENCE BLOCK 5,FOS,1.295676384,103.7790261,LOST AND FOUND,sec3
1813,2020-05-21 01:27:00,2.63589260863805,2020-05-23 16:42:41,2020,142,5,3,day_weekday,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,LOST AND FOUND,sec1
1814,2019-12-07 06:03:00,5.7730502556623,2019-12-13 00:36:12,2019,341,12,5,weekend,KE VII HALL (BLOCK H),PGP,1.293037911,103.7801553,DAMAGED PROPERTY,sec3
1815,2019-12-08 15:35:00,8.0319510096821,2019-12-16 16:21:01,2019,342,12,6,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,DAMAGED PROPERTY,sec4
1816,2020-06-01 23:51:00,8.80857551981357,2020-06-10 19:15:21,2020,153,6,0,day_weekday,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,DAMAGED PROPERTY,sec4
1817,2020-01-24 00:29:00,3.1151256251228,2020-01-27 03:14:47,2020,24,1,4,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,DAMAGED PROPERTY,sec2
1818,2020-08-14 01:25:00,3.21186612924938,2020-08-17 06:30:05,2020,227,8,4,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,LOST AND FOUND,sec1
1819,2020-02-19 04:17:00,2.96132242164541,2020-02-22 03:21:18,2020,50,2,2,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,LOST AND FOUND,sec4
1820,2020-08-06 17:02:00,6.30086801542972,2020-08-13 00:15:15,2020,219,8,3,day_weekday,6 KR BUNGALOW,KR,1.294604043,103.7789697,DAMAGED PROPERTY,sec3
1821,2019-11-07 12:46:00,3.05930836961952,2019-11-10 14:11:24,2019,311,11,3,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,LOST AND FOUND,sec3
1822,2019-10-18 18:04:00,7.11729803962265,2019-10-25 20:52:55,2019,291,10,4,day_weekday,TEMASEK HALL (BLOCK C),HALL,1.292732285,103.7709504,SEXUAL INCIDENTS,sec1
1823,2020-09-14 18:00:00,9.81279338010689,2020-09-24 13:30:25,2020,258,9,0,day_weekday,LECTURE THEATRE 20,FOS,1.295645806,103.778847,DAMAGED PROPERTY,sec1
1824,2019-11-10 19:06:00,2.98734273278978,2019-11-13 18:47:46,2019,314,11,6,weekend,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,LOST AND FOUND,sec5
1825,2020-03-16 20:49:00,3.30636461056383,2020-03-20 04:10:10,2020,76,3,0,day_weekday,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,LOST AND FOUND,sec2
1826,2020-09-18 20:42:00,1.87362558818506,2020-09-20 17:40:01,2020,262,9,4,day_weekday,SCIENCE BLOCK 14,FOS,1.296848923,103.7798471,STOLEN ITEMS,sec5
1827,2020-07-18 11:08:00,2.88219538277277,2020-07-21 08:18:22,2020,200,7,5,weekend,TEMASEK HALL (BLOCK B),HALL,1.292689235,103.7705357,STOLEN ITEMS,sec3
1828,2019-12-15 13:58:00,3.36505572442122,2019-12-18 22:43:41,2019,349,12,6,weekend,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,LOST AND FOUND,sec2
1829,2019-12-20 11:15:00,2.59034850939251,2019-12-23 01:25:06,2019,354,12,4,day_weekday,5 PGP BUNGALOW,PGP,1.293103799,103.7786261,LOST AND FOUND,sec4
1830,2020-01-14 04:41:00,7.46321534280134,2020-01-21 15:48:02,2020,14,1,1,day_weekday,TEMASEK HALL (BLOCK B),HALL,1.292689235,103.7705357,DAMAGED PROPERTY,sec1
1831,2020-04-13 11:12:00,3.5970650935422,2020-04-17 01:31:46,2020,104,4,0,day_weekday,KENT RIDGE HALL (BLOCK D),HALL,1.291524551,103.7744384,LOST AND FOUND,sec1
1832,2019-11-15 04:31:00,2.37457696496593,2019-11-17 13:30:23,2019,319,11,4,day_weekday,INFORMATION TECHNOLOGY,CDE,1.29755262,103.7725433,LOST AND FOUND,sec4
1833,2020-10-10 09:43:00,1.71075091682851,2020-10-12 02:46:29,2020,284,10,5,weekend,TEMASEK HALL (BLOCK C),HALL,1.292732285,103.7709504,STOLEN ITEMS,sec1
1834,2020-01-21 06:08:00,2.46266403612512,2020-01-23 17:14:14,2020,21,1,1,day_weekday,YUSOF ISHAK HOUSE,YIH,1.29851672,103.7749707,STOLEN ITEMS,sec1
1835,2020-03-12 22:40:00,2.88116493385186,2020-03-15 19:48:53,2020,72,3,3,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,LOST AND FOUND,sec5
1836,2020-01-20 23:44:00,3.23093916719395,2020-01-24 05:16:33,2020,20,1,0,day_weekday,PGP RESIDENCES (BLOCK 13),PGP,1.290867796,103.7802755,LOST AND FOUND,sec3
1837,2019-10-10 17:39:00,2.41633867951609,2019-10-13 03:38:32,2019,283,10,3,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,LOST AND FOUND,sec1
1838,2020-07-04 10:58:00,3.39250182261681,2020-07-07 20:23:12,2020,186,7,5,weekend,UHALL CARPARK,UTown,1.297316736,103.7777968,LOST AND FOUND,sec2
1839,2020-11-09 07:03:00,-0.196149652383017,2020-11-09 02:20:33,2020,314,11,0,day_weekday,LECTURE THEATRE 10,FASS,1.294925923,103.7721036,EMERGENCY INCIDENTS,sec1
1840,2020-07-19 03:41:00,5.50619328672547,2020-07-24 15:49:55,2020,201,7,6,weekend,YALE DINNING SERVICES,UTown,1.306325197,103.7717576,DAMAGED PROPERTY,sec3
1841,2019-12-04 13:34:00,2.42765731465512,2019-12-06 23:49:50,2019,338,12,2,day_weekday,SUB-STATION 3 (NEAR S13),FOS,1.296287532,103.7788929,STOLEN ITEMS,sec3
1842,2020-02-03 01:41:00,10.3129692338443,2020-02-13 09:11:41,2020,34,2,0,day_weekday,ENGINEERING BLOCK 8,CDE,1.299003113,103.7726879,DAMAGED PROPERTY,sec5
1843,2019-11-18 12:41:00,5.15018194527901,2019-11-23 16:17:16,2019,322,11,0,day_weekday,LECTURE THEATRE 26,FOS,1.296796994,103.781201,DAMAGED PROPERTY,sec2
1844,2020-03-14 01:43:00,1.8092868184314,2020-03-15 21:08:22,2020,74,3,5,weekend,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,LOST AND FOUND,sec2
1845,2020-06-19 16:34:00,2.66845041569247,2020-06-22 08:36:34,2020,171,6,4,day_weekday,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,DAMAGED PROPERTY,sec1
1846,2020-02-18 02:19:00,1.94416746326335,2020-02-20 00:58:36,2020,49,2,1,day_weekday,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,LOST AND FOUND,sec1
1847,2020-09-24 17:25:00,3.5779424964498,2020-09-28 07:17:14,2020,268,9,3,day_weekday,MD BLK 6 (CTR FOR TRANS  MED),FOS,1.295320036,103.7816808,LOST AND FOUND,sec5
1848,2020-07-01 06:20:00,2.78690700219793,2020-07-04 01:13:09,2020,183,7,2,day_weekday,NUHS TOWER BLOCK,FOS,1.292211477,103.7836035,LOST AND FOUND,sec1
1849,2020-06-15 02:36:00,3.26458684602062,2020-06-18 08:57:00,2020,167,6,0,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,LOST AND FOUND,sec1
1850,2020-05-12 03:09:00,2.76838104498861,2020-05-14 21:35:28,2020,133,5,1,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,LOST AND FOUND,sec2
1851,2020-03-05 20:55:00,2.95589788030661,2020-03-08 19:51:30,2020,65,3,3,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,LOST AND FOUND,sec2
1852,2020-04-23 06:51:00,5.3900131728518,2020-04-28 16:12:37,2020,114,4,3,day_weekday,DUKE-NUS MEDSH-KHOOTECKPUAT BG,FOS,1.293420222,103.7828813,DAMAGED PROPERTY,sec1
1853,2020-03-26 14:54:00,2.738805269912,2020-03-29 08:37:53,2020,86,3,3,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,STOLEN ITEMS,sec1
1854,2020-07-09 08:49:00,1.74945281454101,2020-07-11 02:48:13,2020,191,7,3,day_weekday,SCIENCE BLOCK 1,FOS,1.295780109,103.7779029,STOLEN ITEMS,sec2
1855,2020-02-21 20:46:00,2.7261480459847,2020-02-24 14:11:39,2020,52,2,4,day_weekday,EUSOFF HALL (BLOCK E),HALL,1.29377559,103.7699778,LOST AND FOUND,sec1
1856,2020-04-20 01:25:00,2.14336124322851,2020-04-22 04:51:26,2020,111,4,0,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,STOLEN ITEMS,sec3
1857,2020-01-26 13:38:00,3.09878188480827,2020-01-29 16:00:15,2020,26,1,6,weekend,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,LOST AND FOUND,sec1
1858,2019-12-06 21:58:00,6.37036365797539,2019-12-13 06:51:19,2019,340,12,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,DAMAGED PROPERTY,sec5
1859,2020-02-01 11:45:00,3.52249888440684,2020-02-05 00:17:24,2020,32,2,5,weekend,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND,sec4
1860,2020-04-27 14:44:00,2.09311421920246,2020-04-29 16:58:05,2020,118,4,0,day_weekday,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,LOST AND FOUND,sec4
1861,2020-07-17 19:45:00,3.27917991723344,2020-07-21 02:27:01,2020,199,7,4,day_weekday,VENTUS (UNI CAMPUS INFRA),HALL,1.29528262,103.770217,LOST AND FOUND,sec1
1862,2019-11-10 21:06:00,2.18256036213393,2019-11-13 01:28:53,2019,314,11,6,weekend,1 KR BUNGALOW,KR,1.293041343,103.7811579,LOST AND FOUND,sec1
1863,2020-05-04 17:10:00,1.74495617848285,2020-05-06 11:02:44,2020,125,5,0,day_weekday,SPORE POWER GRID-CON SWITCH RM,CDE,1.300293893,103.7713884,STOLEN ITEMS,sec3
1864,2020-03-11 08:51:00,3.62802119113125,2020-03-14 23:55:21,2020,71,3,2,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,LOST AND FOUND,sec5
1865,2020-03-01 16:25:00,3.76497594920552,2020-03-05 10:46:34,2020,61,3,6,weekend,11 KR BUNGALOW,KR,1.293319335,103.7736605,LOST AND FOUND,sec5
1866,2020-04-16 07:02:00,4.91692049613665,2020-04-21 05:02:22,2020,107,4,3,day_weekday,BRENNER CTR FOR MOLECULAR MED,FOS,1.294813169,103.7806383,DAMAGED PROPERTY,sec2
1867,2020-06-10 07:09:00,2.83239555351444,2020-06-13 03:07:39,2020,162,6,2,day_weekday,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,LOST AND FOUND,sec1
1868,2019-11-13 22:22:00,6.00834550858395,2019-11-19 22:34:01,2019,317,11,2,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,DAMAGED PROPERTY,sec5
1869,2020-07-27 01:33:00,1.90966026651735,2020-07-28 23:22:55,2020,209,7,0,day_weekday,PGP RESIDENCES LECTURE THEATRE,PGP,1.290720131,103.7821794,STOLEN ITEMS,sec1
1870,2020-02-10 05:19:00,3.00024831398345,2020-02-13 05:19:21,2020,41,2,0,day_weekday,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,STOLEN ITEMS,sec2
1871,2019-12-01 06:13:00,2.69243757819782,2019-12-03 22:50:07,2019,335,12,6,weekend,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND,sec3
1872,2020-02-20 00:44:00,6.07158989902912,2020-02-26 02:27:05,2020,51,2,3,day_weekday,LECTURE THEATRE 35 (PETER AND MARY FU),FOS,1.29530784,103.7814362,DAMAGED PROPERTY,sec4
1873,2020-08-13 04:25:00,2.14497387117713,2020-08-15 07:53:46,2020,226,8,3,day_weekday,SCIENCE BLOCK 14,FOS,1.296848923,103.7798471,LOST AND FOUND,sec2
1874,2020-05-20 14:30:00,6.51769926716093,2020-05-27 02:55:29,2020,141,5,2,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,DAMAGED PROPERTY,sec4
1875,2019-09-29 11:03:00,3.07143701473156,2019-10-02 12:45:52,2019,272,9,6,weekend,9 KR BUNGALOW,KR,1.294339477,103.7782597,LOST AND FOUND,sec1
1876,2020-04-27 04:08:00,2.46533676031098,2020-04-29 15:18:05,2020,118,4,0,day_weekday,LECTURE THEATRE 7,CDE,1.300171011,103.7710686,LOST AND FOUND,sec2
1877,2020-02-18 04:50:00,2.04385154376102,2020-02-20 05:53:09,2020,49,2,1,day_weekday,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,EMERGENCY INCIDENTS,sec1
1878,2019-09-29 19:54:00,1.59047686309681,2019-10-01 10:04:17,2019,272,9,6,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,EMERGENCY INCIDENTS,sec3
1879,2020-07-17 17:48:00,8.10752286245144,2020-07-25 20:22:50,2020,199,7,4,day_weekday,LECTURE THEATRE 7,CDE,1.300171011,103.7710686,SEXUAL INCIDENTS,sec5
1880,2020-05-12 21:00:00,2.06235298295781,2020-05-14 22:29:47,2020,133,5,1,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,STOLEN ITEMS,sec1
1881,2019-12-27 02:47:00,8.35514289539792,2020-01-04 11:18:24,2019,361,12,4,day_weekday,LECTURE THEATRE 6,CDE,1.298683923,103.7718929,DAMAGED PROPERTY,sec5
1882,2020-07-08 14:48:00,4.23515800521433,2020-07-12 20:26:38,2020,190,7,2,day_weekday,BTC- MULTIPURPOSE AUDITORIUM,BTC,1.319039869,103.8166651,DAMAGED PROPERTY,sec1
1883,2020-01-13 13:28:00,4.74595523562459,2020-01-18 07:22:11,2020,13,1,0,day_weekday,ENGINEERING BLOCK 4,CDE,1.298397303,103.7723018,SEXUAL INCIDENTS,sec5
1884,2020-04-16 12:55:00,2.51470001618414,2020-04-19 01:16:10,2020,107,4,3,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 2,FASS,1.294517061,103.7711126,LOST AND FOUND,sec5
1885,2020-08-09 03:04:00,8.95942969495103,2020-08-18 02:05:35,2020,222,8,6,weekend,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,DAMAGED PROPERTY,sec4
1886,2019-12-25 22:25:00,3.82399759919093,2019-12-29 18:11:33,2019,359,12,2,day_weekday,PGP RESIDENCES (BLOCK 26),PGP,1.29068027,103.7815813,LOST AND FOUND,sec2
1887,2020-03-26 01:56:00,5.66973835363198,2020-03-31 18:00:25,2020,86,3,3,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,DAMAGED PROPERTY,sec2
1888,2020-06-10 07:41:00,8.70916389526901,2020-06-19 00:42:12,2020,162,6,2,day_weekday,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,DAMAGED PROPERTY,sec3
1889,2020-03-04 14:46:00,2.71156029518895,2020-03-07 07:50:39,2020,64,3,2,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND,sec3
1890,2020-05-21 21:01:00,1.77515520171215,2020-05-23 15:37:13,2020,142,5,3,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,STOLEN ITEMS,sec5
1891,2020-02-16 06:41:00,3.19740539468551,2020-02-19 11:25:16,2020,47,2,6,weekend,RAFFLES HALL (BLOCK C),YIH,1.299882667,103.7729532,LOST AND FOUND,sec4
1892,2020-01-30 18:36:00,2.45934428725389,2020-02-02 05:37:27,2020,30,1,3,day_weekday,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,LOST AND FOUND,sec5
1893,2020-02-05 03:50:00,2.79781292847532,2020-02-07 22:58:51,2020,36,2,2,day_weekday,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,LOST AND FOUND,sec1
1894,2020-02-20 06:31:00,1.91037621115671,2020-02-22 04:21:57,2020,51,2,3,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,STOLEN ITEMS,sec3
1895,2019-11-30 07:28:00,0.906988030641995,2019-12-01 05:14:04,2019,334,11,5,weekend,18 PGP BUNGALOW,PGP,1.292335925,103.7795173,STOLEN ITEMS,sec4
1896,2020-03-31 13:53:00,2.13681805361559,2020-04-02 17:10:01,2020,91,3,1,day_weekday,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,LOST AND FOUND,sec5
1897,2020-05-12 05:00:00,6.94914738440084,2020-05-19 03:46:46,2020,133,5,1,day_weekday,COMPUTING BLOCK 2,SOC,1.294225262,103.7740172,SEXUAL INCIDENTS,sec3
1898,2020-06-10 14:25:00,2.01917986253016,2020-06-12 14:52:37,2020,162,6,2,day_weekday,INSTITUTE OF SYSTEMS SCIENCE,HALL,1.292195263,103.7766918,LOST AND FOUND,sec5
1899,2020-02-01 14:20:00,3.20581269270451,2020-02-04 19:16:22,2020,32,2,5,weekend,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,LOST AND FOUND,sec3
1900,2019-10-31 13:04:00,2.2896490820942,2019-11-02 20:01:06,2019,304,10,3,day_weekday,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,STOLEN ITEMS,sec4
1901,2020-06-06 05:37:00,10.240970636072,2020-06-16 11:24:00,2020,158,6,5,weekend,ENGINEERING BLOCK 3,CDE,1.29943352,103.7717177,DAMAGED PROPERTY,sec5
1902,2020-02-17 23:45:00,7.19781105335888,2020-02-25 04:29:51,2020,48,2,0,day_weekday,SCIENCE BLOCK 8,FOS,1.296070989,103.7793013,DAMAGED PROPERTY,sec1
1903,2020-04-27 20:05:00,3.19058784128615,2020-05-01 00:39:27,2020,118,4,0,day_weekday,20 EVANS BUNGALOW,BTC,1.318059047,103.8199399,LOST AND FOUND,sec1
1904,2020-07-12 02:17:00,9.4488516260322,2020-07-21 13:03:21,2020,194,7,6,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,DAMAGED PROPERTY,sec5
1905,2020-01-22 00:52:00,2.36101558791743,2020-01-24 09:31:52,2020,22,1,2,day_weekday,PGP RESIDENCES (BLOCK 11),PGP,1.290736963,103.7800896,STOLEN ITEMS,sec1
1906,2019-11-29 23:31:00,2.73335739286349,2019-12-02 17:07:02,2019,333,11,4,day_weekday,3 PGP BUNGALOW,PGP,1.292651799,103.7797184,LOST AND FOUND,sec4
1907,2020-02-15 13:48:00,2.79580152771977,2020-02-18 08:53:57,2020,46,2,5,weekend,CREATE CARPARK,UTown,1.303909748,103.7733772,LOST AND FOUND,sec4
1908,2020-03-15 17:57:00,7.04004025152662,2020-03-22 18:54:39,2020,75,3,6,weekend,PGP RESIDENCES (BLOCK 9),PGP,1.291154226,103.7797307,DAMAGED PROPERTY,sec5
1909,2020-03-30 11:51:00,4.10959429102071,2020-04-03 14:28:49,2020,90,3,0,day_weekday,DECOM SUB-STATION 2 (NEAR TEM HALL),HALL,1.292688302,103.773122,DAMAGED PROPERTY,sec5
1910,2020-03-09 17:00:00,3.94525748354513,2020-03-13 15:41:10,2020,69,3,0,day_weekday,"KENT VALE APARTMENT BLK I, 119",KV,1.302981916,103.7702236,LOST AND FOUND,sec5
1911,2020-11-05 08:25:00,1.71331280961999,2020-11-07 01:32:10,2020,310,11,3,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,STOLEN ITEMS,sec2
1912,2020-03-28 15:28:00,4.15582429559902,2020-04-01 19:12:23,2020,88,3,5,weekend,RIDGE VIEW RESIDENCE (BLOCK B),YIH,1.297702725,103.7763235,LOST AND FOUND,sec1
1913,2019-10-29 19:32:00,11.6191755967795,2019-11-10 10:23:37,2019,302,10,1,day_weekday,MEDICINE + SCIENCE LIBRARY,FOS,1.296996168,103.7813784,DAMAGED PROPERTY,sec1
