,Unnamed: 0,Classification,Disposition,datetime,time period,Year,DayOfYear,Month,DayOfWeek,time_period,Location,Building
1034,1034,Harassment,Open Investigation,2020-01-13 16:56:00,day_weekday,2020,13,1,0,day_weekday,FOS,NUS ENTERPRISE-JTC BLK71
1035,1035,Criminal Mischief,Arrest,2020-01-08 19:24:00,day_weekday,2020,8,1,2,day_weekday,BTC,ENGINEERING AUDITORIUM
1036,1036,Theft,,2020-01-28 18:46:00,day_weekday,2020,28,1,1,day_weekday,FOS,4 KR BUNGALOW
1037,1037,Theft,Arrest,2020-08-26 17:09:00,day_weekday,2020,239,8,2,day_weekday,PGP,CRISP (NEAR KEVII HALL)
1038,1038,Theft,Arrest,2019-09-10 12:54:00,day_weekday,2019,253,9,1,day_weekday,FASS,KENT VALE CHILD CARE CENTRE
1039,1039,Shoplifting ,Open Investigation,2019-12-08 13:13:00,weekend,2019,342,12,6,weekend,FOS,PGP RESIDENCES (BLOCK 5)
1040,1040,Theft,Unfounded,2020-04-26 22:31:00,weekend,2020,117,4,6,weekend,PGP,PGP RESIDENCES (BLOCK 14)
1041,1041,Criminal Mischief,Open Investigation,2019-12-23 18:43:00,day_weekday,2019,357,12,0,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 3
1042,1042,Stalking,Arrest,2020-06-16 00:25:00,day_weekday,2020,168,6,1,day_weekday,UTown,KENT VALE CHILD CARE CENTRE
1043,1043,Hindering Possession of Burglary Tools,Closed,2020-09-25 08:51:00,day_weekday,2020,269,9,4,day_weekday,CDE,PGP RESIDENCES (BLOCK 12)
1044,1044,Trespass,Open Investigation,2020-10-06 00:00:00,day_weekday,2020,280,10,1,day_weekday,HALL,CTR FOR THE ARTS
1045,1045,Bias Intimidation,Open Investigation,2019-11-19 22:14:00,day_weekday,2019,323,11,1,day_weekday,PGP,BTC-CAFE
1046,1046,Trespassing,Open Investigation,2020-02-17 07:05:00,day_weekday,2020,48,2,0,day_weekday,YIH,CANTEEN 1 (TECHNO EDGE)
1047,1047,Trespassing,Arrest,2019-09-02 01:37:00,day_weekday,2019,245,9,0,day_weekday,UTown,MEDICINE BLOCK 4
1048,1048,Harassment: Stalking,Arrest,2020-08-20 02:35:00,day_weekday,2020,233,8,3,day_weekday,PGP,12A KR BUNGALOW
1049,1049,Theft: Bias Incident, Open Investigation,2019-12-03 11:43:00,day_weekday,2019,337,12,1,day_weekday,HALL,6 KR BUNGALOW
1050,1050,Theft,unfounded,2020-01-13 18:25:00,day_weekday,2020,13,1,0,day_weekday,BTC,KE VII HALL (COMMUNAL HALL)
1051,1051,Trespassing,Closed,2020-01-28 13:34:00,day_weekday,2020,28,1,1,day_weekday,FOS,18 EVANS BUNGALOW
1052,1052,Trespassing,Open Investigation,2019-11-14 23:36:00,day_weekday,2019,318,11,3,day_weekday,CDE,SCIENCE BLOCK 6
1053,1053,Theft,Open Investigation,2020-03-22 09:28:00,weekend,2020,82,3,6,weekend,PGP,SHEARES HALL (BLOCK D)
1054,1054,Theft,Open Investigation,2020-07-19 04:17:00,weekend,2020,201,7,6,weekend,HALL,12A KR BUNGALOW
1055,1055,Theft,Closed,2020-04-19 00:22:00,weekend,2020,110,4,6,weekend,HALL,LECTURE THEATRE 19
1056,1056,Extortion,Judicial Referral,2019-11-19 01:03:00,day_weekday,2019,323,11,1,day_weekday,FASS,AS8 CARPARK
1057,1057,Assault, Open Investigation,2020-10-11 13:18:00,weekend,2020,285,10,6,weekend,YIH,LECTURE THEATRE 6
1058,1058,Harassment,Open Investigation,2020-05-05 22:59:00,day_weekday,2020,126,5,1,day_weekday,YIH,11 KR BUNGALOW
1059,1059,Trespassing,Open Investigation,2020-01-04 18:36:00,weekend,2020,4,1,5,weekend,PGP,PGP RESIDENCES (BLOCK 15)
1060,1060,Trespass,Closed,2020-05-12 11:50:00,day_weekday,2020,133,5,1,day_weekday,CDE,CREATE (ENTERPRISE)
1061,1061,Theft,Closed,2020-09-17 09:55:00,day_weekday,2020,261,9,3,day_weekday,UCC,3 PGP BUNGALOW
1062,1062,Assault,Closed,2020-02-07 14:26:00,day_weekday,2020,38,2,4,day_weekday,FOS,ARTS & SOCIAL SCIENCES BLOCK 3
1063,1063,Fraud,Open Investigation,2019-12-14 04:35:00,weekend,2019,348,12,5,weekend,PGP,"KENT VALE APARTMENT BLK D, 113"
1064,1064,Assault,Open Investigation,2020-09-07 07:50:00,day_weekday,2020,251,9,0,day_weekday,PGP,CREATE (UTOWN PLAZA)
1065,1065,Theft,Open Investigation,2020-05-04 20:38:00,day_weekday,2020,125,5,0,day_weekday,FOS,SCIENCE BLOCK 2
1066,1066,Attempted Trespass 2,,2020-09-26 01:22:00,weekend,2020,270,9,5,weekend,KR,BTC-OEI TIONG HAM
1067,1067,Shoplifting,Closed,2020-05-28 17:34:00,day_weekday,2020,149,5,3,day_weekday,YIH,SHAW FOUNDATION ALUMNI HOUSE
1068,1068,Theft,Open Investigation,2020-01-20 13:01:00,day_weekday,2020,20,1,0,day_weekday,PGP,MEDICINE BLOCK 10
1069,1069,Criminal Mischief,Open Investigation,2020-10-26 07:47:00,day_weekday,2020,300,10,0,day_weekday,CDE,PGP RESIDENCES (BLOCK 15)
1070,1070,Trespassing,Open Investigation,2019-10-03 06:57:00,day_weekday,2019,276,10,3,day_weekday,SOC,LECTURE THEATRE 21
1071,1071,Rape,Unfounded,2020-01-12 17:59:00,weekend,2020,12,1,6,weekend,HALL,MULTI-PURPOSE HALL 1 - 4
1072,1072,Shoplifting,Arrest,2020-04-21 21:36:00,day_weekday,2020,112,4,1,day_weekday,UTown,LECTURE THEATRE 13
1073,1073,Burglary,Open Investigation,2020-04-15 09:13:00,day_weekday,2020,106,4,2,day_weekday,BTC,20 EVANS BUNGALOW
1074,1074,Fraud,Open Investigation,2020-10-25 02:47:00,weekend,2020,299,10,6,weekend,YIH,SCIENCE BLOCK 11
1075,1075,Harassment: Stalking,Open Investigation,2020-05-02 15:48:00,weekend,2020,123,5,5,weekend,KV,MULTI-PURPOSE HALL 1 - 4
1076,1076,Trespassing,,2020-01-22 19:41:00,day_weekday,2020,22,1,2,day_weekday,PGP,PGP RESIDENCES (BLOCK 17)
1077,1077,Shoplifting,Open Investigation,2020-04-02 23:48:00,day_weekday,2020,93,4,3,day_weekday,FASS,YUSOF ISHAK HOUSE
1078,1078,Trespassing,Open Investigation,2020-03-30 18:04:00,day_weekday,2020,90,3,0,day_weekday,UTown,SCIENCE BLOCK 6
1079,1079,Possession of Burglary Tools 2,Closed,2020-03-02 15:19:00,day_weekday,2020,62,3,0,day_weekday,UTown,ENGINEERING BLOCK 2
1080,1080,Theft,Open Investigation,2020-02-07 07:34:00,day_weekday,2020,38,2,4,day_weekday,KR,KE VII HALL (BLOCK F)
1081,1081,Theft,Open Investigation,2020-02-16 20:26:00,weekend,2020,47,2,6,weekend,UTown,PGP RESIDENCES (BLOCK 13)
1082,1082,Extortion,Judicial Referral,2020-01-15 06:13:00,day_weekday,2020,15,1,2,day_weekday,PGP,EUSOFF HALL (BLOCK E)
1083,1083,Defiant Trespass: Aggravated Assault,Open Investigation,2020-03-17 17:58:00,day_weekday,2020,77,3,1,day_weekday,YIH,BTC-EU TONG SEN
1084,1084,Theft,Open Investigation,2020-01-08 02:21:00,day_weekday,2020,8,1,2,day_weekday,YIH,TEMASEK LIFE SCIENCE LAB
1085,1085,Shoplifting,Unfounded,2019-11-04 08:06:00,day_weekday,2019,308,11,0,day_weekday,PGP,PGP BUS-STOP (OFFICE)
1086,1086,Theft,Open Investigation,2020-05-27 14:36:00,day_weekday,2020,148,5,2,day_weekday,YIH,E6 CARPARK
1087,1087,Trespassing,Judicial Referral,2019-11-20 10:29:00,day_weekday,2019,324,11,2,day_weekday,SOC,YALE ADMINISTRATION BLOCK
1088,1088,Possession of Burglary Tools 2,Open Investigation,2020-08-27 23:47:00,day_weekday,2020,240,8,3,day_weekday,HALL,5 PGP BUNGALOW
1089,1089,Burglary,Unfounded,2020-08-10 15:11:00,day_weekday,2020,223,8,0,day_weekday,PGP,PGP RESIDENCES MPH
1090,1090,Shoplifting,Judicial Referral,2019-10-22 17:52:00,day_weekday,2019,295,10,1,day_weekday,HALL,KE VII HALL (BLOCK B)
1091,1091,Criminal Mischief,Arrest,2019-12-24 16:56:00,day_weekday,2019,358,12,1,day_weekday,BTC,LECTURE THEATRE 19
1092,1092,Service of Warrant,Arrest,2019-12-24 02:59:00,day_weekday,2019,358,12,1,day_weekday,SOC,COLLEGE OF A&P TAN -MPH
1093,1093,Shoplifting ,Closed,2020-08-14 18:20:00,day_weekday,2020,227,8,4,day_weekday,FOS,BTC-TOWER BLOCK
1094,1094,Attempted Fraud,Closed,2020-06-22 15:28:00,day_weekday,2020,174,6,0,day_weekday,FOS,SHEARS HALL/KENT RIDGE HALL SHARED SPACE
1095,1095,Stalking,Unfounded,2019-12-22 20:09:00,weekend,2019,356,12,6,weekend,HALL,DATA-CENTRE-NUS HIGH SCHOOL
1096,1096,Identity Theft,Arrest,2020-09-23 15:37:00,day_weekday,2020,267,9,2,day_weekday,CDE,LECTURE THEATRE 7
1097,1097,Terroristic Threats, Arrest,2020-04-28 17:24:00,day_weekday,2020,119,4,1,day_weekday,PGP,PGP RESIDENCES (BLOCK 2)
1098,1098,Trespassing,Arrest,2020-01-14 19:43:00,day_weekday,2020,14,1,1,day_weekday,YIH,EUSOFF HALL (BLOCK E)
1099,1099,Rape,Judicial Referral,2020-01-09 17:48:00,day_weekday,2020,9,1,3,day_weekday,PGP,LECTURE THEATRE 17
1100,1100,Criminal Mischief,Open Investigation,2020-10-06 18:13:00,day_weekday,2020,280,10,1,day_weekday,FOS,LECTURE THEATRE 28
1101,1101,Trespassing, Open Investigation,2020-03-03 13:55:00,day_weekday,2020,63,3,1,day_weekday,YIH,MD11 CARPARK
1102,1102,Extortion,Arrest,2020-08-03 16:30:00,day_weekday,2020,216,8,0,day_weekday,PGP,RAFFLES HALL (EXTENSION TO BLOCK B &D)
1103,1103,Harassment,Closed,2020-08-03 22:39:00,day_weekday,2020,216,8,0,day_weekday,BTC,LECTURE THEATRE 1
1104,1104,Shoplifting ,Unfounded,2020-02-03 15:30:00,day_weekday,2020,34,2,0,day_weekday,FOS,BTC-TOWER BLOCK
1105,1105,Assault,Arrest,2020-01-06 15:51:00,day_weekday,2020,6,1,0,day_weekday,PGP,2 PGP BUNGALOW
1106,1106,Service of Warrant,Open Investigation,2020-03-31 16:24:00,day_weekday,2020,91,3,1,day_weekday,YIH,RIDGE VIEW RESIDENCE (BLOCK B)
1107,1107,Theft,Open Investigation,2020-01-09 09:37:00,day_weekday,2020,9,1,3,day_weekday,FASS,CREATE (UTOWN PLAZA)
1108,1108,False Public Alarm,Closed,2020-01-11 08:33:00,weekend,2020,11,1,5,weekend,KV,KE VII HALL (BLOCK G)
1109,1109,Trespassing,Unfounded,2019-10-12 00:03:00,weekend,2019,285,10,5,weekend,HALL,EUSOFF HALL (COMMUNAL HALL)
1110,1110,Criminal Mischief,Open Investigation,2019-12-23 13:16:00,day_weekday,2019,357,12,0,day_weekday,FOS,NATIONAL SINGAPORE WIND TUNNEL
1111,1111,Criminal Mischief,Unfounded,2020-01-04 16:15:00,weekend,2020,4,1,5,weekend,HALL,KE VII HALL (BLOCK E)
1112,1112,Harassment,Judicial Referral,2019-12-10 15:22:00,day_weekday,2019,344,12,1,day_weekday,HALL,YSTCM CARPARK
1113,1113,Stalking,Unfounded,2020-01-16 17:01:00,day_weekday,2020,16,1,3,day_weekday,FOS,RAFFLES HALL (COMMUNAL HALL)
1114,1114,Harassment,Open Investigation,2019-12-28 12:10:00,weekend,2019,362,12,5,weekend,HALL,"KENT VALE APARTMENT BLK E, 109"
1115,1115,Rape,Open Investigation,2020-10-11 05:17:00,weekend,2020,285,10,6,weekend,PGP,9 PGP BUNGALOW
1116,1116,Theft,Open Investigation,2020-01-25 23:02:00,weekend,2020,25,1,5,weekend,KV,LECTURE THEATRE 34
1117,1117,Aggravated Assault,Open Investigation,2020-05-04 09:55:00,day_weekday,2020,125,5,0,day_weekday,FOS,NUS ENTERPRISE-JTC BLK71
1118,1118,Theft: Criminal Mischief,Arrest,2020-01-09 19:38:00,day_weekday,2020,9,1,3,day_weekday,PGP,KE VII HALL (BLOCK E)
1119,1119,Aggravated Assault,Open Investigation,2020-09-22 19:48:00,day_weekday,2020,266,9,1,day_weekday,KV,ISS CARPARK
1120,1120,Extortion,Open Investigation,2020-03-10 16:53:00,day_weekday,2020,70,3,1,day_weekday,FASS,BTC-BLOCK B
1121,1121,Theft,unfounded,2019-11-21 21:20:00,day_weekday,2019,325,11,3,day_weekday,PGP,BTC-FEDERAL
1122,1122,Trespass,Unfounded,2020-10-07 15:02:00,day_weekday,2020,281,10,2,day_weekday,CDE,PGP RESIDENCES (BLOCK 1)
1123,1123,False Public Alarm,Unfounded,2020-01-30 13:21:00,day_weekday,2020,30,1,3,day_weekday,YIH,5 PGP BUNGALOW
1124,1124,Criminal Mischief,,2019-12-15 16:42:00,weekend,2019,349,12,6,weekend,PGP,KENT VALE CHILD CARE CENTRE
1125,1125,Trespassing,Open Investigation,2019-12-01 14:01:00,weekend,2019,335,12,6,weekend,YIH,KE VII HALL (BLOCK B)
1126,1126,Theft,Open Investigation,2020-01-09 23:07:00,day_weekday,2020,9,1,3,day_weekday,UTown,COLLEGE OF A&P TAN -TOWER
1127,1127,Trespass, Open Investigation,2020-08-03 13:33:00,day_weekday,2020,216,8,0,day_weekday,PGP,SEA-TO-SPACE (18KR BUNGALOW)
1128,1128,Theft: Criminal Mischief,unfounded,2020-03-09 19:06:00,day_weekday,2020,69,3,0,day_weekday,PGP,SHEARES HALL (BLOCK A)
1129,1129,Criminal Mischief,Arrest,2020-05-09 12:42:00,weekend,2020,130,5,5,weekend,PGP,"KENT VALE APARTMENT BLK D, 113"
1130,1130,Theft,Open Investigation,2020-04-05 01:49:00,weekend,2020,96,4,6,weekend,PGP,PGP RESIDENCES (BLOCK 26)
1131,1131,Theft,Open Investigation,2020-02-25 07:58:00,day_weekday,2020,56,2,1,day_weekday,SOC,CREATE CARPARK
1132,1132,Theft,Open Investigation,2020-04-17 22:38:00,day_weekday,2020,108,4,4,day_weekday,YIH,KENT RIDGE HALL (BLOCK A)
1133,1133,Harassment,Open Investigation,2020-09-16 07:24:00,day_weekday,2020,260,9,2,day_weekday,FOS,PGP RESIDENCES (BLOCK 11)
1134,1134,Shoplifting,Unfounded,2020-03-15 09:15:00,weekend,2020,75,3,6,weekend,YIH,"KENT VALE APARTMENT BLK E, 109"
1135,1135,Attempted Fraud,Open Investigation,2019-12-02 08:30:00,day_weekday,2019,336,12,0,day_weekday,UCC,LKC NATURAL HISTORY MUSEUM
1136,1136,Theft,Open Investigation,2019-11-22 13:25:00,day_weekday,2019,326,11,4,day_weekday,YIH,SCIENCE BLOCK 9
1137,1137,Intimidation,Closed,2019-11-09 10:56:00,weekend,2019,313,11,5,weekend,PGP,"KENT VALE APARTMENT BLK B, 105"
1138,1138,Theft,Open Investigation,2020-09-26 06:15:00,weekend,2020,270,9,5,weekend,FOS,RESIDENT COLLEGE 4 -MPH
1139,1139,Theft,Open Investigation,2019-12-10 23:24:00,day_weekday,2019,344,12,1,day_weekday,BTC,DINNING HALL (C&T COLLEGE)
1140,1140,Shoplifting ,Open Investigation,2020-03-10 04:59:00,day_weekday,2020,70,3,1,day_weekday,FOS,YALE FITNESS CENTER
1141,1141,Theft: Criminal Mischief, Closed,2020-04-08 00:40:00,day_weekday,2020,99,4,2,day_weekday,UTown,CTR FOR THE ARTS
1142,1142,Theft,Open Investigation,2020-02-11 07:35:00,day_weekday,2020,42,2,1,day_weekday,FASS,SCIENCE BLOCK 12
1143,1143,Trespassing,unfounded,2019-10-04 06:44:00,day_weekday,2019,277,10,4,day_weekday,PGP,"KENT VALE APT GERANIUM BLK, 101"
1144,1144,Extortion,Open Investigation,2020-09-11 23:45:00,day_weekday,2020,255,9,4,day_weekday,CDE,ARTS & SOCIAL SCIENCES BLOCK 2
1145,1145,Theft,Open Investigation,2020-06-06 09:34:00,weekend,2020,158,6,5,weekend,FOS,KE VII HALL (BLOCK C)
1146,1146,Fraud,Open Investigation,2020-08-20 23:03:00,day_weekday,2020,233,8,3,day_weekday,HALL,NUS STAFF CLUB
1147,1147,Trespassing,Open Investigation,2020-07-31 04:01:00,day_weekday,2020,213,7,4,day_weekday,HALL,"KENT VALE APARTMENT BLK A,103"
1148,1148,Theft,Open Investigation,2020-03-10 18:50:00,day_weekday,2020,70,3,1,day_weekday,PGP,PGP RESIDENCES (BLOCK 6)
1149,1149,Theft,Unfounded,2020-03-06 10:57:00,day_weekday,2020,66,3,4,day_weekday,FOS,4 PGP BUNGALOW
1150,1150,Trespassing,Open Investigation,2020-07-25 19:55:00,weekend,2020,207,7,5,weekend,PGP,FOS-RICE SHED C-NEXT TO S3&S4
1151,1151,Identity Theft,Arrest,2019-10-26 15:30:00,weekend,2019,299,10,5,weekend,PGP,14 PGP BUNGALOW
1152,1152,Trespassing,Arrest,2020-02-23 17:06:00,weekend,2020,54,2,6,weekend,PGP,YALE FITNESS CENTER
1153,1153,Domestic Violence: Harassment,Open Investigation,2020-09-10 20:41:00,day_weekday,2020,254,9,3,day_weekday,UCC,STEPHEN RIADY CENTRE
1154,1154,Assault,Open Investigation,2019-11-15 23:30:00,day_weekday,2019,319,11,4,day_weekday,BIZ,RAFFLES HALL (BLOCK E)
1155,1155,Trespassing, Open Investigation,2020-12-02 03:17:00,day_weekday,2020,337,12,2,day_weekday,KV,TMSI-ST JOHN'S ISLAND
1156,1156,False Public Alarm, Closed,2020-05-24 18:20:00,weekend,2020,145,5,6,weekend,PGP,LECTURE THEATRE 32
1157,1157,Attempted Extortion,Arrest,2019-11-04 04:41:00,day_weekday,2019,308,11,0,day_weekday,FOS,LECTURE THEATRE 28
1158,1158,Assault, Closed,2020-05-31 15:00:00,weekend,2020,152,5,6,weekend,HALL,RAFFLES HALL (BLOCK B)
1159,1159,Trespassing,Open Investigation,2020-09-23 11:11:00,day_weekday,2020,267,9,2,day_weekday,FASS,BTC- MULTIPURPOSE AUDITORIUM
1160,1160,Shoplifting,Closed,2020-09-13 06:43:00,weekend,2020,257,9,6,weekend,HALL,SHEARES HALL (BLOCK E)
1161,1161,Trespassing,Open Investigation,2019-11-19 14:32:00,day_weekday,2019,323,11,1,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 3
1162,1162,False Public Alarm,Unfounded,2020-01-02 09:24:00,day_weekday,2020,2,1,3,day_weekday,KR,CINNAMON COLLEGE -MPH
1163,1163,Trespassing,Open Investigation,2020-10-11 06:43:00,weekend,2020,285,10,6,weekend,HALL,16 EVANS BUNGALOW
1164,1164,Assault,Open Investigation,2020-09-09 15:34:00,day_weekday,2020,253,9,2,day_weekday,KV,KENT RIDGE HALL (BLOCK E)
1165,1165,Disorderly Conduct, Arrest,2020-07-05 00:26:00,weekend,2020,187,7,6,weekend,UTown,RIDGE VIEW RESIDENCE (BLOCK E)
1166,1166,Disorderly Conduct,Arrest,2019-09-15 01:22:00,weekend,2019,258,9,6,weekend,HALL,PGP RESIDENCES (BLOCK 11)
1167,1167,Shoplifting,Judicial Referral,2019-12-21 12:24:00,weekend,2019,355,12,5,weekend,PGP,KE VII HALL (BLOCK C)
1168,1168,Shoplifting,Arrest,2020-09-05 11:33:00,weekend,2020,249,9,5,weekend,KR,CENTRAL STORAGE LIBRARY ANNEX
1169,1169,Fraud,Open Investigation,2020-05-18 08:19:00,day_weekday,2020,139,5,0,day_weekday,CDE,SCIENCE BLOCK 1A (LEE WEE KENG)
1170,1170,Harassment,Open Investigation,2020-04-21 01:42:00,day_weekday,2020,112,4,1,day_weekday,PGP,YALE ADMINISTRATION BLOCK
1171,1171,Harassment,Open Investigation,2020-08-11 02:22:00,day_weekday,2020,224,8,1,day_weekday,HALL,DINING HALL (RC4 & CAPT)
1172,1172,Harassment,Arrest,2020-05-02 01:38:00,weekend,2020,123,5,5,weekend,BIZ,PGP RESIDENCES (BLOCK 23)
1173,1173,Theft,Open Investigation,2020-03-31 09:53:00,day_weekday,2020,91,3,1,day_weekday,FOS,AS8 CARPARK
1174,1174,Theft,unfounded,2019-11-15 15:38:00,day_weekday,2019,319,11,4,day_weekday,YIH,MEDICINE BLOCK 4
1175,1175,Trespass,Arrest,2020-09-23 13:55:00,day_weekday,2020,267,9,2,day_weekday,FOS,RIDGE VIEW TOWER BLK (RVF)
1176,1176,Trespassing,Open Investigation,2020-03-13 09:07:00,day_weekday,2020,73,3,4,day_weekday,CDE,14 PGP BUNGALOW
1177,1177,Aggravated Assault,Closed,2020-08-30 23:56:00,weekend,2020,243,8,6,weekend,YIH,INNOVATION 4.0
1178,1178,Harassment,Open Investigation,2019-10-29 01:09:00,day_weekday,2019,302,10,1,day_weekday,PGP,BTC-TOWER BLOCK
1179,1179,False Public Alarm,Arrest,2019-09-26 19:39:00,day_weekday,2019,269,9,3,day_weekday,HALL,LECTURE THEATRE 8
1180,1180,False Public Alarm,Open Investigation,2020-10-09 14:43:00,day_weekday,2020,283,10,4,day_weekday,KV,COMPUTING BLOCK 1
1181,1181,Theft,Open Investigation,2019-11-23 08:04:00,weekend,2019,327,11,5,weekend,YIH,PGP RESIDENCES (BLOCK 27)
1182,1182,Theft,Open Investigation,2020-05-07 10:37:00,day_weekday,2020,128,5,3,day_weekday,UTown,EXPERIMENTAL HOUSE
1183,1183,Theft,Unfounded,2020-03-19 09:50:00,day_weekday,2020,79,3,3,day_weekday,HALL,NUS SOCIETY-GUILD HOUSE
1184,1184,Attempted Fraud,Unfounded,2020-10-17 16:03:00,weekend,2020,291,10,5,weekend,HALL,SEA-TO-SPACE (18KR BUNGALOW)
1185,1185,Theft,Open Investigation,2020-06-28 16:40:00,weekend,2020,180,6,6,weekend,KR,PGP RESIDENCES LECTURE THEATRE
1186,1186,False Public Alarm,Open Investigation,2020-05-10 06:02:00,weekend,2020,131,5,6,weekend,PGP,"KENT VALE APARTMENT BLK C, 111"
1187,1187,Theft, Open Investigation,2020-05-05 01:46:00,day_weekday,2020,126,5,1,day_weekday,PGP,KE VII HALL (BLOCK A)
1188,1188,Theft,Open Investigation,2019-09-27 02:20:00,day_weekday,2019,270,9,4,day_weekday,KV,EUSOFF HALL (BLOCK C)
1189,1189,Harassment,Unfounded,2020-10-30 00:02:00,day_weekday,2020,304,10,4,day_weekday,FOS,7 PGP BUNGALOW
1190,1190,Obstruction of Justice, Arrest,2020-06-06 18:59:00,weekend,2020,158,6,5,weekend,CDE,RIDGE VIEW RESIDENCE (BLOCK G)
1191,1191,Harassment: Stalking,Judicial Referral,2020-04-15 13:38:00,day_weekday,2020,106,4,2,day_weekday,FOS,DESIGN & ENVIRONMENT BLOCK 1
1192,1192,Trespassing,Arrest,2019-11-30 11:01:00,weekend,2019,334,11,5,weekend,UTown,LECTURE THEATRE 19
1193,1193,Defiant Trespass,Open Investigation,2020-10-26 11:11:00,day_weekday,2020,300,10,0,day_weekday,CDE,YSTCM CARPARK
1194,1194,Trespassing,Open Investigation,2020-01-26 05:53:00,weekend,2020,26,1,6,weekend,PGP,KENT RIDGE HALL (BLOCK D)
1195,1195,Theft,Open Investigation,2020-01-23 20:56:00,day_weekday,2020,23,1,3,day_weekday,BTC,CANTEEN 2 (THE DECK)
1196,1196,Identity Theft,Open Investigation,2020-03-07 05:20:00,weekend,2020,67,3,5,weekend,CDE,RIDGE VIEW RESIDENCE (BLOCK B)
1197,1197,Terroristic Threats,Arrest,2020-01-19 09:26:00,weekend,2020,19,1,6,weekend,HALL,PGP RESIDENCES (BLOCK 22)
1198,1198,Theft,Open Investigation,2020-07-27 16:15:00,day_weekday,2020,209,7,0,day_weekday,CDE,SCIENCE BLOCK 16
1199,1199,Theft,Open Investigation,2020-10-28 07:36:00,day_weekday,2020,302,10,2,day_weekday,KR,ARTS & SOCIAL SCIENCES BLOCK 8
1200,1200,Rape,,2019-12-18 08:41:00,day_weekday,2019,352,12,2,day_weekday,YIH,PGP RESIDENCES (BLOCK 14)
1201,1201,Trespass,Closed,2020-06-16 13:52:00,day_weekday,2020,168,6,1,day_weekday,PGP,BTC-LECTURE THEATRE
1202,1202,Fraud,Open Investigation,2020-02-21 13:30:00,day_weekday,2020,52,2,4,day_weekday,UTown,COMMUNAL BLK B
1203,1203,Harassment: Bias Incident,Unfounded,2020-02-26 18:58:00,day_weekday,2020,57,2,2,day_weekday,CDE,RAFFLES HALL (BLOCK A)
1204,1204,Lewdness,Unfounded,2019-10-09 01:02:00,day_weekday,2019,282,10,2,day_weekday,BTC,TEMASEK HALL (BLOCK C)
1205,1205,Criminal Mischief,Open Investigation,2020-10-31 23:11:00,weekend,2020,305,10,5,weekend,PGP,6 PGP BUNGALOW
1206,1206,Harassment,Open Investigation,2019-10-30 17:49:00,day_weekday,2019,303,10,2,day_weekday,PGP,TAN CHENG LOCK BABA HSE MUSEUM
1207,1207,Shoplifting,Open Investigation,2020-03-18 21:53:00,day_weekday,2020,78,3,2,day_weekday,PGP,"KENT VALE APARTMENT BLK H, 117"
1208,1208,Harassment,Open Investigation,2019-11-29 13:32:00,day_weekday,2019,333,11,4,day_weekday,PGP,SRC MINI GRAND STAND
1209,1209,Burglary,Open Investigation,2020-02-10 21:45:00,day_weekday,2020,41,2,0,day_weekday,FOS,PGP RESIDENCES (BLOCK 17)
1210,1210,Burglary, Open Investigation,2019-11-05 09:15:00,day_weekday,2019,309,11,1,day_weekday,PGP,BTC-BLOCK B
1211,1211,Trespassing, Arrest,2020-04-03 02:54:00,day_weekday,2020,94,4,4,day_weekday,PGP,UTOWN RESIDENCE SOUTH-TOWER
1212,1212,Theft,Open Investigation,2020-09-03 01:03:00,day_weekday,2020,247,9,3,day_weekday,FOS,PGP RESIDENCES (BLOCK 13)
1213,1213,Trespassing,Unfounded,2019-12-13 15:34:00,day_weekday,2019,347,12,4,day_weekday,PGP,PGP RESIDENCES (BLOCK 28)
1214,1214,Harassment: Trespassing,Open Investigation,2020-01-30 13:44:00,day_weekday,2020,30,1,3,day_weekday,HALL,PGP RESIDENCES (BLOCK 4)
1215,1215,Terroristic Threats,Unfounded,2020-02-19 16:04:00,day_weekday,2020,50,2,2,day_weekday,HALL,LECTURE THEATRE 11
1216,1216,Shoplifting,,2020-05-10 23:03:00,weekend,2020,131,5,6,weekend,PGP,"KENT VALE APARTMENT BLK D, 113"
1217,1217,Trespassing,Open Investigation,2020-05-17 06:55:00,weekend,2020,138,5,6,weekend,PGP,PGP RESIDENCES (BLOCK 19)
1218,1218,Harassment: Domestic Violence,Closed,2020-05-30 08:16:00,weekend,2020,151,5,5,weekend,PGP,18 EVANS BUNGALOW
1219,1219,Theft, Arrest,2020-06-12 18:39:00,day_weekday,2020,164,6,4,day_weekday,FOS,FASS BLK7 (SHAW FDN BLDG)
1220,1220,Defiant Trespass: Aggravated Assault,Closed,2019-11-26 08:07:00,day_weekday,2019,330,11,1,day_weekday,FOS,LECTURE THEATRE 1
1221,1221,Trespassing,Unfounded,2019-11-26 23:33:00,day_weekday,2019,330,11,1,day_weekday,PGP,MEDICINE BLOCK 4
1222,1222,Harassment: Fraud,Open Investigation,2020-02-02 00:38:00,weekend,2020,33,2,6,weekend,HALL,PGP RESIDENCES (BLOCK 9)
1223,1223,Trespassing,Open Investigation,2020-03-19 19:47:00,day_weekday,2020,79,3,3,day_weekday,PGP,MD BLK 6 (CTR FOR TRANS  MED)
1224,1224,Harassment,Open Investigation,2020-01-04 22:42:00,weekend,2020,4,1,5,weekend,UTown,PGP RESIDENCES RESTAURANT
