,Classification,Disposition,datetime
545,Criminal Mischief,Open Investigation,03/26/2023 00:23
546,Theft: Bias Incident,Open Investigation,10/16/2023 22:20
547,Harassment,Open Investigation,12/01/2022 01:50
548,Theft,Open Investigation,10/22/2023 08:15
549,Theft,Arrest,12/06/2022 06:33
550,Theft,Open Investigation,06/02/2023 14:51
551,Shoplifting,Open Investigation,06/24/2023 17:50
552,Intimidation,Unfounded,09/08/2023 00:40
553,Trespassing,Unfounded,01/20/2023 17:27
554,Aggravated Assault,,08/31/2022 20:10
555,Harassment: Bias Incident, Open Investigation,10/07/2022 15:29
556,Shoplifting,Open Investigation,12/31/2023 18:57
557,Theft,Open Investigation,03/25/2023 09:33
558,False Public Alarm,Unfounded,06/09/2023 11:16
559,Assault: Domestic Violence,Unfounded,08/07/2023 22:03
560,Theft,,05/01/2023 11:17
561,Harassment: Bias Incident, Closed,09/30/2022 16:42
562,Rape,Arrest,04/19/2023 12:56
563,Attempted Theft,Arrest,06/01/2023 04:41
564,Theft,Open Investigation,11/28/2022 00:24
565,Harassment,Open Investigation,10/18/2023 15:45
566,Identity Theft,Unfounded,02/19/2023 21:40
567,Criminal Mischief,Open Investigation,11/30/2022 14:07
568,Theft,Arrest,08/12/2023 09:57
569,Fraud, Closed,09/06/2023 00:42
570,Trespassing, Closed,06/25/2023 21:27
571,Harassment: Domestic Violence,Open Investigation,06/08/2023 19:08
572,Theft,Arrest,06/12/2023 11:39
573,Theft,Open Investigation,01/24/2023 11:46
574,Trespass,Open Investigation,09/17/2023 22:33
575,Attempted Extortion,Unfounded,02/13/2023 10:30
576,Theft,Open Investigation,04/11/2023 23:15
577,Criminal Mischief,Open Investigation,01/31/2023 06:52
578,False Public Alarm,Unfounded,10/28/2022 15:11
579,Trespass,Judicial Referral,04/20/2023 03:36
580,Trespassing, Arrest,04/19/2023 09:13
581,Trespassing,Open Investigation,11/20/2023 05:45
582,Theft,Open Investigation,11/29/2022 17:44
583,Trespassing,Arrest,08/31/2023 18:27
584,Assault, Arrest,02/17/2023 08:15
585,Trespassing,Open Investigation,11/21/2023 18:28
586,Trespassing,Open Investigation,07/14/2023 04:41
587,Trespassing,Open Investigation,11/21/2022 12:57
588,Theft,Unfounded,03/11/2023 00:05
589,Service of Warrant,Unfounded,10/13/2022 13:39
590,Theft,Open Investigation,04/04/2023 15:31
591,Trespassing,Arrest,08/02/2023 15:33
592,Trespassing,Arrest,01/07/2023 11:21
593,Theft,Open Investigation,11/27/2022 10:37
594,Harassment: Bias Incident, Open Investigation,08/05/2023 08:58
595,Theft,Open Investigation,11/04/2022 09:20
596,Harassment,Open Investigation,09/24/2023 21:10
597,Harassment,Judicial Referral,05/07/2023 07:45
598,Rape,Open Investigation,10/15/2023 05:47
599,Theft,Open Investigation,06/03/2023 09:59
600,Shoplifting,Open Investigation,11/11/2022 19:54
601,Theft,Arrest,07/26/2023 06:29
602,Criminal Mischief,Open Investigation,08/20/2023 17:51
603,Criminal Mischief,Open Investigation,06/05/2023 07:45
604,Shoplifting,Open Investigation,09/22/2022 08:31
605,Burglary,Closed,04/27/2023 19:53
606,Assault,Open Investigation,02/16/2023 08:31
607,Disorderly Conduct, Arrest,09/18/2023 05:18
608,Harassment: Domestic Violence,Open Investigation,01/08/2023 10:13
609,Trespassing,Arrest,12/26/2022 20:20
610,Criminal Mischief,Open Investigation,12/23/2022 13:04
611,Criminal Mischief,Open Investigation,05/28/2023 07:19
612,Theft,Unfounded,06/15/2023 06:34
613,Harassment,Closed,07/28/2023 15:13
614,Shoplifting ,Open Investigation,09/14/2023 01:50
615,Theft,Open Investigation,08/22/2023 23:29
616,Disorderly Conduct,Open Investigation,08/27/2023 12:06
617,Trespass,Open Investigation,03/18/2023 10:47
618,Theft, Arrest,05/11/2023 05:25
619,Lewdness,Open Investigation,07/16/2023 14:13
620,Trespassing,Open Investigation,12/30/2023 21:50
621,Theft,Open Investigation,01/25/2023 10:01
622,Terroristic Threats,unfounded,12/12/2023 13:02
623,Harassment, Arrest,07/19/2023 17:38
624,Assault: Domestic Violence,Open Investigation,11/21/2022 07:58
625,Theft,Open Investigation,12/12/2022 15:49
626,Theft: Criminal Mischief,Arrest,11/22/2022 11:33
627,Criminal Mischief,Closed,01/21/2023 04:08
628,Theft,Unfounded,01/05/2023 07:18
629,Theft: Criminal Mischief,Open Investigation,01/26/2023 09:45
630,Disorderly Conduct,Open Investigation,12/22/2022 05:35
631,Theft,Open Investigation,10/19/2023 04:31
632,Terroristic Threats,Judicial Referral,03/13/2023 22:39
633,Criminal Mischief,Open Investigation,01/07/2023 17:54
634,Theft: Criminal Mischief,Open Investigation,03/07/2023 18:38
635,Theft,Open Investigation,04/03/2023 11:40
636,False Public Alarm,Arrest,09/18/2023 07:52
637,Fraud, Arrest,12/01/2022 16:58
638,Theft,Open Investigation,11/13/2022 08:23
639,Theft,Closed,02/02/2023 05:30
640,Trespassing,Open Investigation,09/19/2023 04:54
641,Shoplifting,,08/21/2023 23:18
642,Trespassing,Open Investigation,02/13/2023 06:38
643,Rape,Arrest,09/24/2023 18:35
644,Trespassing,unfounded,06/18/2023 00:59
645,Assault,Open Investigation,01/23/2023 11:31
646,Defiant Trespass: Aggravated Assault,Open Investigation,09/07/2023 05:40
647,Harassment,Open Investigation,11/08/2022 09:18
648,Criminal Mischief,Open Investigation,11/15/2022 06:51
649,Disorderly Conduct,Closed,03/07/2023 00:46
650,Theft: Criminal Mischief,Unfounded,03/27/2023 03:50
651,Shoplifting,Arrest,07/05/2023 14:37
652,Theft,Open Investigation,12/05/2022 05:49
653,Assault, Closed,07/14/2023 14:03
654,Defiant Trespass,Open Investigation,09/17/2023 19:06
655,Theft,Open Investigation,08/20/2023 09:51
656,Stalking,Arrest,08/05/2023 11:12
657,Rape,Closed,04/08/2023 00:58
658,Harassment: Bias Incident,Arrest,11/24/2022 22:15
659,Trespassing,Closed,06/07/2023 12:07
660,Trespassing,Closed,09/23/2023 21:56
661,Trespassing,Arrest,08/23/2023 05:10
662,Hindering Possession of Burglary Tools,Closed,03/13/2023 19:14
663,Theft,Open Investigation,11/05/2023 14:33
664,Trespass,Open Investigation,09/13/2023 18:39
665,Service of Warrant,Closed,06/26/2023 21:40
666,Theft,Open Investigation,09/09/2023 22:33
667,Trespassing,Open Investigation,03/16/2023 11:11
668,Trespass,Open Investigation,01/27/2023 01:17
669,Extortion,Open Investigation,05/04/2023 00:49
670,Domestic Violence: Harassment,Unfounded,09/02/2022 14:41
671,Extortion,Open Investigation,05/28/2023 21:43
672,Theft,Open Investigation,12/30/2022 08:24
673,Shoplifting,Arrest,11/11/2022 15:17
674,Trespass,Unfounded,11/03/2022 23:47
675,Trespassing,unfounded,11/14/2022 10:10
676,Theft,Arrest,10/17/2022 21:11
677,Theft, Open Investigation,08/01/2023 00:32
678,Trespass,Arrest,09/13/2023 03:29
679,Liquor Law Violation,Unfounded,05/29/2023 09:03
680,Shoplifting, Closed,01/09/2023 07:50
681,Assault,Open Investigation,01/01/2023 09:22
682,Criminal Mischief,Open Investigation,04/18/2023 22:45
683,False Public Alarm,Arrest,11/26/2023 12:20
684,Fraud,Open Investigation,07/26/2023 22:26
685,Attempted Extortion,Open Investigation,12/31/2022 05:07
686,Rape,Closed,09/23/2022 20:07
687,False Public Alarm,Arrest,12/14/2022 22:53
688,Theft,Arrest,08/06/2023 06:10
689,Trespassing,Arrest,11/20/2022 21:11
690,Assault,Open Investigation,10/07/2022 03:47
691,Trespassing,Open Investigation,03/27/2023 02:22
692,Theft,Arrest,06/23/2023 04:53
693,Assault,Open Investigation,04/25/2023 21:02
694,Theft,Open Investigation,05/21/2023 06:11
695,Harassment: Bias Incident,Open Investigation,09/24/2023 08:14
696,Attempted Trespass 2,Open Investigation,06/27/2023 01:38
697,Shoplifting,Open Investigation,01/20/2023 08:06
698,Shoplifting, Arrest,09/14/2023 02:47
699,Criminal Mischief,Open Investigation,12/23/2022 15:16
700,Trespassing,Open Investigation,08/16/2023 15:55
701,Shoplifting,Judicial Referral,09/14/2023 02:31
702,Trespassing,Open Investigation,08/14/2023 03:01
703,Theft,Unfounded,08/29/2023 16:43
704,Hindering Possession of Burglary Tools,Open Investigation,02/11/2023 11:20
705,Identity Theft,Closed,10/15/2023 03:22
706,Fraud,Closed,04/18/2023 23:01
707,Theft,Open Investigation,02/26/2023 11:18
708,Shoplifting,Arrest,04/06/2023 05:43
709,Disorderly Conduct,Arrest,09/07/2023 13:10
710,Trespass,Open Investigation,05/29/2023 16:07
711,Fraud,,01/25/2023 10:28
712,Theft, Arrest,03/26/2023 01:54
713,Harassment,Arrest,12/29/2022 20:45
714,Assault,Judicial Referral,11/07/2022 15:58
715,Hindering Possession of Burglary Tools,Unfounded,08/17/2023 20:23
716,Trespassing,Closed,03/15/2023 05:36
717,Criminal Mischief,Open Investigation,12/03/2022 11:20
718,Disorderly Conduct,Unfounded,08/23/2022 09:21
719,Fraud,Closed,04/10/2023 11:53
720,Assault,Unfounded,08/29/2023 16:50
721,Harassment,Open Investigation,05/16/2023 17:49
722,Harassment: Bias Incident,Open Investigation,12/29/2022 11:01
723,Fraud,Closed,11/24/2023 17:45
724,Fraud,Open Investigation,11/02/2023 08:11
725,Bias Intimidation,Arrest,01/11/2023 06:22
726,Theft,Arrest,07/27/2023 07:40
727,Shoplifting,Open Investigation,05/13/2023 01:16
728,Trespassing,Unfounded,05/07/2023 22:31
729,Criminal Mischief,Arrest,03/07/2023 05:49
730,Liquor Law Violation,Open Investigation,01/15/2023 02:40
731,Attempted Fraud,Closed,12/05/2023 22:46
732,Trespass,Open Investigation,07/01/2023 02:53
733,Theft,Open Investigation,12/13/2022 21:37
734,Trespassing,Unfounded,02/17/2023 01:42
735,Harassment: Stalking,Arrest,02/14/2023 05:45
736,Criminal Mischief, Closed,09/14/2022 13:53
737,Disorderly Conduct,Closed,06/13/2023 14:20
738,Fraud,Open Investigation,06/27/2023 10:17
739,Trespassing, Closed,11/26/2022 22:38
740,Theft: Criminal Mischief,Closed,03/03/2023 14:58
741,Lewdness,Arrest,07/25/2023 17:22
742,Trespassing,Open Investigation,07/17/2023 22:09
743,Intimidation,Closed,01/08/2023 05:33
744,Terroristic Threats,Open Investigation,06/14/2023 11:57
745,Harassment,Judicial Referral,01/02/2023 18:54
746,Rape,Unfounded,08/07/2023 16:42
747,Assault,Arrest,10/21/2023 17:37
748,Extortion,Closed,12/21/2022 07:18
749,Harassment: Bias Incident,Open Investigation,12/30/2022 22:32
750,Theft,Arrest,06/26/2023 08:38
751,Liquor Law Violation, Arrest,04/30/2023 11:03
752,Theft,Open Investigation,06/01/2023 23:18
753,Assault,Open Investigation,02/28/2023 23:55
754,Attempted Fraud,Closed,07/13/2023 21:13
755,Theft,Open Investigation,12/10/2022 04:08
756,Burglary,Arrest,02/16/2023 04:42
757,Domestic Violence: Harassment,Arrest,10/06/2023 02:02
758,Trespass, Open Investigation,11/26/2023 04:11
759,Criminal Mischief,Open Investigation,09/28/2023 06:06
760,Theft: Criminal Mischief,Arrest,09/24/2023 02:28
761,Theft,Open Investigation,10/28/2023 19:04
762,Theft,Open Investigation,02/15/2023 21:32
763,Attempted Trespass 2,Open Investigation,07/16/2023 14:04
764,Shoplifting,Closed,11/27/2022 19:00
765,Aggravated Assault,Open Investigation,02/28/2023 04:24
766,Trespassing,Open Investigation,01/31/2023 10:24
767,Rape,Open Investigation,12/30/2022 12:04
768,Shoplifting,Arrest,10/15/2023 19:53
769,Criminal Mischief,Open Investigation,05/04/2023 17:32
770,Theft,Open Investigation,11/25/2023 20:07
771,Shoplifting,Arrest,12/04/2022 17:22
772,Criminal Mischief,Open Investigation,02/02/2023 11:20
773,Shoplifting , Open Investigation,10/03/2022 21:55
774,Lewdness,Closed,12/28/2022 07:34
775,Trespassing,,10/29/2022 08:09
776,Trespassing,Open Investigation,07/16/2023 01:48
777,Trespassing,Arrest,11/23/2023 09:22
778,Trespass,Arrest,11/01/2022 09:47
779,Attempted Extortion,Arrest,12/07/2022 17:33
780,Trespassing,Open Investigation,02/24/2023 17:16
781,Harassment: Bias Incident,unfounded,11/07/2023 20:03
782,Trespass,Judicial Referral,07/05/2023 12:21
783,Theft,Open Investigation,01/24/2023 23:13
784,Harassment,Open Investigation,06/05/2023 04:21
785,Obstruction of Justice,Open Investigation,06/21/2023 21:59
786,Domestic Violence: Harassment,Open Investigation,07/25/2023 18:04
787,Shoplifting,Open Investigation,12/03/2022 10:24
788,Trespassing,Judicial Referral,11/13/2022 09:57
789,Fraud,Unfounded,03/14/2023 19:22
790,Theft,Open Investigation,08/03/2023 12:23
791,Theft,Open Investigation,11/08/2023 23:23
792,Trespass,Open Investigation,11/01/2022 09:48
793,Theft,Open Investigation,04/06/2023 22:41
794,False Public Alarm,Open Investigation,11/25/2022 15:45
795,Assault,Open Investigation,12/03/2022 04:33
796,Intimidation,Open Investigation,12/31/2022 04:40
797,Theft,Closed,10/20/2023 14:21
798,Harassment,Open Investigation,07/07/2023 10:05
799,Assault,Open Investigation,05/01/2023 17:08
800,Shoplifting,Open Investigation,12/31/2022 16:09
801,Trespassing,unfounded,05/03/2023 21:18
802,Theft,Arrest,09/20/2022 17:04
803,Shoplifting,Closed,10/12/2023 07:53
804,Shoplifting,Open Investigation,03/22/2023 19:01
805,Trespass,Open Investigation,12/09/2022 12:53
806,Possession of Burglary Tools 2,Open Investigation,04/26/2023 23:31
807,Harassment,Arrest,02/14/2023 02:54
808,Assault,Open Investigation,05/15/2023 02:08
809,Assault: Domestic Violence,Open Investigation,12/21/2022 06:27
810,Theft: Bias Incident,,10/14/2023 19:06
811,Theft,Open Investigation,02/28/2023 06:23
812,Trespass,Open Investigation,05/10/2023 08:55
813,Theft: Criminal Mischief,Open Investigation,07/25/2023 14:44
814,Criminal Mischief,Open Investigation,09/28/2023 04:58
815,Theft: Bias Incident,Open Investigation,07/18/2023 08:20
816,Fraud,Open Investigation,08/08/2023 14:08
817,Harassment: Trespassing,Closed,11/15/2022 19:16
818,Shoplifting, Arrest,05/04/2023 06:02
819,Lewdness,unfounded,07/10/2023 10:43
820,Possession of Burglary Tools 2,Open Investigation,06/30/2023 15:02
821,Theft,Open Investigation,04/14/2023 07:05
822,Lewdness,Open Investigation,09/21/2023 19:00
823,Fraud,Open Investigation,01/10/2023 02:08
824,Theft,Open Investigation,01/19/2023 03:07
825,Fraud,Open Investigation,07/16/2023 07:10
826,Trespassing,Open Investigation,02/24/2023 22:44
827,Trespassing,Open Investigation,05/28/2023 09:30
828,Shoplifting ,Open Investigation,06/12/2023 11:27
829,Harassment,Open Investigation,10/15/2022 06:27
830,Harassment: Domestic Violence,Arrest,06/09/2023 21:23
831,Burglary,Open Investigation,10/31/2022 10:07
832,Theft,Unfounded,11/15/2022 04:28
833,Trespassing,Open Investigation,01/17/2023 09:29
834,Theft,Open Investigation,12/25/2022 03:08
835,Trespass,Judicial Referral,03/16/2023 00:19
836,Theft,Arrest,02/09/2023 17:27
837,Trespassing,Open Investigation,10/29/2023 12:46
838,Harassment,Open Investigation,04/13/2023 02:27
839,Trespassing,Open Investigation,09/10/2023 07:14
840,False Public Alarm,Open Investigation,07/02/2023 03:26
841,Theft: Bias Incident,Open Investigation,09/27/2023 17:02
842,Defiant Trespass: Aggravated Assault, Arrest,11/23/2022 02:51
843,Theft,Open Investigation,09/25/2023 23:55
844,Theft,Open Investigation,02/19/2023 10:05
845,Intimidation,Unfounded,03/08/2023 17:58
846,False Public Alarm,Open Investigation,03/03/2023 01:30
847,Extortion,Open Investigation,12/11/2022 20:09
848,Assault,Open Investigation,07/19/2023 04:55
849,Criminal Mischief,Open Investigation,01/14/2023 06:27
850,Shoplifting ,Arrest,10/16/2022 21:17
851,Trespassing,Arrest,11/04/2022 21:44
852,Theft,Open Investigation,11/04/2023 23:30
853,Theft,Arrest,09/25/2023 01:11
854,Rape,Arrest,11/02/2023 23:44
855,Attempted Theft,Closed,03/19/2023 08:38
856,Trespass,Open Investigation,10/15/2023 08:29
857,Bias Intimidation,Open Investigation,08/26/2023 04:36
858,Harassment: Bias Incident,Open Investigation,11/25/2022 09:15
859,Shoplifting , Closed,02/16/2023 00:41
860,Theft,Open Investigation,12/16/2022 13:09
861,Trespassing,Open Investigation,11/05/2023 17:59
862,Theft,Open Investigation,06/01/2023 14:02
863,Lewdness,Open Investigation,04/08/2023 13:34
864,Theft,Open Investigation,02/25/2023 04:13
865,Terroristic Threats,Arrest,11/25/2022 10:11
866,Rape,Judicial Referral,11/28/2022 07:41
867,Trespassing,Closed,09/17/2023 10:08
868,Harassment,Open Investigation,03/08/2023 18:15
869,Stalking,Judicial Referral,11/19/2022 20:46
870,Harassment,Arrest,02/06/2023 23:00
871,Defiant Trespass, Closed,06/07/2023 20:18
872,Criminal Mischief,Open Investigation,11/22/2023 01:42
873,Theft,Open Investigation,11/23/2023 15:10
874,Fraud,Open Investigation,12/23/2022 04:20
875,Theft,Open Investigation,04/30/2023 15:38
876,Defiant Trespass: Aggravated Assault,Open Investigation,01/30/2023 19:18
877,Defiant Trespass: Aggravated Assault,Arrest,08/18/2023 05:52
878,Theft,Open Investigation,03/04/2023 22:29
879,Shoplifting,Arrest,11/08/2022 18:21
880,Theft,Judicial Referral,10/14/2023 14:51
881,Trespassing,Arrest,02/25/2023 17:15
882,Trespassing,Closed,11/01/2022 00:24
883,Bias Intimidation,Unfounded,12/14/2022 21:44
884,Shoplifting,Arrest,10/20/2023 00:49
885,Trespassing,Open Investigation,01/15/2023 21:42
886,Service of Warrant,Open Investigation,12/28/2022 18:54
887,Trespassing,Open Investigation,04/21/2023 23:15
888,Rape,Open Investigation,10/28/2023 00:39
889,Theft,Arrest,11/29/2022 23:13
890,Criminal Mischief,Open Investigation,09/05/2023 20:06
891,Shoplifting,Open Investigation,05/18/2023 11:21
892,Assault,Open Investigation,03/07/2023 00:06
893,Criminal Mischief, Arrest,11/22/2022 23:39
894,Shoplifting,Open Investigation,02/27/2023 19:32
895,False Public Alarm,Arrest,07/26/2023 01:57
896,Theft, Closed,08/27/2023 06:26
897,Theft,Arrest,05/19/2023 18:00
898,Trespassing,Unfounded,08/09/2023 05:47
899,Attempted Extortion,Open Investigation,08/07/2023 05:45
900,Harassment,Unfounded,08/31/2023 05:30
901,Criminal Mischief,Open Investigation,03/29/2023 09:32
902,Theft,Open Investigation,06/08/2023 01:11
903,Trespass,Open Investigation,01/21/2023 19:56
904,Burglary,Open Investigation,06/06/2023 14:13
905,Theft,Unfounded,12/11/2022 18:50
906,Trespass,Closed,01/01/2023 16:36
907,Aggravated Assault,Unfounded,03/03/2023 01:02
908,Theft,Open Investigation,11/28/2022 12:24
909,Theft,Open Investigation,09/23/2022 07:12
910,Trespassing,Open Investigation,05/01/2023 15:46
911,Harassment,Open Investigation,01/25/2023 16:36
912,Fraud,Closed,02/04/2023 12:22
913,Theft,Closed,07/12/2023 08:00
914,Shoplifting,,04/25/2023 03:10
915,Theft,Open Investigation,01/06/2023 10:26
916,Trespass,Open Investigation,06/06/2023 22:46
917,Criminal Mischief,Open Investigation,12/16/2022 02:58
918,Shoplifting,Open Investigation,04/04/2023 07:44
919,False Public Alarm,Open Investigation,02/01/2023 11:44
920,Harassment: Bias Incident,Open Investigation,01/10/2023 15:05
921,Theft: Bias Incident,Closed,06/05/2023 01:49
922,Trespassing,Open Investigation,03/29/2023 14:00
923,Liquor Law Violation,Unfounded,01/16/2023 07:22
924,Shoplifting,Arrest,06/02/2023 04:45
925,Domestic Violence: Harassment,Unfounded,07/28/2023 22:00
926,Theft,Open Investigation,03/15/2023 11:40
927,Shoplifting,Open Investigation,07/03/2023 16:14
928,False Public Alarm,Unfounded,01/29/2023 14:17
929,Trespassing,Closed,12/11/2023 11:09
930,Harassment,Open Investigation,09/16/2023 20:48
931,Theft,Open Investigation,09/03/2023 23:47
932,Burglary,Open Investigation,08/14/2023 21:49
933,Trespass,Open Investigation,06/09/2023 07:02
934,Harassment,Open Investigation,01/21/2023 22:12
935,False Public Alarm,Unfounded,09/07/2023 06:26
936,Trespassing,Open Investigation,10/11/2023 20:32
937,Fraud,Open Investigation,10/11/2023 19:48
938,Shoplifting,Arrest,07/28/2023 10:46
939,Harassment,Open Investigation,01/05/2023 22:29
940,Theft,Open Investigation,07/23/2023 10:24
941,Theft,Open Investigation,06/13/2023 19:56
942,Trespass,Open Investigation,01/03/2023 22:55
943,Extortion,Unfounded,04/22/2023 08:05
944,Defiant Trespass: Aggravated Assault,Open Investigation,03/22/2023 04:34
945,Trespassing,Arrest,07/27/2023 12:29
946,Theft,,10/19/2023 12:06
947,Harassment,Open Investigation,04/17/2023 14:12
948,Terroristic Threats,Closed,05/04/2023 16:21
949,Disorderly Conduct,Arrest,12/25/2022 01:39
950,Harassment: Domestic Violence,Open Investigation,07/01/2023 06:28
951,Trespassing,Unfounded,02/24/2023 16:16
952,Harassment,Arrest,08/31/2023 15:00
953,Liquor Law Violation,Arrest,07/18/2023 06:47
954,Burglary,Open Investigation,12/15/2022 15:41
955,Trespassing,Open Investigation,04/01/2023 17:42
956,Criminal Mischief,Unfounded,02/03/2023 20:23
957,Harassment: Bias Incident,Arrest,06/30/2023 19:59
958,Trespassing,Arrest,05/22/2023 21:55
959,Theft, Closed,01/05/2023 05:32
960,Trespassing,Open Investigation,11/20/2022 07:09
961,Rape,Arrest,04/21/2023 01:13
962,Rape,Closed,04/20/2023 09:31
963,Trespassing,Unfounded,10/07/2022 13:31
964,Theft,Open Investigation,12/08/2022 21:13
965,Theft,Arrest,10/28/2022 22:17
966,Fraud,Open Investigation,01/18/2023 04:39
967,Theft,Closed,07/04/2023 12:36
968,Trespassing, Arrest,01/21/2023 01:34
969,Theft,Unfounded,11/20/2022 16:03
970,Theft,Unfounded,09/23/2023 01:50
971,Theft,Unfounded,04/21/2023 10:24
972,Shoplifting,Open Investigation,05/23/2023 07:16
973,Harassment,Open Investigation,05/20/2023 07:08
974,Theft,Arrest,12/16/2022 19:42
975,Shoplifting,Open Investigation,09/14/2023 01:08
976,False Public Alarm,Open Investigation,01/20/2023 13:17
977,Theft,Arrest,01/13/2023 06:47
978,Theft,Unfounded,06/28/2023 19:47
979,Theft,Open Investigation,12/27/2022 23:27
980,Theft,Closed,10/10/2023 21:44
981,Theft,,12/14/2022 06:08
982,Bias Intimidation,Open Investigation,08/12/2023 16:31
983,Theft,Open Investigation,10/16/2023 03:08
984,Theft,Closed,12/18/2022 23:30
985,Theft,Open Investigation,10/14/2023 23:03
986,Theft,Open Investigation,03/18/2023 02:06
987,Fraud,Closed,10/05/2022 21:24
988,Theft,Open Investigation,10/28/2022 04:09
989,Theft: Criminal Mischief, Closed,02/24/2023 22:00
990,Theft,Open Investigation,11/18/2022 13:51
991,Assault,Open Investigation,10/16/2023 15:17
992,Trespass,Open Investigation,01/17/2023 19:32
993,Theft,Open Investigation,02/19/2023 21:49
994,Criminal Mischief,,11/01/2022 07:39
995,Trespassing,Open Investigation,05/01/2023 21:51
996,Theft,Open Investigation,05/31/2023 07:12
997,Shoplifting,Arrest,01/08/2023 17:16
998,Shoplifting ,Open Investigation,02/11/2023 02:47
999,Rape,Unfounded,10/04/2022 23:47
1000,Trespass,Open Investigation,02/07/2023 00:37
1001,Trespassing,Arrest,11/06/2023 09:39
1002,Theft,Open Investigation,08/19/2023 13:07
1003,Trespassing,Judicial Referral,10/03/2023 21:37
1004,Theft: Criminal Mischief,Closed,10/28/2023 13:15
1005,Criminal Mischief,Arrest,06/11/2023 08:35
1006,Trespass,Unfounded,08/26/2023 17:44
1007,Theft,Open Investigation,12/01/2022 09:36
1008,Terroristic Threats,Arrest,05/04/2023 11:47
1009,Criminal Mischief,Open Investigation,10/08/2023 09:01
1010,Shoplifting,Unfounded,10/27/2022 23:14
1011,Rape,Closed,06/29/2023 03:20
1012,Harassment: Domestic Violence,Unfounded,03/06/2023 08:35
1013,Trespassing,Open Investigation,02/06/2023 18:59
1014,Theft, Closed,05/26/2023 19:25
1015,Liquor Law Violation,Open Investigation,08/04/2023 14:32
1016,Attempted Extortion,Open Investigation,02/05/2023 04:23
1017,Trespassing,Closed,01/03/2023 15:58
1018,Fraud,Unfounded,10/26/2023 02:07
1019,Bias Intimidation,Open Investigation,07/28/2023 08:39
1020,Trespassing,Open Investigation,06/20/2023 16:57
1021,Shoplifting, Open Investigation,04/14/2023 13:47
1022,Fraud,Open Investigation,09/10/2023 15:17
1023,Possession of Burglary Tools 2,Open Investigation,04/16/2023 14:08
1024,Trespass,Open Investigation,12/23/2022 06:55
1025,Harassment: Fraud,Arrest,12/14/2022 04:08
1026,Theft,Open Investigation,10/05/2022 20:15
1027,Criminal Mischief,Open Investigation,10/18/2023 13:37
1028,Theft,Open Investigation,08/05/2023 22:52
1029,Trespass,Open Investigation,11/20/2022 16:35
1030,Theft,Closed,03/23/2023 14:15
1031,Attempted Extortion,Closed,10/22/2023 12:37
1032,Aggravated Assault,Closed,11/28/2022 15:20
1033,Lewdness,Arrest,03/26/2023 15:10
1034,Theft,Open Investigation,03/23/2023 22:57
1035,Theft,Open Investigation,09/20/2023 10:54
1036,Harassment,Open Investigation,11/06/2022 10:38
1037,Theft,Open Investigation,12/06/2022 20:13
1038,Lewdness,Open Investigation,04/12/2023 20:14
1039,Theft: Criminal Mischief,Open Investigation,11/08/2023 19:34
1040,Theft,Open Investigation,08/04/2023 21:50
1041,Possession of Burglary Tools 2,Open Investigation,02/17/2023 00:31
1042,Harassment: Fraud,Open Investigation,04/06/2023 22:31
1043,Trespassing,Closed,12/28/2022 18:16
1044,Trespassing,Open Investigation,12/18/2023 02:41
1045,Criminal Mischief,Closed,08/18/2023 13:33
1046,Attempted Theft,Open Investigation,07/07/2023 22:33
1047,Trespassing,Judicial Referral,11/07/2022 07:21
1048,Theft,Open Investigation,11/25/2022 04:05
1049,Harassment,Arrest,10/15/2023 09:13
1050,Assault,Open Investigation,05/08/2023 16:02
1051,Attempted Extortion,,09/28/2022 18:08
1052,Harassment: Stalking,Open Investigation,11/13/2022 13:48
1053,Trespassing,Unfounded,11/26/2022 14:26
1054,Extortion,Open Investigation,06/04/2023 09:42
1055,Theft,Open Investigation,01/13/2023 00:57
1056,Hindering Possession of Burglary Tools,Open Investigation,08/02/2023 21:52
1057,Trespass,unfounded,12/29/2022 22:13
1058,Trespassing,Closed,09/29/2022 02:50
1059,Trespass,Closed,12/17/2023 23:17
1060,Criminal Mischief,Open Investigation,01/06/2023 22:23
1061,Shoplifting,Open Investigation,09/15/2023 03:09
1062,Theft,Open Investigation,01/30/2023 02:23
1063,Attempted Fraud,Open Investigation,08/19/2023 21:05
1064,Harassment: Trespassing,Closed,02/18/2023 17:04
1065,Theft,Arrest,10/25/2022 22:28
1066,Theft,Arrest,09/13/2023 08:46
1067,Harassment,Open Investigation,03/31/2023 16:11
1068,Attempted Extortion,Unfounded,10/21/2023 02:07
1069,Shoplifting,Open Investigation,01/28/2023 22:59
1070,Theft,Open Investigation,03/16/2023 01:55
1071,Criminal Mischief,Judicial Referral,11/03/2022 06:21
1072,Defiant Trespass,Arrest,08/26/2023 08:02
1073,Burglary,Arrest,04/26/2023 20:31
1074,Theft,Open Investigation,02/10/2023 10:53
1075,Bias Intimidation,Open Investigation,02/16/2023 02:49
1076,Fraud,Open Investigation,03/12/2023 12:39
1077,Harassment,Arrest,12/04/2022 03:44
1078,Theft,Unfounded,01/24/2023 21:55
1079,Criminal Mischief,Open Investigation,06/10/2023 05:38
1080,Disorderly Conduct,Closed,09/04/2023 14:56
1081,Trespass,Arrest,08/31/2022 15:17
1082,Theft,Open Investigation,04/14/2023 14:53
1083,Trespassing,Judicial Referral,12/29/2022 16:36
1084,Service of Warrant,Open Investigation,10/24/2023 13:07
