,Classification,Disposition,datetime
544,Criminal Mischief,Open Investigation,12/11/2022 12:19
545,Trespassing,Unfounded,12/05/2022 21:59
546,Bias Intimidation,Unfounded,02/05/2023 08:08
547,Trespassing,Open Investigation,10/17/2022 14:49
548,Aggravated Assault,Open Investigation,05/21/2023 10:08
549,Theft,Open Investigation,06/11/2023 12:59
550,Shoplifting,Unfounded,11/06/2023 18:20
551,Harassment: Bias Incident,Open Investigation,10/12/2022 15:47
552,Attempted Theft,Open Investigation,12/25/2022 19:54
553,Shoplifting,Closed,05/29/2023 04:27
554,Trespassing,Unfounded,08/28/2023 11:17
555,Shoplifting,Unfounded,11/04/2023 00:38
556,Assault,Unfounded,01/27/2023 12:37
557,Trespassing,Open Investigation,12/29/2022 02:00
558,Trespassing,Open Investigation,03/30/2023 14:04
559,Criminal Mischief,Unfounded,05/11/2023 05:44
560,Trespassing,Unfounded,02/03/2023 10:16
561,Theft,Open Investigation,09/14/2023 03:33
562,Shoplifting,Arrest,03/26/2023 21:11
563,Trespassing,Closed,12/07/2022 00:48
564,Theft,Closed,12/08/2022 02:07
565,Domestic Violence: Harassment,Open Investigation,01/15/2023 09:18
566,Fraud,Unfounded,02/11/2023 09:53
567,Criminal Mischief,Open Investigation,12/30/2022 07:04
568,Theft,Open Investigation,06/09/2023 18:46
569,Defiant Trespass: Aggravated Assault,Open Investigation,01/14/2023 13:08
570,Rape,Arrest,07/23/2023 17:41
571,Hindering Possession of Burglary Tools,Arrest,10/04/2023 22:10
572,Shoplifting,Open Investigation,07/29/2023 01:27
573,Extortion,Open Investigation,01/22/2023 20:23
574,Attempted Trespass 2,Open Investigation,04/11/2023 19:48
575,Theft, Arrest,10/14/2023 02:17
576,Rape,Closed,09/04/2023 12:09
577,Possession of Burglary Tools 2,Open Investigation,01/14/2023 23:48
578,Shoplifting ,Unfounded,03/31/2023 07:25
579,Service of Warrant,Open Investigation,02/20/2023 23:26
580,Theft,Open Investigation,05/03/2023 09:41
581,Theft,Open Investigation,08/23/2023 23:17
582,Shoplifting,Open Investigation,07/11/2023 18:02
583,Harassment: Domestic Violence,Closed,02/05/2023 22:17
584,Shoplifting ,Unfounded,12/31/2022 16:16
585,Theft,Arrest,09/23/2023 13:33
586,Defiant Trespass: Aggravated Assault,Arrest,08/03/2023 23:47
587,Trespass,Unfounded,04/05/2023 22:41
588,Attempted Extortion,Arrest,06/21/2023 19:13
589,Lewdness,Open Investigation,02/20/2023 09:43
590,Trespass,Closed,06/14/2023 14:00
591,Lewdness,Closed,06/10/2023 03:53
592,Harassment,Open Investigation,03/06/2023 08:06
593,Criminal Mischief,Open Investigation,07/07/2023 02:30
594,Criminal Mischief,Open Investigation,04/24/2023 13:20
595,Possession of Burglary Tools 2, Arrest,04/26/2023 12:32
596,Criminal Mischief,Open Investigation,11/08/2022 14:34
597,Attempted Fraud,Unfounded,01/07/2023 08:07
598,Trespassing,Open Investigation,11/28/2022 14:43
599,Harassment,Arrest,11/09/2022 11:51
600,Defiant Trespass,Unfounded,06/16/2023 04:39
601,Harassment: Bias Incident,Open Investigation,06/09/2023 00:53
602,Assault: Domestic Violence,unfounded,03/02/2023 07:35
603,Fraud,Arrest,07/03/2023 05:03
604,Shoplifting ,Closed,10/25/2023 17:57
605,Theft,Arrest,11/18/2022 05:45
606,Harassment,Open Investigation,10/18/2023 06:56
607,Assault: Domestic Violence,Open Investigation,02/10/2023 20:27
608,Theft,Open Investigation,05/11/2023 23:31
609,Trespassing,Closed,11/30/2022 10:17
610,Burglary, Open Investigation,03/13/2023 01:59
611,Trespassing,Open Investigation,11/27/2022 09:20
612,Harassment: Bias Incident,Open Investigation,11/24/2022 17:11
613,Shoplifting, Closed,02/22/2023 06:07
614,Theft,Closed,11/01/2022 00:23
615,Shoplifting,Unfounded,11/16/2023 11:59
616,Identity Theft,Judicial Referral,01/09/2023 07:21
617,Burglary,Arrest,01/22/2023 16:21
618,Harassment,Open Investigation,09/09/2023 04:54
619,Lewdness,Arrest,02/12/2023 14:14
620,Trespassing,Unfounded,10/11/2023 05:14
621,Shoplifting,Open Investigation,04/21/2023 12:33
622,Shoplifting,Unfounded,10/23/2023 03:39
623,Identity Theft,,01/29/2023 11:59
624,Theft,Closed,03/23/2023 23:54
625,Hindering Possession of Burglary Tools,Unfounded,08/02/2023 10:58
626,Stalking,Arrest,09/04/2023 23:55
627,Criminal Mischief,Open Investigation,09/07/2023 11:40
628,Shoplifting,Unfounded,09/23/2022 03:07
629,Shoplifting,Judicial Referral,07/03/2023 14:02
630,Theft,Open Investigation,11/24/2023 02:09
631,False Public Alarm,Open Investigation,12/15/2022 14:54
632,Defiant Trespass: Aggravated Assault,,03/19/2023 04:35
633,Theft,Open Investigation,12/01/2022 10:37
634,Trespassing,Open Investigation,10/05/2023 00:47
635,Theft,Open Investigation,04/21/2023 06:17
636,Shoplifting,Open Investigation,01/02/2023 20:09
637,Theft,Judicial Referral,12/24/2022 21:27
638,Trespass, Arrest,09/10/2023 15:52
639,Attempted Fraud,Open Investigation,11/05/2023 22:54
640,Criminal Mischief,Open Investigation,11/27/2022 05:13
641,Attempted Fraud,Arrest,11/09/2022 07:55
642,Shoplifting,Open Investigation,11/05/2023 03:26
643,Trespassing,Open Investigation,03/18/2023 23:04
644,Criminal Mischief,Open Investigation,10/16/2023 11:31
645,Trespass,Open Investigation,08/23/2023 05:12
646,Theft,Open Investigation,11/23/2022 07:00
647,Theft,Open Investigation,04/23/2023 10:03
648,Trespassing,Arrest,09/12/2022 00:51
649,Trespassing,Open Investigation,07/14/2023 17:27
650,Theft, Arrest,07/05/2023 13:52
651,Theft: Bias Incident, Closed,12/09/2023 00:06
652,Shoplifting,unfounded,05/10/2023 18:40
653,Harassment,Open Investigation,06/03/2023 09:43
654,Trespassing,Open Investigation,08/23/2023 23:15
655,Burglary,Unfounded,08/01/2023 20:08
656,Trespass,Open Investigation,06/17/2023 06:37
657,Theft,Open Investigation,12/22/2022 20:14
658,Attempted Extortion,unfounded,03/13/2023 12:47
659,Theft,Open Investigation,03/29/2023 01:22
660,Criminal Mischief,Open Investigation,10/11/2022 07:25
661,Shoplifting,Arrest,01/16/2023 08:21
662,Harassment,Open Investigation,01/30/2023 12:36
663,Theft,Open Investigation,05/06/2023 23:46
664,Shoplifting,Arrest,07/16/2023 11:14
665,False Public Alarm,,05/15/2023 12:49
666,Harassment, Open Investigation,06/12/2023 14:24
667,Shoplifting,Open Investigation,07/05/2023 15:57
668,Trespass,Open Investigation,03/02/2023 09:34
669,Disorderly Conduct,Open Investigation,11/22/2022 06:11
670,Theft,Arrest,10/17/2022 20:39
671,Theft,Closed,12/11/2023 17:27
672,Harassment,Unfounded,07/12/2023 03:40
673,Assault: Domestic Violence,,07/14/2023 16:17
674,Trespass,,11/15/2023 14:04
675,Theft,Open Investigation,01/09/2023 10:52
676,Theft,Open Investigation,01/19/2023 10:02
677,Attempted Extortion,Open Investigation,02/20/2023 09:41
678,Theft: Bias Incident,Closed,01/29/2023 04:10
679,Lewdness,Open Investigation,01/26/2023 18:49
680,Assault,Open Investigation,03/17/2023 00:51
681,Theft,Open Investigation,05/03/2023 23:04
682,Attempted Theft,Closed,07/24/2023 16:13
683,Disorderly Conduct,Open Investigation,12/21/2022 05:01
684,Harassment,Open Investigation,08/04/2023 22:46
685,Shoplifting,Closed,02/11/2023 14:53
686,Theft,Arrest,11/06/2022 18:57
687,Theft,Arrest,12/24/2022 18:14
688,Theft,Open Investigation,02/08/2023 17:26
689,Lewdness,Open Investigation,04/22/2023 09:19
690,Burglary,Open Investigation,04/05/2023 23:10
691,Defiant Trespass: Aggravated Assault, Closed,04/19/2023 12:21
692,Trespassing,Open Investigation,09/08/2023 22:56
693,Shoplifting,Arrest,12/08/2022 13:11
694,Shoplifting,Arrest,04/02/2023 13:00
695,Trespassing,Closed,08/29/2023 01:06
696,Liquor Law Violation,Unfounded,03/08/2023 17:17
697,Criminal Mischief,Open Investigation,09/19/2023 03:19
698,Harassment,Open Investigation,12/12/2022 13:16
699,Trespass,Open Investigation,07/31/2023 17:22
700,Trespass,Open Investigation,05/20/2023 19:53
701,Theft,Open Investigation,08/21/2023 16:55
702,Harassment,Open Investigation,09/12/2023 00:16
703,Trespass,Closed,12/10/2022 07:48
704,Terroristic Threats, Arrest,08/22/2023 01:08
705,Trespassing,Arrest,10/15/2022 12:57
706,Harassment, Arrest,02/16/2023 04:07
707,Trespass,Open Investigation,09/18/2022 00:18
708,Theft,Arrest,10/19/2023 10:38
709,Theft,Open Investigation,12/05/2022 19:14
710,Harassment,Open Investigation,09/23/2023 17:18
711,Theft,Arrest,07/20/2023 23:31
712,Theft,Arrest,01/06/2023 12:47
713,Theft,Open Investigation,04/30/2023 02:22
714,Defiant Trespass,Arrest,02/01/2023 19:06
715,Trespassing,Unfounded,11/03/2023 08:45
716,Criminal Mischief,Closed,10/06/2023 16:11
717,Trespassing,,08/08/2023 13:35
718,Harassment,Unfounded,03/11/2023 10:14
719,Harassment,Judicial Referral,06/02/2023 17:41
720,Criminal Mischief, Open Investigation,05/11/2023 12:58
721,Fraud,Open Investigation,03/29/2023 15:00
722,Criminal Mischief,Arrest,10/15/2023 00:18
723,Shoplifting ,Unfounded,03/22/2023 11:43
724,Fraud,Open Investigation,10/14/2023 13:24
725,Trespass,Closed,09/04/2023 11:18
726,Theft,Open Investigation,12/03/2022 19:56
727,Theft,Open Investigation,11/28/2023 12:58
728,Trespassing,Arrest,02/01/2023 11:34
729,Theft,Open Investigation,07/23/2023 09:42
730,Theft,Open Investigation,06/19/2023 00:37
731,Theft,Unfounded,02/14/2023 01:29
732,Criminal Mischief,Open Investigation,09/16/2023 07:21
733,Theft,Open Investigation,05/19/2023 15:01
734,Theft,Closed,07/23/2023 00:27
735,Theft,Open Investigation,01/18/2023 06:40
736,Trespass,Open Investigation,08/11/2023 17:54
737,Bias Intimidation,Open Investigation,10/11/2023 11:59
738,Theft,Open Investigation,07/29/2023 22:16
739,Bias Intimidation,Open Investigation,08/11/2023 18:51
740,Trespassing,Open Investigation,05/26/2023 22:28
741,Shoplifting, Open Investigation,05/09/2023 19:28
742,Trespassing,Open Investigation,05/26/2023 05:54
743,Disorderly Conduct,Open Investigation,07/04/2023 10:28
744,Defiant Trespass,Open Investigation,11/30/2022 22:15
745,Harassment,Arrest,02/25/2023 06:25
746,Harassment,Open Investigation,10/29/2022 23:32
747,Intimidation,Open Investigation,10/15/2023 03:59
748,Trespassing,Open Investigation,06/18/2023 07:27
749,Lewdness,Open Investigation,11/05/2022 01:50
750,Theft,Open Investigation,10/05/2023 01:29
751,Theft,Open Investigation,11/10/2022 23:42
752,Theft,unfounded,10/16/2023 13:40
753,Theft,Open Investigation,11/19/2023 13:53
754,Criminal Mischief,Open Investigation,06/17/2023 13:20
755,Criminal Mischief,Open Investigation,02/27/2023 16:35
756,Trespass, Open Investigation,10/15/2023 05:00
757,Assault: Domestic Violence,Open Investigation,02/18/2023 13:20
758,Trespassing,Open Investigation,03/28/2023 14:39
759,Criminal Mischief,Open Investigation,10/09/2023 12:20
760,Criminal Mischief,Open Investigation,06/17/2023 15:31
761,Service of Warrant,Closed,12/31/2022 02:38
762,Theft,Arrest,12/11/2022 11:58
763,Hindering Possession of Burglary Tools,Closed,02/03/2023 05:26
764,Burglary,Open Investigation,12/17/2022 18:21
765,Criminal Mischief,Open Investigation,05/21/2023 11:11
766,Criminal Mischief,Open Investigation,02/22/2023 09:22
767,Shoplifting,Open Investigation,06/22/2023 22:31
768,Shoplifting,Arrest,12/29/2022 10:40
769,Theft,Open Investigation,01/01/2023 15:40
770,Theft,Open Investigation,01/17/2023 13:05
771,Trespassing, Open Investigation,04/22/2023 00:21
772,Burglary,Arrest,05/01/2023 15:00
773,Theft,Open Investigation,07/29/2023 14:22
774,Extortion,Open Investigation,07/28/2023 04:49
775,Theft,Open Investigation,06/22/2023 10:32
776,Trespass,unfounded,05/20/2023 19:40
777,Trespass,Open Investigation,01/17/2023 23:34
778,Defiant Trespass,Open Investigation,01/01/2023 11:36
779,Hindering Possession of Burglary Tools,Closed,02/21/2023 00:59
780,Assault: Domestic Violence,Open Investigation,06/03/2023 23:31
781,Attempted Fraud,Judicial Referral,01/17/2023 00:16
782,Attempted Theft,,04/05/2023 19:42
783,Harassment: Bias Incident,,02/07/2023 04:14
784,Theft,Open Investigation,03/04/2023 15:29
785,Hindering Possession of Burglary Tools,Open Investigation,10/23/2023 22:38
786,Theft,Arrest,05/25/2023 15:45
787,Theft,Open Investigation,02/21/2023 01:47
788,Criminal Mischief,Arrest,10/05/2022 04:33
789,Disorderly Conduct,Arrest,10/20/2022 18:57
790,Harassment,Open Investigation,08/14/2023 10:55
791,Rape,Open Investigation,07/02/2023 17:45
792,Theft,Open Investigation,04/08/2023 17:35
793,Fraud,Open Investigation,07/07/2023 02:36
794,Trespassing,Open Investigation,11/12/2022 21:46
795,Harassment,Open Investigation,07/23/2022 05:05
796,Theft,,02/20/2023 00:49
797,Theft,Closed,08/16/2023 16:14
798,Domestic Violence: Harassment,Unfounded,01/06/2023 19:58
799,Trespassing,Open Investigation,12/24/2022 05:26
800,Aggravated Assault,Open Investigation,07/13/2023 04:55
801,Harassment, Closed,11/17/2022 18:34
802,Trespass,Open Investigation,08/10/2023 02:58
803,False Public Alarm,Arrest,09/22/2023 10:59
804,Theft: Criminal Mischief,Unfounded,05/28/2023 23:36
805,Rape,Open Investigation,10/31/2022 18:25
806,Identity Theft,Open Investigation,08/18/2023 13:06
807,Shoplifting ,Unfounded,12/30/2022 05:17
808,Shoplifting,Closed,01/24/2023 07:23
809,Criminal Mischief,Open Investigation,12/15/2022 01:03
810,Criminal Mischief,Open Investigation,05/07/2023 22:00
811,Fraud,Arrest,03/13/2023 04:34
812,Theft, Arrest,03/30/2023 16:25
813,Theft,Open Investigation,10/27/2022 05:20
814,Theft,Open Investigation,01/11/2023 14:31
815,Stalking,Arrest,11/09/2023 21:34
816,Shoplifting,Open Investigation,06/09/2023 04:33
817,Trespassing,Open Investigation,12/31/2022 20:16
818,Shoplifting,Open Investigation,07/27/2023 02:30
819,False Public Alarm, Open Investigation,11/21/2023 06:03
820,Theft,Arrest,02/13/2023 01:31
821,Theft,Open Investigation,10/25/2023 19:57
822,Theft,Unfounded,05/24/2023 12:09
823,Theft,Open Investigation,04/25/2023 00:30
824,Defiant Trespass: Aggravated Assault,Arrest,03/26/2023 00:43
825,Shoplifting,Open Investigation,12/09/2022 14:06
826,Fraud,Open Investigation,12/16/2023 06:24
827,Theft,Open Investigation,02/26/2023 07:29
828,Disorderly Conduct,Open Investigation,03/22/2023 08:27
829,Theft, Arrest,03/10/2023 14:21
830,Theft,Arrest,07/29/2023 03:54
831,Theft,Open Investigation,02/02/2023 22:23
832,Criminal Mischief,Arrest,01/09/2023 05:15
833,Rape,Open Investigation,10/17/2022 15:34
834,Defiant Trespass, Arrest,03/21/2023 23:06
835,Trespassing,Open Investigation,07/02/2023 02:45
836,Trespass,,02/01/2023 06:12
837,Theft,Closed,01/11/2023 16:22
838,Trespassing,Open Investigation,09/07/2023 08:48
839,Harassment: Bias Incident,Arrest,07/25/2023 21:23
840,Harassment: Bias Incident,Closed,02/04/2023 15:03
841,Trespassing,Unfounded,12/17/2022 17:35
842,Assault,Open Investigation,09/30/2023 12:19
843,Theft,Unfounded,10/30/2023 04:11
844,Trespassing,Unfounded,09/05/2023 14:01
845,Trespassing,Open Investigation,04/30/2023 04:34
846,Rape,Arrest,05/14/2023 20:04
847,Disorderly Conduct,,01/10/2023 08:31
848,Trespassing,Closed,11/26/2022 20:51
849,Theft,Open Investigation,09/16/2023 06:11
850,Harassment,Open Investigation,02/17/2023 14:48
851,Harassment,Open Investigation,01/29/2023 23:31
852,Theft,Open Investigation,03/01/2023 02:10
853,Theft,Open Investigation,09/06/2023 11:52
854,Theft,Open Investigation,12/09/2022 10:39
855,Harassment,Judicial Referral,01/11/2023 09:18
856,Harassment,Open Investigation,12/06/2022 01:55
857,Rape,Open Investigation,06/05/2023 08:42
858,Trespass,Open Investigation,03/26/2023 23:21
859,Possession of Burglary Tools 2,Open Investigation,06/18/2023 16:26
860,Harassment,Arrest,01/01/2023 13:27
861,Shoplifting ,Open Investigation,07/23/2023 18:58
862,Assault,Unfounded,08/26/2023 15:35
863,Trespass,Arrest,05/18/2023 19:10
864,Theft,Open Investigation,10/01/2022 19:28
865,Shoplifting,Arrest,07/08/2023 20:03
866,Harassment: Bias Incident,Arrest,01/11/2023 22:41
867,Attempted Theft,Open Investigation,03/10/2023 16:02
868,Fraud,Open Investigation,02/21/2023 09:36
869,Service of Warrant,Open Investigation,12/01/2022 08:56
870,Bias Intimidation,Open Investigation,12/29/2022 15:42
871,Criminal Mischief,,05/04/2023 21:13
872,Harassment: Fraud,Unfounded,04/30/2023 01:25
873,False Public Alarm,Open Investigation,01/16/2023 04:11
874,Theft,Arrest,03/04/2023 19:47
875,Trespassing,Arrest,12/03/2022 09:03
876,Theft,Arrest,08/16/2022 03:34
877,Criminal Mischief,Open Investigation,02/01/2023 09:00
878,Fraud,Open Investigation,12/26/2022 10:07
879,Harassment,Arrest,12/19/2023 21:04
880,Fraud,Open Investigation,06/08/2023 17:43
881,Theft,Closed,10/03/2023 04:52
882,Intimidation,Closed,10/05/2023 07:52
883,Criminal Mischief,Open Investigation,05/19/2023 01:05
884,Defiant Trespass,Open Investigation,07/03/2023 03:06
885,Trespassing,Judicial Referral,02/28/2023 14:28
886,False Public Alarm,Open Investigation,10/13/2023 15:57
887,Theft,Open Investigation,06/06/2023 22:59
888,Trespassing,Open Investigation,09/05/2023 09:21
889,Theft,Arrest,09/10/2023 10:21
890,Harassment: Stalking,Open Investigation,11/25/2022 07:33
891,Service of Warrant,Unfounded,10/10/2022 00:50
892,Disorderly Conduct,Arrest,09/05/2022 09:16
893,Trespass,Closed,02/22/2023 09:03
894,Disorderly Conduct,Closed,06/17/2023 16:01
895,Burglary,Open Investigation,09/04/2022 23:52
896,Assault,Open Investigation,01/26/2023 18:45
897,Rape,,08/21/2023 01:14
898,Disorderly Conduct,Open Investigation,11/13/2022 16:25
899,Burglary,Arrest,12/20/2022 23:26
900,Fraud,Open Investigation,10/05/2022 03:28
901,Theft,Open Investigation,02/20/2023 11:18
902,Assault,Open Investigation,09/09/2023 07:23
903,Terroristic Threats,Arrest,11/13/2022 11:34
904,Trespassing,Open Investigation,03/26/2023 14:22
905,Harassment: Trespassing,Unfounded,09/17/2023 00:01
906,Trespassing,Open Investigation,11/07/2023 21:56
907,Harassment,Open Investigation,05/31/2023 11:14
908,Domestic Violence: Harassment,Open Investigation,07/31/2023 08:34
909,Trespassing,Open Investigation,05/13/2023 07:38
910,False Public Alarm,Open Investigation,08/20/2023 12:23
911,Attempted Trespass 2,Open Investigation,11/09/2022 08:33
912,Obstruction of Justice,Open Investigation,03/24/2023 02:14
913,Theft,Open Investigation,11/04/2022 07:24
914,Theft,Arrest,06/13/2023 06:17
915,Theft,unfounded,03/04/2023 14:00
916,Harassment,Open Investigation,02/22/2023 21:01
917,Trespassing,Open Investigation,01/03/2023 10:14
918,Theft,Arrest,10/04/2023 12:28
919,Harassment,Open Investigation,12/16/2022 08:13
920,Theft,Closed,12/15/2022 20:11
921,Shoplifting,Closed,04/16/2023 00:00
922,Aggravated Assault,Open Investigation,12/30/2022 21:13
923,Trespassing,Arrest,02/09/2023 18:27
924,Rape,Arrest,05/22/2023 18:07
925,Shoplifting,Open Investigation,10/05/2022 10:01
926,Shoplifting,Open Investigation,07/04/2023 21:29
927,Service of Warrant,Open Investigation,05/14/2023 20:42
928,Criminal Mischief,Open Investigation,02/13/2023 09:03
929,Trespassing,Arrest,11/07/2022 10:03
930,Trespass,Open Investigation,03/30/2023 08:15
931,Criminal Mischief,Unfounded,07/19/2023 05:18
932,Theft,Open Investigation,09/26/2022 15:38
933,Theft,Open Investigation,09/30/2023 03:23
934,Theft: Criminal Mischief,Arrest,11/10/2023 03:39
935,Trespassing, Open Investigation,10/22/2023 11:32
936,Defiant Trespass: Aggravated Assault,Judicial Referral,08/27/2023 07:03
937,Trespassing,Arrest,02/06/2023 10:17
938,Trespassing,Closed,05/22/2023 08:13
939,Theft,Open Investigation,01/27/2023 07:00
940,Rape, Arrest,05/21/2023 03:34
941,Theft,Open Investigation,11/29/2022 10:17
942,Trespassing,Open Investigation,08/16/2023 00:35
943,Theft,unfounded,01/03/2023 01:18
944,Theft,Open Investigation,12/22/2022 20:42
945,Trespass,Closed,06/11/2023 12:14
946,Criminal Mischief,Closed,12/02/2022 04:04
947,Liquor Law Violation,Open Investigation,01/06/2023 23:47
948,Trespass,unfounded,03/03/2023 08:54
949,Hindering Possession of Burglary Tools,Closed,12/29/2023 01:59
950,Shoplifting,Open Investigation,03/01/2023 09:23
951,Attempted Fraud,Open Investigation,09/05/2023 11:15
952,Theft,Open Investigation,04/22/2023 07:21
953,Trespassing,Open Investigation,10/10/2023 06:56
954,Trespassing,Open Investigation,06/10/2023 09:01
955,Fraud,Closed,01/23/2023 00:15
956,Lewdness,Open Investigation,06/13/2023 03:36
957,Theft,Open Investigation,12/18/2022 17:16
958,Criminal Mischief,Open Investigation,01/27/2023 02:14
959,Shoplifting,Open Investigation,06/06/2023 18:52
960,Theft,Arrest,01/31/2023 00:54
961,Theft,Open Investigation,06/16/2023 20:51
962,Trespassing,Open Investigation,11/12/2023 09:45
963,Bias Intimidation, Arrest,06/05/2023 10:53
964,Shoplifting,Closed,12/15/2023 13:54
965,Shoplifting,Unfounded,09/13/2023 14:13
966,Domestic Violence: Harassment,Unfounded,04/23/2023 05:41
967,Trespassing,unfounded,04/15/2023 09:17
968,Burglary,Open Investigation,11/24/2022 21:14
969,Theft,unfounded,07/10/2023 04:56
970,Attempted Fraud,Open Investigation,09/26/2023 23:47
971,Theft,Open Investigation,01/31/2023 16:49
972,Shoplifting,Arrest,04/12/2023 23:29
973,Fraud,Open Investigation,05/08/2023 21:42
974,Assault: Domestic Violence,Open Investigation,02/22/2023 07:34
975,Rape,Open Investigation,09/15/2023 09:56
976,Attempted Theft,Arrest,02/17/2023 06:29
977,Obstruction of Justice,Unfounded,12/20/2022 12:24
978,Terroristic Threats,Open Investigation,09/30/2023 23:30
979,Theft,Open Investigation,05/03/2023 20:46
980,Stalking,Closed,06/26/2023 17:30
981,Fraud,Open Investigation,09/15/2022 11:56
982,Aggravated Assault,Open Investigation,04/20/2023 15:46
983,Service of Warrant,Open Investigation,10/06/2022 14:36
984,Lewdness,Open Investigation,05/03/2023 05:29
985,Trespassing, Closed,09/25/2023 07:03
986,Theft,Open Investigation,03/22/2023 19:51
987,Rape,Open Investigation,09/17/2022 15:05
988,Defiant Trespass,Unfounded,09/28/2023 08:10
989,Shoplifting,Open Investigation,10/31/2022 07:52
990,Trespassing,Arrest,03/10/2023 22:47
991,Shoplifting,Open Investigation,10/17/2023 00:47
992,Attempted Extortion,Open Investigation,10/21/2022 17:11
993,Theft: Bias Incident,Arrest,12/07/2022 16:34
994,Harassment,Arrest,02/14/2023 22:39
995,Shoplifting ,Open Investigation,11/09/2022 09:42
996,Domestic Violence: Harassment,Open Investigation,03/18/2023 14:16
997,Harassment,Open Investigation,12/22/2022 05:04
998,Possession of Burglary Tools 2,Arrest,10/14/2023 07:37
999,Shoplifting,Open Investigation,01/04/2023 17:15
1000,Shoplifting,Open Investigation,04/16/2023 18:16
1001,Attempted Theft,Unfounded,10/30/2022 11:20
1002,Harassment,Open Investigation,05/19/2023 08:03
1003,Trespassing,Closed,03/09/2023 14:51
1004,Trespass,Closed,02/14/2023 13:38
1005,Assault, Arrest,01/03/2023 14:41
1006,Theft,Open Investigation,09/13/2023 00:18
1007,Theft,Arrest,02/16/2023 06:56
1008,Burglary,Open Investigation,09/13/2022 16:23
1009,Theft: Criminal Mischief,Open Investigation,12/08/2022 09:43
1010,Theft,Closed,08/10/2023 11:16
1011,Harassment,Open Investigation,01/02/2023 17:16
1012,Harassment,Open Investigation,08/20/2023 15:15
1013,Shoplifting ,Arrest,04/02/2023 03:11
1014,Extortion,Arrest,04/11/2023 12:09
1015,Defiant Trespass,Arrest,12/02/2022 01:22
1016,Attempted Extortion,Open Investigation,12/02/2023 21:53
1017,Harassment,Open Investigation,07/24/2023 09:56
1018,Burglary, Arrest,12/29/2022 03:47
1019,Theft,Arrest,09/14/2023 16:31
1020,Criminal Mischief,Judicial Referral,10/26/2022 08:16
1021,Theft,Open Investigation,06/07/2023 09:59
1022,Theft,Open Investigation,12/01/2022 10:07
1023,Theft,Open Investigation,12/08/2022 14:53
1024,Theft,Arrest,09/10/2023 07:40
1025,Trespassing,Arrest,09/05/2022 17:00
1026,Rape,Open Investigation,12/31/2022 11:03
1027,Intimidation,Open Investigation,11/15/2022 15:49
1028,Shoplifting,Judicial Referral,02/09/2023 20:26
1029,Harassment: Domestic Violence,Open Investigation,11/10/2023 13:06
1030,Theft,Open Investigation,04/02/2023 08:33
1031,Shoplifting,Judicial Referral,02/15/2023 06:44
1032,Criminal Mischief, Open Investigation,06/21/2023 20:14
1033,Harassment: Stalking,Closed,08/23/2023 09:41
1034,Theft,Open Investigation,09/02/2023 00:20
1035,Trespassing,Open Investigation,07/16/2023 09:57
1036,Trespassing,Open Investigation,01/05/2023 11:08
1037,Shoplifting,Unfounded,10/26/2023 19:34
1038,Lewdness,Open Investigation,09/01/2023 14:19
1039,False Public Alarm,Closed,04/18/2023 23:07
1040,Harassment: Fraud,Open Investigation,10/18/2022 20:08
1041,Harassment: Bias Incident,Open Investigation,02/18/2023 15:45
1042,Trespass,Closed,08/07/2023 06:55
1043,Trespassing,Arrest,12/24/2022 00:41
1044,Attempted Extortion,Unfounded,01/24/2023 09:13
1045,Harassment,Open Investigation,08/13/2023 15:26
1046,Burglary,Unfounded,12/17/2023 22:59
1047,Theft,Open Investigation,01/26/2023 02:59
1048,Trespass,Unfounded,04/27/2023 14:05
1049,Theft,Unfounded,12/10/2022 07:39
1050,Service of Warrant,Closed,04/12/2023 07:19
1051,Theft,Open Investigation,03/21/2023 01:35
1052,Shoplifting,Arrest,01/08/2023 18:32
1053,Trespassing,Open Investigation,03/05/2023 02:28
1054,Trespassing,Open Investigation,02/09/2023 18:20
1055,Theft,Arrest,10/24/2022 10:26
1056,Obstruction of Justice,Open Investigation,03/17/2023 23:56
1057,Defiant Trespass,Closed,05/15/2023 10:09
1058,Rape,Judicial Referral,03/06/2023 16:56
1059,Assault,Open Investigation,08/09/2023 18:36
1060,False Public Alarm,Unfounded,02/08/2023 15:14
1061,Trespassing,Open Investigation,01/07/2023 07:48
1062,Trespassing,Arrest,04/13/2023 22:06
1063,Trespass,Closed,08/08/2023 07:50
1064,Theft,Open Investigation,07/09/2023 05:59
1065,Criminal Mischief, Closed,07/31/2023 05:19
1066,Assault,Open Investigation,03/23/2023 00:04
1067,Trespassing,Judicial Referral,09/12/2023 22:11
1068,Harassment,Arrest,09/24/2023 16:04
1069,Shoplifting,Open Investigation,07/19/2023 07:43
1070,Liquor Law Violation,Arrest,10/19/2023 14:12
1071,Rape,Open Investigation,02/26/2023 08:51
1072,Trespass, Arrest,09/06/2023 21:28
1073,False Public Alarm,Arrest,03/18/2023 07:50
1074,Burglary,Unfounded,07/23/2023 00:05
1075,Hindering Possession of Burglary Tools,Open Investigation,02/10/2023 17:09
1076,Assault,Arrest,01/20/2023 14:36
1077,Fraud,Open Investigation,12/05/2022 20:16
1078,Trespassing,Open Investigation,07/18/2023 02:41
1079,Domestic Violence: Harassment,Judicial Referral,05/25/2023 22:16
1080,Theft,Judicial Referral,04/14/2023 17:58
1081,Shoplifting ,Open Investigation,02/27/2023 15:47
1082,Shoplifting,Open Investigation,02/01/2023 12:30
