,Classification,Disposition,datetime
539,False Public Alarm,Open Investigation,10/21/2023 08:47
540,Criminal Mischief,Open Investigation,12/13/2022 05:05
541,Trespassing,Open Investigation,08/11/2023 15:38
542,Trespassing,Unfounded,07/10/2023 13:10
543,Service of Warrant,Closed,08/28/2023 21:52
544,Theft,Unfounded,12/23/2022 00:59
545,Theft,Open Investigation,04/12/2023 22:01
546,False Public Alarm,Open Investigation,07/01/2023 09:22
547,Terroristic Threats,Arrest,04/24/2023 11:34
548,Liquor Law Violation,Open Investigation,01/28/2023 01:25
549,Shoplifting,Open Investigation,08/28/2023 21:03
550,Disorderly Conduct,Open Investigation,11/02/2022 21:02
551,Theft,Open Investigation,07/04/2023 12:02
552,Trespass,Arrest,12/12/2022 09:20
553,Criminal Mischief,Open Investigation,01/21/2023 00:31
554,Rape,Arrest,09/21/2023 03:42
555,Theft,Open Investigation,10/09/2023 07:12
556,Theft: Criminal Mischief,Open Investigation,04/01/2023 07:52
557,Theft,Open Investigation,10/25/2022 15:38
558,Theft,Unfounded,08/19/2023 02:55
559,Trespassing,Arrest,10/21/2023 23:56
560,Attempted Extortion,Open Investigation,09/05/2023 23:55
561,Service of Warrant,Arrest,07/22/2023 16:22
562,Trespassing,Closed,11/08/2022 22:53
563,Theft, Open Investigation,09/23/2022 13:22
564,Theft,Open Investigation,11/14/2022 06:59
565,Harassment: Bias Incident,Open Investigation,03/02/2023 12:38
566,Theft,,04/17/2023 10:30
567,Identity Theft,Arrest,07/16/2023 06:59
568,Defiant Trespass: Aggravated Assault,Open Investigation,08/07/2023 05:48
569,Defiant Trespass,Unfounded,06/02/2023 22:54
570,Assault,Closed,06/24/2023 05:31
571,Defiant Trespass: Aggravated Assault,Arrest,07/07/2023 20:14
572,Trespassing,Judicial Referral,03/30/2023 20:46
573,Criminal Mischief, Arrest,02/05/2023 17:32
574,Criminal Mischief,Open Investigation,12/07/2022 02:07
575,Trespassing,Arrest,09/05/2023 03:22
576,Theft, Open Investigation,12/04/2022 03:38
577,False Public Alarm,Open Investigation,01/02/2023 02:03
578,Lewdness,Open Investigation,10/16/2023 08:10
579,Attempted Fraud,Open Investigation,09/18/2023 08:21
580,Fraud,Open Investigation,02/23/2023 03:48
581,Shoplifting,Open Investigation,02/19/2023 15:55
582,Trespassing,Open Investigation,05/18/2023 10:20
583,Fraud,Arrest,11/09/2023 11:43
584,Stalking,Open Investigation,05/12/2023 03:50
585,Trespassing,Open Investigation,09/03/2023 06:26
586,Trespassing,Open Investigation,07/21/2023 09:30
587,Theft,Open Investigation,11/04/2023 05:34
588,False Public Alarm,Arrest,05/11/2023 15:37
589,Extortion,Open Investigation,05/28/2023 03:59
590,Harassment: Bias Incident,Open Investigation,01/26/2023 08:12
591,Theft,Open Investigation,10/08/2023 03:51
592,Harassment,Closed,04/04/2023 01:09
593,Theft,Open Investigation,08/08/2023 04:11
594,Extortion,Open Investigation,07/07/2023 03:00
595,Theft,Open Investigation,01/09/2023 04:08
596,Shoplifting ,Open Investigation,01/30/2023 00:59
597,Trespass,Open Investigation,05/16/2023 13:53
598,Theft,Open Investigation,10/18/2022 18:18
599,Harassment: Bias Incident,Closed,08/02/2023 08:54
600,Criminal Mischief,Open Investigation,04/17/2023 21:25
601,Extortion,Unfounded,01/13/2023 22:38
602,False Public Alarm,,02/10/2023 16:16
603,Rape,Open Investigation,02/16/2023 06:14
604,Theft,Open Investigation,08/29/2023 07:14
605,Criminal Mischief,Judicial Referral,11/13/2022 15:11
606,Trespass,Open Investigation,01/19/2023 05:00
607,False Public Alarm,Open Investigation,08/29/2023 18:16
608,Obstruction of Justice,Open Investigation,11/07/2023 04:31
609,Harassment,Open Investigation,02/06/2023 10:18
610,Defiant Trespass: Aggravated Assault,Open Investigation,10/04/2022 21:31
611,Theft,Open Investigation,01/09/2023 16:03
612,Stalking,Open Investigation,05/07/2023 00:59
613,Shoplifting , Arrest,12/28/2022 12:09
614,Theft,Open Investigation,01/09/2023 19:58
615,Theft: Bias Incident,Arrest,07/10/2023 04:19
616,Shoplifting,Unfounded,08/30/2023 08:30
617,Extortion,Arrest,01/27/2023 00:17
618,Shoplifting,Open Investigation,08/25/2023 16:55
619,Theft,Open Investigation,02/25/2023 01:36
620,Theft,Open Investigation,03/23/2023 11:44
621,Trespassing,Open Investigation,04/01/2023 14:53
622,Theft,Open Investigation,04/03/2023 04:31
623,Criminal Mischief,Open Investigation,12/11/2022 21:24
624,Trespassing,Open Investigation,10/11/2022 21:35
625,Theft,Open Investigation,11/09/2022 14:58
626,Harassment,Open Investigation,07/12/2023 19:26
627,Harassment,Open Investigation,11/30/2023 00:08
628,Theft,Unfounded,09/12/2023 02:50
629,Intimidation,,09/21/2023 10:13
630,Fraud,Open Investigation,07/17/2023 20:54
631,Burglary,Unfounded,01/27/2023 11:12
632,Criminal Mischief,Open Investigation,09/24/2023 21:06
633,Theft,Open Investigation,01/18/2023 01:06
634,Trespassing, Closed,08/15/2023 04:36
635,Harassment,Arrest,07/28/2023 07:18
636,Theft,Open Investigation,07/15/2023 16:10
637,Extortion,Open Investigation,05/24/2023 04:38
638,Theft,Unfounded,02/16/2023 20:39
639,Harassment: Domestic Violence,Open Investigation,01/11/2023 02:44
640,Terroristic Threats,Arrest,09/19/2023 15:25
641,Fraud,Open Investigation,02/13/2023 14:05
642,Attempted Extortion,Open Investigation,10/25/2023 03:41
643,Criminal Mischief,Open Investigation,03/03/2023 10:45
644,Theft,Arrest,11/20/2022 23:10
645,Theft,Open Investigation,09/08/2023 04:26
646,Trespassing,Open Investigation,09/10/2023 12:00
647,Assault,Arrest,12/13/2022 19:00
648,Trespassing,Open Investigation,07/26/2023 11:03
649,Trespassing,Open Investigation,04/04/2023 19:56
650,Fraud,Closed,03/28/2023 06:49
651,Fraud,Closed,01/18/2023 11:22
652,Harassment: Domestic Violence,Arrest,10/29/2023 13:31
653,Assault,Judicial Referral,07/21/2023 08:05
654,Fraud,Open Investigation,01/14/2023 22:08
655,Theft,Open Investigation,02/23/2023 23:08
656,Theft,Open Investigation,06/11/2023 15:38
657,Domestic Violence: Harassment,Open Investigation,11/20/2022 13:35
658,Trespass, Closed,02/24/2023 18:41
659,Harassment,Open Investigation,08/15/2023 16:42
660,Harassment,Open Investigation,03/24/2023 15:06
661,Fraud,Judicial Referral,07/23/2023 12:59
662,Criminal Mischief,Open Investigation,09/26/2022 23:14
663,Possession of Burglary Tools 2, Closed,08/02/2023 02:28
664,Trespassing,Arrest,12/06/2022 05:16
665,Criminal Mischief,Open Investigation,01/06/2023 10:09
666,Fraud,Arrest,11/07/2022 05:09
667,Harassment,Arrest,05/01/2023 02:41
668,Theft,Closed,11/28/2022 02:24
669,Theft,Arrest,05/08/2023 07:35
670,Theft,Open Investigation,01/30/2023 08:15
671,Criminal Mischief,Open Investigation,11/14/2023 01:46
672,Assault: Domestic Violence,Open Investigation,10/04/2023 16:55
673,Trespass,Unfounded,10/30/2022 11:00
674,Shoplifting,,02/20/2023 09:06
675,Theft, Closed,03/29/2023 07:39
676,Criminal Mischief,Open Investigation,12/08/2022 22:47
677,Defiant Trespass,Unfounded,08/01/2023 11:52
678,Rape,Unfounded,11/06/2022 12:56
679,Theft,Open Investigation,12/31/2022 19:38
680,Criminal Mischief,Arrest,03/14/2023 08:19
681,Theft,Open Investigation,02/18/2023 13:11
682,Shoplifting ,unfounded,01/21/2023 05:17
683,Shoplifting,Open Investigation,09/16/2023 22:22
684,Fraud,unfounded,03/03/2023 11:10
685,Trespass,Unfounded,05/07/2023 00:51
686,Trespass,Open Investigation,11/27/2023 09:10
687,Shoplifting,Closed,08/26/2023 22:44
688,Harassment,Open Investigation,03/11/2023 03:42
689,Obstruction of Justice,Unfounded,08/07/2023 23:38
690,Criminal Mischief,unfounded,10/29/2023 21:59
691,Criminal Mischief,Open Investigation,12/11/2022 16:43
692,Extortion,Open Investigation,06/01/2023 15:32
693,Bias Intimidation,Open Investigation,09/19/2023 13:01
694,Stalking,Open Investigation,07/07/2023 22:10
695,Terroristic Threats, Closed,03/20/2023 00:59
696,Theft,Closed,08/05/2023 03:41
697,Theft,Open Investigation,02/03/2023 03:02
698,False Public Alarm,Judicial Referral,11/20/2023 01:11
699,Burglary,Open Investigation,05/22/2023 17:56
700,Theft,Open Investigation,08/12/2023 16:46
701,Service of Warrant,Open Investigation,10/18/2022 21:57
702,Trespassing,Open Investigation,02/06/2023 15:57
703,Criminal Mischief, Arrest,09/27/2023 14:25
704,Trespass,Open Investigation,06/10/2023 23:59
705,Criminal Mischief,Open Investigation,03/01/2023 00:01
706,Theft,Open Investigation,04/21/2023 10:23
707,Shoplifting,Arrest,08/15/2023 16:51
708,Theft,,12/09/2022 15:10
709,Burglary,Unfounded,02/26/2023 10:08
710,Fraud,Open Investigation,10/21/2022 18:13
711,Theft,Closed,04/14/2023 05:41
712,Theft,Open Investigation,03/26/2023 06:30
713,Harassment: Stalking,Unfounded,09/16/2023 10:52
714,False Public Alarm,Open Investigation,03/15/2023 00:27
715,Harassment,Open Investigation,03/05/2023 23:38
716,Criminal Mischief,Open Investigation,11/19/2022 22:57
717,Shoplifting,Open Investigation,06/13/2023 20:35
718,Stalking,Unfounded,02/14/2023 15:58
719,Rape,,11/07/2023 18:54
720,Trespassing, Arrest,05/10/2023 05:06
721,Trespassing,Open Investigation,03/02/2023 08:51
722,False Public Alarm,Unfounded,02/17/2023 06:36
723,Theft,Arrest,10/09/2023 16:32
724,Harassment: Fraud,unfounded,01/27/2023 14:51
725,Theft,Open Investigation,03/26/2023 00:07
726,Theft,unfounded,12/27/2022 04:13
727,Trespassing,Unfounded,10/02/2023 00:49
728,Trespassing,Open Investigation,11/28/2023 15:09
729,Theft,Open Investigation,07/05/2023 15:06
730,Trespassing,Open Investigation,12/05/2023 06:07
731,Harassment,Closed,11/01/2022 20:56
732,Defiant Trespass: Aggravated Assault,Judicial Referral,06/12/2023 06:01
733,Attempted Trespass 2, Open Investigation,03/08/2023 17:00
734,Trespassing,Unfounded,09/09/2023 03:11
735,Hindering Possession of Burglary Tools,Open Investigation,03/04/2023 21:48
736,Extortion,Open Investigation,11/27/2022 15:07
737,Theft,Open Investigation,11/14/2022 18:59
738,Harassment,Open Investigation,08/31/2023 13:14
739,Theft,Open Investigation,07/08/2023 01:27
740,Trespassing,Open Investigation,12/17/2022 22:47
741,Trespassing,Unfounded,08/12/2023 01:49
742,Assault,Open Investigation,12/10/2022 14:30
743,Shoplifting,Arrest,03/08/2023 16:57
744,Shoplifting,Open Investigation,12/19/2023 06:54
745,Lewdness,Open Investigation,03/29/2023 16:44
746,Harassment: Bias Incident, Closed,11/07/2022 08:43
747,Theft,Arrest,07/02/2023 12:52
748,Trespass,Arrest,10/01/2023 11:23
749,Shoplifting,Closed,01/14/2023 23:45
750,Trespassing,Open Investigation,09/17/2023 05:56
751,Theft,Open Investigation,02/11/2023 19:19
752,Trespassing,Open Investigation,10/13/2023 18:52
753,Trespass, Open Investigation,01/05/2023 18:55
754,Theft,Open Investigation,08/18/2023 19:40
755,False Public Alarm,Open Investigation,01/29/2023 06:20
756,Harassment: Domestic Violence,,05/28/2023 02:00
757,Disorderly Conduct,Arrest,09/26/2022 19:14
758,Defiant Trespass: Aggravated Assault,Open Investigation,09/03/2023 03:37
759,Identity Theft,Unfounded,01/16/2023 22:10
760,Disorderly Conduct,Open Investigation,01/14/2023 01:22
761,Trespassing,Arrest,07/20/2023 13:36
762,Trespass, Open Investigation,10/22/2022 19:02
763,Harassment: Domestic Violence,Open Investigation,09/12/2023 06:32
764,Criminal Mischief,Arrest,09/07/2023 10:39
765,Assault, Closed,10/04/2023 19:46
766,Theft,Arrest,10/13/2022 14:45
767,Criminal Mischief,Open Investigation,04/26/2023 05:57
768,Criminal Mischief,Unfounded,09/07/2023 04:30
769,Harassment: Stalking,Arrest,03/17/2023 16:25
770,Fraud,Open Investigation,08/08/2023 21:41
771,Shoplifting , Arrest,06/12/2023 20:21
772,Stalking,Open Investigation,12/08/2022 05:49
773,Assault,Judicial Referral,10/02/2022 13:41
774,Defiant Trespass,Arrest,04/19/2023 12:57
775,Trespassing,Open Investigation,12/23/2022 20:47
776,Shoplifting ,Arrest,04/07/2023 08:48
777,Criminal Mischief,Open Investigation,06/07/2023 10:48
778,Trespassing,Open Investigation,04/10/2023 06:59
779,Fraud,Unfounded,10/24/2022 07:41
780,False Public Alarm,Arrest,01/08/2023 23:20
781,Hindering Possession of Burglary Tools,Unfounded,09/21/2023 17:33
782,Criminal Mischief,Unfounded,11/17/2022 02:48
783,Trespass,Open Investigation,01/17/2023 21:26
784,Extortion, Closed,12/18/2022 10:41
785,Trespassing,,11/16/2022 17:53
786,Hindering Possession of Burglary Tools, Open Investigation,05/09/2023 14:25
787,Shoplifting,Open Investigation,09/16/2023 12:40
788,Theft,Open Investigation,11/23/2022 21:21
789,Theft,Open Investigation,05/18/2023 10:26
790,Trespassing,Open Investigation,02/22/2023 12:32
791,Trespassing, Arrest,04/12/2023 13:05
792,Extortion,Closed,07/30/2023 22:12
793,Terroristic Threats,Arrest,08/12/2023 19:16
794,Harassment: Domestic Violence,Open Investigation,05/10/2023 20:05
795,Terroristic Threats,Open Investigation,04/24/2023 23:56
796,Trespass,,06/16/2023 16:46
797,Harassment: Domestic Violence,Open Investigation,07/06/2023 02:49
798,Rape,Open Investigation,12/19/2022 02:15
799,Shoplifting,Closed,06/08/2023 23:24
800,Harassment: Fraud,Open Investigation,10/03/2023 22:02
801,Criminal Mischief,Open Investigation,07/03/2023 20:38
802,Shoplifting,Open Investigation,09/27/2022 10:37
803,Harassment,Open Investigation,05/31/2023 08:00
804,Theft,Open Investigation,06/26/2023 20:53
805,Trespass,Open Investigation,12/07/2022 01:08
806,Theft,Open Investigation,09/14/2022 01:17
807,Rape,Arrest,01/14/2023 12:51
808,Stalking,Closed,11/20/2022 17:15
809,Harassment,Arrest,10/07/2022 06:45
810,Harassment,Open Investigation,02/01/2023 19:51
811,Theft,Arrest,01/15/2023 07:43
812,Trespassing,Open Investigation,03/06/2023 14:49
813,Criminal Mischief,Open Investigation,08/23/2023 04:09
814,Trespass,Open Investigation,05/04/2023 00:27
815,Disorderly Conduct,Unfounded,03/15/2023 10:08
816,Rape,Open Investigation,07/18/2023 07:32
817,Theft: Criminal Mischief,Closed,02/23/2023 07:28
818,Theft,Open Investigation,04/21/2023 09:40
819,Theft,Arrest,06/20/2023 10:14
820,Shoplifting,Open Investigation,11/19/2022 13:54
821,Theft,Open Investigation,12/07/2022 01:46
822,Harassment: Domestic Violence,Open Investigation,12/03/2022 11:14
823,Attempted Fraud,Open Investigation,12/07/2023 01:52
824,Theft, Closed,11/01/2023 03:43
825,Theft,Open Investigation,11/02/2022 08:48
826,Criminal Mischief,Open Investigation,03/12/2023 11:33
827,Burglary,Open Investigation,01/10/2023 11:07
828,Attempted Extortion,Open Investigation,12/16/2022 10:09
829,Theft,Arrest,03/22/2023 03:34
830,Criminal Mischief,Open Investigation,06/16/2023 17:45
831,Rape,Open Investigation,09/18/2023 00:57
832,Trespassing,Arrest,08/06/2023 09:15
833,Trespassing,Closed,07/13/2023 02:25
834,Trespassing,Closed,10/05/2023 02:51
835,Harassment: Trespassing,Judicial Referral,08/01/2023 07:03
836,Trespass,,01/26/2023 16:55
837,Fraud,Open Investigation,06/16/2023 03:01
838,Trespassing,Open Investigation,01/20/2023 12:37
839,Assault,Open Investigation,03/04/2023 01:44
840,Bias Intimidation,Open Investigation,03/16/2023 12:39
841,Rape,Open Investigation,11/01/2022 16:48
842,Harassment: Bias Incident,Unfounded,08/27/2023 07:38
843,False Public Alarm,Closed,10/01/2023 22:13
844,Assault,Open Investigation,07/29/2023 04:36
845,Hindering Possession of Burglary Tools,Unfounded,03/28/2023 09:55
846,Theft,,08/13/2023 21:14
847,Fraud,Open Investigation,09/04/2023 00:54
848,Harassment: Bias Incident,Unfounded,07/24/2023 16:39
849,Harassment,Unfounded,09/04/2023 18:53
850,Shoplifting,Open Investigation,02/15/2023 20:34
851,Theft,Unfounded,07/21/2023 11:02
852,Harassment,Arrest,02/02/2023 10:01
853,Criminal Mischief,Open Investigation,12/14/2022 14:07
854,Attempted Fraud,Arrest,07/12/2023 13:53
855,Rape,Closed,04/30/2023 17:52
856,Defiant Trespass, Open Investigation,12/08/2022 08:41
857,Defiant Trespass: Aggravated Assault,Closed,04/13/2023 11:28
858,Theft: Bias Incident,Unfounded,05/04/2023 19:52
859,Trespassing,Open Investigation,12/15/2022 17:48
860,Bias Intimidation,Open Investigation,02/08/2023 17:07
861,Rape,Unfounded,02/24/2023 19:46
862,Theft,Arrest,01/18/2023 18:20
863,Theft: Criminal Mischief,Open Investigation,09/08/2023 03:55
864,Shoplifting ,Open Investigation,07/25/2023 10:38
865,Service of Warrant, Open Investigation,10/01/2023 10:32
866,Fraud,Open Investigation,12/14/2023 23:21
867,Theft,Arrest,06/18/2023 04:34
868,Trespassing,Judicial Referral,02/16/2023 12:37
869,Criminal Mischief,Open Investigation,03/12/2023 18:10
870,Theft,Open Investigation,11/11/2022 08:47
871,Possession of Burglary Tools 2,Unfounded,05/12/2023 11:20
872,Attempted Trespass 2,Unfounded,05/05/2023 03:14
873,Domestic Violence: Harassment,Open Investigation,04/04/2023 16:56
874,Theft,Open Investigation,05/01/2023 00:50
875,Theft,Open Investigation,08/26/2023 00:20
876,Defiant Trespass: Aggravated Assault,Open Investigation,12/27/2022 09:47
877,Theft,Open Investigation,11/15/2023 02:11
878,Theft,Closed,03/05/2023 23:09
879,Theft, Closed,03/28/2023 10:45
880,Theft,Judicial Referral,11/14/2023 10:08
881,Theft: Bias Incident,Open Investigation,03/06/2023 08:04
882,Trespassing,Open Investigation,01/16/2023 14:39
883,Theft,Closed,10/06/2023 07:00
884,Criminal Mischief,Open Investigation,09/28/2023 01:00
885,Domestic Violence: Harassment,Open Investigation,11/09/2023 06:12
886,Criminal Mischief,Unfounded,10/25/2022 03:10
887,Criminal Mischief,Open Investigation,07/15/2023 17:04
888,Theft,Open Investigation,03/13/2023 00:45
889,Trespass,Open Investigation,09/15/2023 17:18
890,Lewdness,Unfounded,12/26/2022 06:10
891,Criminal Mischief,Closed,07/10/2023 02:45
892,Assault,Open Investigation,07/14/2023 15:02
893,Trespassing,Open Investigation,02/06/2023 16:46
894,Fraud,Open Investigation,06/14/2023 17:20
895,Theft,Arrest,07/02/2023 05:56
896,False Public Alarm,Open Investigation,12/22/2022 03:24
897,Trespass,Open Investigation,08/14/2023 09:42
898,False Public Alarm,Judicial Referral,11/09/2022 18:10
899,Attempted Extortion,Judicial Referral,05/15/2023 02:07
900,Intimidation,Closed,06/30/2023 16:00
901,Fraud,Unfounded,09/15/2023 21:14
902,False Public Alarm,Judicial Referral,09/02/2023 12:23
903,Rape,Closed,12/16/2022 17:48
904,Criminal Mischief,Open Investigation,01/18/2023 21:59
905,Theft,Open Investigation,08/23/2023 17:13
906,Harassment,Open Investigation,03/12/2023 07:10
907,Theft,Open Investigation,03/25/2023 12:30
908,Burglary,Open Investigation,04/12/2023 13:00
909,Trespassing,Judicial Referral,04/27/2023 14:57
910,Stalking,Open Investigation,01/09/2023 05:59
911,Trespassing,Open Investigation,06/23/2023 16:49
912,Trespass,Open Investigation,07/25/2023 22:08
913,Trespass,Closed,11/07/2022 08:48
914,Liquor Law Violation,Open Investigation,02/08/2023 09:19
915,Assault,Arrest,11/16/2023 12:46
916,Shoplifting,Closed,02/23/2023 23:30
917,Rape,Arrest,01/20/2023 00:26
918,Rape,Arrest,09/28/2023 03:47
919,Harassment: Trespassing,Arrest,12/24/2022 12:50
920,Defiant Trespass,Closed,12/18/2022 05:39
921,Criminal Mischief,Open Investigation,04/10/2023 15:33
922,Shoplifting ,Open Investigation,05/13/2023 21:48
923,Obstruction of Justice,Unfounded,09/21/2023 20:30
924,Assault,Unfounded,12/14/2022 19:23
925,Assault: Domestic Violence,Unfounded,12/18/2022 16:39
926,Trespass,Open Investigation,03/27/2023 09:56
927,Theft,Open Investigation,01/28/2023 00:19
928,Theft, Arrest,04/16/2023 00:48
929,Attempted Trespass 2,Unfounded,01/16/2023 15:08
930,Rape,Open Investigation,08/20/2023 23:37
931,Harassment,Arrest,04/21/2023 08:37
932,Lewdness,Closed,04/14/2023 07:00
933,Disorderly Conduct,Unfounded,09/25/2023 10:05
934,Attempted Fraud,,12/11/2022 17:16
935,Assault,Arrest,05/05/2023 13:16
936,Trespassing,Open Investigation,04/14/2023 09:47
937,Assault, Closed,11/03/2022 04:15
938,Trespassing,Arrest,12/08/2022 02:14
939,Trespassing,Arrest,10/27/2022 07:04
940,Rape, Open Investigation,06/19/2023 01:53
941,Harassment, Arrest,01/19/2023 00:38
942,Harassment,,12/01/2023 15:44
943,Theft,Open Investigation,02/01/2023 05:11
944,Harassment,Open Investigation,01/01/2023 06:22
945,Shoplifting ,Unfounded,06/06/2023 23:41
946,False Public Alarm,Judicial Referral,08/05/2023 09:49
947,Theft,Open Investigation,12/22/2022 01:10
948,Shoplifting,Closed,03/05/2023 09:07
949,Shoplifting ,Open Investigation,12/10/2022 04:32
950,Theft: Criminal Mischief,Unfounded,12/23/2022 13:07
951,Harassment,Open Investigation,09/14/2022 10:02
952,Shoplifting,Open Investigation,05/13/2023 20:27
953,Theft,Open Investigation,10/17/2023 06:15
954,Trespassing,Open Investigation,04/25/2023 06:25
955,Shoplifting,Open Investigation,06/13/2023 05:52
956,Theft,Open Investigation,04/03/2023 23:25
957,Theft,Closed,05/10/2023 12:24
958,Theft,Open Investigation,10/18/2023 09:37
959,Harassment: Bias Incident,Open Investigation,02/06/2023 05:26
960,Criminal Mischief,Arrest,02/16/2023 17:27
961,Trespass,Closed,12/02/2022 12:35
962,Shoplifting,Closed,09/27/2023 07:56
963,Burglary,Unfounded,10/05/2022 21:38
964,Trespassing,Closed,10/08/2023 22:00
965,Defiant Trespass,Open Investigation,11/15/2023 19:32
966,Burglary,Open Investigation,07/26/2023 09:47
967,Attempted Extortion,Closed,02/20/2023 05:53
968,Criminal Mischief,Open Investigation,04/02/2023 12:50
969,Theft,Open Investigation,11/21/2023 08:43
970,Theft,Open Investigation,04/15/2023 10:45
971,Defiant Trespass: Aggravated Assault,Arrest,06/16/2023 18:37
972,Shoplifting,Arrest,11/19/2023 04:49
973,Theft,Arrest,12/21/2022 05:37
974,Theft,Open Investigation,11/04/2023 11:47
975,Disorderly Conduct,Open Investigation,12/09/2022 02:43
976,Trespassing,Open Investigation,11/23/2023 11:16
977,Shoplifting,Open Investigation,09/24/2022 04:49
978,Fraud,Open Investigation,03/27/2023 12:02
979,Harassment,Open Investigation,04/14/2023 00:07
980,Trespassing,Closed,03/21/2023 12:23
981,Defiant Trespass,Open Investigation,08/13/2023 19:05
982,Shoplifting ,Open Investigation,08/13/2023 02:20
983,Shoplifting,Closed,12/17/2022 11:18
984,Trespassing,,05/12/2023 03:19
985,Attempted Fraud,Open Investigation,06/27/2023 14:20
986,Harassment,Arrest,03/15/2023 17:15
987,Trespass,,05/04/2023 09:54
988,Trespass,Unfounded,08/30/2023 16:43
989,Trespass,unfounded,12/05/2022 15:01
990,Stalking,Open Investigation,03/10/2023 10:19
991,Attempted Theft,Judicial Referral,12/24/2022 10:04
992,Trespassing,,06/26/2023 23:57
993,Criminal Mischief,Closed,11/02/2022 19:19
994,Rape,Unfounded,10/11/2022 19:20
995,Trespassing,Arrest,10/10/2023 20:21
996,Shoplifting,Open Investigation,02/02/2023 09:22
997,Shoplifting,Open Investigation,12/29/2022 21:16
998,Disorderly Conduct,Arrest,11/13/2023 22:19
999,Shoplifting ,Unfounded,11/01/2022 11:07
1000,Theft,Arrest,03/09/2023 12:22
1001,Harassment,Open Investigation,12/19/2022 09:20
1002,Theft, Closed,06/21/2023 23:46
1003,Harassment,Open Investigation,05/21/2023 17:41
1004,Harassment: Trespassing,Unfounded,11/15/2022 00:06
1005,Disorderly Conduct,Open Investigation,08/05/2023 23:30
1006,Theft,Unfounded,07/14/2023 06:06
1007,Fraud,Unfounded,02/18/2023 01:39
1008,Trespassing,Open Investigation,03/01/2023 11:27
1009,Harassment: Domestic Violence,Open Investigation,10/20/2023 14:59
1010,Trespassing,Open Investigation,09/21/2023 05:12
1011,Criminal Mischief,Open Investigation,12/20/2022 07:29
1012,Criminal Mischief,Open Investigation,09/29/2022 11:27
1013,Assault,Open Investigation,01/20/2023 14:06
1014,Trespassing,Open Investigation,11/27/2022 05:56
1015,Harassment: Fraud,Closed,05/07/2023 05:43
1016,Trespassing,Judicial Referral,01/20/2023 02:00
1017,Harassment,Open Investigation,04/01/2023 02:04
1018,Shoplifting,Open Investigation,06/30/2023 14:15
1019,Shoplifting,Arrest,03/20/2023 20:38
1020,Rape,Open Investigation,11/04/2023 19:23
1021,Criminal Mischief,Closed,12/25/2022 16:24
1022,Burglary,Open Investigation,11/15/2023 03:32
1023,Theft,Open Investigation,08/25/2023 02:51
1024,Extortion,Open Investigation,07/17/2023 08:14
1025,Fraud,Open Investigation,10/31/2023 04:00
1026,Extortion,Unfounded,03/09/2023 03:01
1027,Theft,Arrest,06/06/2023 10:34
1028,Defiant Trespass,Unfounded,02/12/2023 04:06
1029,Theft,Open Investigation,08/26/2022 18:05
1030,Disorderly Conduct,Open Investigation,10/22/2022 07:14
1031,Theft,Closed,12/03/2022 01:54
1032,Liquor Law Violation,Arrest,10/15/2022 20:23
1033,Criminal Mischief,Open Investigation,05/08/2023 23:14
1034,Trespassing,Open Investigation,03/12/2023 15:30
1035,Trespass,Open Investigation,10/01/2023 04:10
1036,Burglary,Open Investigation,11/09/2022 03:19
1037,Harassment,Open Investigation,06/30/2023 21:54
1038,Shoplifting,Open Investigation,05/13/2023 09:47
1039,False Public Alarm,Open Investigation,12/03/2023 23:14
1040,Harassment: Bias Incident, Open Investigation,02/12/2023 04:57
1041,Theft,Open Investigation,07/20/2023 02:10
1042,Theft: Bias Incident,Open Investigation,03/10/2023 08:08
1043,Harassment: Trespassing,Open Investigation,11/22/2022 20:02
1044,Rape,Open Investigation,08/15/2023 21:32
1045,Theft,Open Investigation,08/26/2023 20:44
1046,Attempted Theft,Unfounded,06/04/2023 07:00
1047,Trespass,Open Investigation,11/12/2022 23:56
1048,Theft,Unfounded,11/22/2022 16:24
1049,Criminal Mischief,Open Investigation,11/05/2022 10:45
1050,Possession of Burglary Tools 2,Open Investigation,09/06/2023 03:45
1051,Harassment: Bias Incident,unfounded,05/13/2023 05:30
1052,False Public Alarm,Unfounded,09/26/2023 06:24
1053,Harassment: Bias Incident,Open Investigation,10/31/2022 11:42
1054,Disorderly Conduct,Open Investigation,12/05/2023 12:08
1055,Theft,Open Investigation,12/20/2022 18:20
1056,Fraud,Unfounded,06/02/2023 12:44
1057,Defiant Trespass, Closed,11/20/2022 08:28
1058,Liquor Law Violation,,04/10/2023 03:29
1059,Disorderly Conduct, Open Investigation,10/22/2023 00:23
1060,Theft,Open Investigation,07/27/2023 11:08
1061,Terroristic Threats,Arrest,07/27/2023 00:59
1062,Extortion, Closed,06/16/2023 21:24
1063,Harassment: Bias Incident,Judicial Referral,11/01/2022 10:14
1064,Theft,Open Investigation,09/07/2023 17:04
1065,Defiant Trespass,Open Investigation,12/25/2022 13:10
1066,Trespassing,Arrest,11/01/2023 23:35
1067,Fraud,unfounded,06/21/2023 14:05
1068,Theft,,07/23/2023 10:07
1069,Shoplifting,Open Investigation,08/22/2023 16:22
1070,Trespass,Unfounded,11/25/2022 01:02
1071,Theft,Open Investigation,04/22/2023 15:30
1072,Shoplifting,Open Investigation,10/07/2023 05:32
1073,Obstruction of Justice,Open Investigation,04/04/2023 12:54
1074,Shoplifting,Judicial Referral,12/23/2022 19:27
1075,Attempted Extortion,Open Investigation,03/03/2023 06:13
